label,statement,subjects
mostly-true,When New York Gov. Eliot Spitzer wanted to provide drivers licenses to those who are undocumented. (Hillary Clinton) said dont do it.,immigration
half-true,"Cass Sunstein, President Obama's nominee for regulatory czar, ""wants to give legal standing to animals so they can sue you for eating meat.""",legal-issues
false,"Says Lee Leffingwell has been mayor of Austin, Texas for about as long as Sarah Palin was governor of Alaska.","candidates-biography,pundits"
false,"Because of President Barack Obamas failure to push job creation, the black unemployment rate in Ferguson, Mo., is three times higher than the white unemployment rate.","criminal-justice,jobs"
pants-fire,"A sign in Dearborn, Mich., for the Advancement of Islamic Agenda for America says, Allah be praised. America we will kill you all and nothing you can do to stop it.","religion,terrorism"
pants-fire,Obama regime planned the influx of illegal alien children at the border.,"children,immigration"
half-true,"134,000 (criminal) aliens have been released by the (Obama) administration in just the past two years.","crime,immigration"
barely-true,"When it comes to taking cuts in tough budget times, Wisconsin state workers havent had to sacrifice.","labor,state-budget"
mostly-true,McCain intervened on behalf of Charles Keating with federal regulators... that allowed Keating to continue his fraud at an incredible cost to taxpayers.,candidates-biography
false,Says the National Labor Relations Board told Boeing that it couldnt build a factory in South Carolina because South Carolina is a right-to-work state.,"labor,message-machine-2012"
true,"Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.",guns
true,"With those first principles, it allowed a fellow like me to get in his truck and go from one end of the state to the other; started 20 points down and wound up 20 points ahead on election night.",elections
half-true,I have the No. 1 show on NBC.,"candidates-biography,pop-culture"
barely-true,Says Judge JoAnne Kloppenburg agreed to use a technicality to give a convicted sex offender a new hearing because he didnt understand the charge.,criminal-justice
half-true,Says Hillary Clinton completely ignored dozens and dozens of requests for more security for the Benghazi consulate.,"candidates-biography,terrorism"
half-true,There is no evidence to support the claim that Guantanamo is used as a recruiting tool for terrorists.,terrorism
half-true,My support from young voters -- those 18 to 24 -- in November 2014 was largely unheard of for a Republican.,elections
false,Claims Supreme Court Justice Ruth Bader Ginsburg said she prefers the South African Constitution over the United States Constitution.,"legal-issues,supreme-court"
mostly-true,Says Hillary Clinton was literally present when we pressed the reset button with Russia just a few months after Russia had invaded Georgia.,foreign-policy
mostly-true,"The IRS filed an $11,000 lien against (Allen) West for back taxes. Three liens were placed on his home for unpaid bills, and a judge ordered West to pay over $5,000 for past due credit card bills.","candidates-biography,message-machine"
half-true,Says he would have almost twice the actual experience practicing law Greg Abbott did on becoming attorney general of Texas.,candidates-biography
false,Says challenger Dominic Chavez is a Rick Perry Republican lobbyist.,candidates-biography
false,"Says that under City Council Member Randi Shade, Austin had the highest city debt per person in Texas.","city-budget,city-government"
true,Gross income tax receipts are exceeding the Administrations projections for this fiscal year prior to Sandy.,state-finances
pants-fire,Barack Obama loves Che Guevara.,history
pants-fire,Were one of the only communities in the country that didnt lose population in the last census.,population
half-true,I had five of my citizens that were killed last week because of border security problems.,immigration
pants-fire,Says the U.S. election system is rigged.,elections
false,The cheerleaders for the Dallas Cowboys have entertained more troops in the world than Bob Hope.,"corrections-and-updates,military"
barely-true,"Fifteen years ago, you couldnt even get a pizza delivered in that neighborhood.","candidates-biography,urban"
true,The Capitol rotunda was actually made to invite the people in and to accommodate protests.,legal-issues
pants-fire,Says he has yet to get a response from Barack Obama to his August 2010 letter making border security requests.,immigration
mostly-true,More preschoolers are shot dead each year than police officers are in the line of duty.,guns
barely-true,Says Hillary Clinton erased all of her emails even though they were subject to recall and review by Congress.,candidates-biography
mostly-true,"Barack (Obama) has one of his biggest supporters in terms of funding, the Exelon Corporation, which has spent millions of dollars trying to make Yucca Mountain the waste depository.",ethics
pants-fire,Bill White is discriminating. Hes taking jobs from African Americans and giving them to his friends.,diversity
half-true,Law enforcement in the state of Arizona supports the state's new immigration law.,immigration
pants-fire,That 59 divisions in Philly had no votes for Romney in 2012 is (a) mathematical and statistical impossibility.,elections
mostly-true,About 70 percentof Republicans nationwide ...dont think Donald Trump is the right guy to take on Hillary Clinton in November.,"elections,polls"
false,Says Barack Obama has gone from blaming George W. Bush to plagiarizing George W. Bush.,pundits
false,Donald Trump says all Mexicans are rapists.,immigration
false,2008: Unions Spent $400 Million to Elect Obama.,"campaign-finance,elections"
mostly-true,"Says Patrick Murphy supports a gun ban on commonly owned semi-automatic firearms used for hunting, recreational shooting and self defense.",guns
mostly-true,"There are many studies that indicate that the longer people get unemployment insurance, it provides some disincentive to work.","economy,workers"
true,The proposed raises for the Norcross City Council would put it in line with other liked-sized communities.,"city-budget,city-government"
true,"Obama spent ""40 percent of the PAC money, 43 percent to be exact, on Iowa, New Hampshire, Nevada and South Carolina politicians.""",ethics
true,Says Texas ranks last in the percentage of residents with high school diplomas.,"education,pundits"
true,Says Bruce Springsteen played in 1975 at Seton Hall University in South Orange at Walsh gym.,pop-culture
false,A North Carolina study proves that probably over a million people voted twice in (the 2012) election.,elections
true,The overall fact about illegal immigration is that its not actually getting worse.,"immigration,pundits"
barely-true,Says Hillary Clinton has been in office and in government longer than anybody else running here tonight.,candidates-biography
true,"While I was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at Wal-Mart.",candidates-biography
half-true,The United States sends $300 billion -- half our trade deficit -- overseas for oil to unstable and unfriendly regimes.,"energy,new-hampshire-2012"
half-true,Our population has grown from about 1 million in the 1970s to almost 7 million today.,population
mostly-true,"Says each year approximately 30,000 people in the United States die as a result of gunfire, and about 80,000 people are wounded.",guns
half-true,"In this city, there hasnt been a stadium thats lasted more than 27 years.","city-government,sports"
pants-fire,"Says Florida U.S. Reps. Corrine Brown, Alcee Hastings and Frederica Wilson are Socialists.",patriotism
mostly-true,Rep. Peter Petrarca voted on two pieces of legislation that helped auto body shops ... and at that point I think there is a conflict of interest.,"economy,ethics"
false,Says Hillary Clinton refuses to testify before Congress about the 2012 attack in Benghazi.,"foreign-policy,terrorism"
mostly-true,Says Texas is last in mental health expenditures.,"health-care,pundits"
pants-fire,The Constitution simply does not authorize the federal government to own any of this land (in the Western states).,"legal-issues,states"
false,ISIS leader Abu Bakr al Baghdadi was released by Obama in 2009.,"iraq,terrorism"
true,The NRA used to support expanded background checks.,guns
half-true,Going to public financing really disadvantages Democrats because you're not able to raise funds between the day you win the primaries and the time you're officially nominated.,elections
pants-fire,Ive been outspent by my opponents every time Ive run for U.S. Senate.,campaign-finance
false,"In the history of Republican primaries, Ive gotten the most votes in the history of the Republican party.",elections
pants-fire,"The Massachusetts Supreme Court...defined marriage as simply, quote,the establishment of intimacy ... I guess that would mean if you really had affection for your horse, I guess you could marry your horse.","gays-and-lesbians,marriage"
pants-fire,Says Mitt Romney did not pay taxes for 10 years.,"candidates-biography,taxes"
true,Wrong precinct rules exacerbate our provisional ballot problems (and) HB 194 does nothing to solve the wrong-precinct problem.,elections
true,Says Donald Trump used undocumented labor to build the Trump Tower.,"candidates-biography,immigration"
mostly-true,An illegal immigrant who gains admission at a public college takes class space away from students who are legal residents.,"education,immigration"
false,On in-state tuition for illegal immigrants.,"education,immigration"
pants-fire,Says Jacky Rosen has refused to tell us whether she supports Bernie Sanders or Hillary Clinton.,elections
mostly-true,Says(President) Reagans second inaugural was moved inside the Capitol. It was. Because of a terrible snowstorm.,"history,weather"
true,"Says a poll shows that without a name attached, Democrats are just one point behind Gov. John Kasich.","elections,polls"
half-true,There were more people at the Air and Space Museum than at a rally against the health care bills.,"health-care,pundits"
pants-fire,Says Texas did not bail out a loan program he oversaw as state agriculture commissioner.,"agriculture,candidates-biography"
half-true,"Says Bruce Starr voted to throw 6,000 Oregonians off unemployment.",workers
pants-fire,"Says while serving in the city council, Rachel Zenzinger voted to use tax dollars to take a taxpayer-funded junket to China.",ethics
mostly-true,"The geography of poverty has changed fundamentally in the last 15 years, with more of it concentrated in fragile and conflict states.",foreign-policy
true,Says she is the subject of 60 books.,candidates-biography
mostly-true,Says Chris Christie vetoed Planned Parenthood funding five times over the course of his governorship.,"abortion,women"
true,Greece is not a big economy. Its about the size of metropolitan Miami.,"economy,foreign-policy"
barely-true,"One of the things I would immediately do is bring back the warrior class -- Petraeus, McChrystal, Mattis, Keane, Flynn. ... Every one was retired early because they told President Obama things that he didnt want to hear.",military
pants-fire,"Says under his budget-repair bill, collective bargaining is fully intact.","labor,state-budget"
false,Says there are no political prisoners in Cuba.,human-rights
mostly-true,"President Obama's own director of national intelligence, Admiral Blair, put it this way: 'High-value information came from interrogations in which those methods were used and provided a deeper understanding of the al-Qaida organization that was attacking this country.'",military
mostly-true,"When he (Donald Trump) asked Florida to have casino gambling, we said no.","campaign-finance,gambling"
mostly-true,Says Barbara Buono voted to raise her own pay 40 percent.,state-finances
mostly-true,Ill be running against a career politician.,candidates-biography
pants-fire,Facebook has unveiled new rules to stop their users from creatingposts related in any way to religion.,"religion,technology"
pants-fire,"The Democrats are very sly. (in New Hampshire) we have same day voter registration, and to be honest, when Massachusetts elections are not very close, theyre busing them in all over the place.","elections,states"
mostly-true,"In the past two years in Congress, Ive written more bills, passed more amendments on the floor of the House and enacted more of my bills into law than any other member of the House.",congress
barely-true,"Says Travis County Commissioner Gerald Daugherty claims to have taken a pay cut, but for 2016, he voted to raise his salary by 19.6 percent.","candidates-biography,county-budget"
mostly-true,Irans defense budget is $30 billion. Our defense budget is closer to $600 billion.,"foreign-policy,nuclear"
mostly-true,"Says Erv Nelson voted yes on the pro-amnesty SJR 21, a bill urgingCongress to provide citizenship for those residing illegally in our country.",immigration
mostly-true,Virginia is the number one state per capita in screening out people with mental illness from gun purchases.,guns
mostly-true,Says Rick Scotts proposal for election reform only mandates 48 hours of early voting.,elections
mostly-true,"South Carolina has a labor shortage, specifically in the meatpacking industry.","immigration,jobs"
true,Lets start with the premise that Rhode Island already has one of the 10 strictest [gun laws] amongst all the states.,guns
barely-true,"Says that in her speech to the pro-Israel group AIPAC, Hillary Clinton had one line on the Palestinian people.","foreign-policy,israel"
half-true,Florida has issued more than 3 million conceal carry permits in the past 30 years. Only 168 have been revoked.,guns
barely-true,"Says that after she declared her candidacy for Congress, the redistricting process was manipulated to allow incumbent politicians to guarantee their re-election.","elections,redistricting"
half-true,Says Chris Koster opposes right-to-work efforts because he has taken $8 million from union bosses.,"campaign-finance,workers"
barely-true,Ninety-five percent of the money used for union-operated worker training centers comes from employers.,labor
false,Says Gov. Rick Perry has never held a private-sector job.,candidates-biography
half-true,Says Indiana Gov. Mike Pence advocated diverting taxpayer dollars to so-called conversion therapy.,"civil-rights,gays-and-lesbians"
false,Illegal immigration costs state taxpayers over $3 billion every year.,"immigration,state-finances"
false,"Says a liberal immigration reform group endorsed his GOP primary opponent, Dave Brat.",immigration
true,"Charlie Crist broke the quarter ""record for fundraising in a U.S. Senate race in Florida.""",florida
barely-true,The Murray-Ryan deal is the first divided-government budget agreement since 1986.,"congress,federal-budget"
true,"When (John) Brennan ... was asked directly Is there any geographic limitation to your drone strike program? Brennan responded and said, no, there is no limitation.","civil-rights,terrorism"
half-true,Says Rick Perry co-chaired Al Gores campaign for president.,"candidates-biography,elections"
false,"1928 was last time Republicans had the White House, the House and the Senate.",history
false,U.S. Sen. Saxby Chambliss votes more with Democrats than with conservatives.,"federal-budget,voting-record"
true,"For the second quarter in a row, my campaign has raised more money than any other challenger in the nation and brought our fundraising total to over $800,000.",campaign-finance
pants-fire,"On gift taking,Bob McDonnell took a fraction of what (Tim) Kaine took.",ethics
false,This is the first time since World War II that five nuclear-powered aircraft carriers were docked together.,military
barely-true,There hasnt been a Republican in the legislature or the City Council in Providence in over 30 years.,elections
half-true,Ive never voted for a Democrat when there was a Republican on the ballot.,candidates-biography
mostly-true,Says Obama replaced the American flag on the tail of his plane with his campaign logo.,patriotism
half-true,Atlanta Mayor Kasim Reed held not one conversation with the public about the new Falcons stadium project,"city-government,transparency"
pants-fire,I never said that Marco Rubio was Mark Zuckerbergs personal senator.,immigration
half-true,"Whether in Illinois or Washington, Barack Obama has bridged partisanship to bring about significant reform.",candidates-biography
true,By registration fewer than 20 percent of Florida voters are Independents.,elections
barely-true,"As a senator, Hillary Clinton paid women less than the men in her office.",women
mostly-true,Says Bernie Sanders advocated putting Iranian troops into Syria to try and resolve the conflict there. Putting them right on the doorstep of Israel.,foreign-policy
mostly-true,Barack Obama's church gave a lifetime achievement award to Louis Farrakhan.,religion
half-true,Said state insurance commissioner candidate Ralph Hudgens fights hard to strip women of life-saving coverage such as mammograms.,"health-care,women"
mostly-true,"My two appointments to the Florida Supreme Court, Raul Cantero and Kenneth Bell, have earned reputations as its most consistent conservatives.",legal-issues
barely-true,Says Gerald Daugherty advocated lowering the penalty for crimes like strangulation in domestic violence cases because they just throw more people into the jail system.,"crime,criminal-justice"
true,Says four-year terms for City Council members are the norm in most cities of our size.,city-government
mostly-true,"Right now, in every major poll, national poll and statewide poll done in the last month, six weeks, we are defeating Trump, often by big numbersand always at a larger margin than Secretary Clinton is.","elections,polls"
barely-true,I have fought for our shared values without being an ideologue or a partisan,candidates-biography
false,The left is blatantly attempting to disrupt Georgias elections.,elections
false,Says Ted Cruz is a supporter of legalizing people that are in this country illegally and proposed giving them work permits.,immigration
true,"Countries bombed: Obama 7, Bush 4","foreign-policy,military"
false,U.S. Rep. Debbie Wasserman Schultz has blamed the Republicans for the creation of Hamas.,israel
pants-fire,"A report in Navy Times said that 7.3 percent of Army, Navy and Marines have thought about attempting suicide.","afghanistan,military"
barely-true,We cut property taxes by one-third in the state of Texas while Ive been governor.,"new-hampshire-2012,taxes"
mostly-true,Says Texas passed a state Dream Act before any other state.,immigration
barely-true,"Almost 1,000 people a day are moving to Florida because they are more free here than they are in some other states.","economy,population"
true,"Here in Virginia, we have the opportunity to become the first state on the East Coast to explore for and produce oil and natural gas offshore.","energy,states"
half-true,Donald Trumps decision to skip the Fox News/Google debate in Des Moines is near unprecedented.,debates
false,The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000.,elections
mostly-true,We've won twice as many states. We've won a greater share of the popular vote.,elections
half-true,It costs a hell of a lot more money to put somebody in jail than send them to the University of Virginia.,"criminal-justice,education"
false,New Jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade.,"education,state-finances"
mostly-true,Says he and Mitt Romney always said that we agree with the 2014 deadline for leaving Afghanistan.,"afghanistan,foreign-policy"
mostly-true,Says he said last year theres absolutely no reason for Texas to secede.,"history,states"
barely-true,"Says U.S. Rep. Ann McLane Kuster used $293,000 of taxpayer money to send campaign mail.","campaign-finance,ethics"
true,A million people a year come into the U.S. legally. No other country even comes close to that figure.,immigration
half-true,"Says administrator salaries were increased, but other school employees were left behind.","education,unions"
half-true,Hispanic students in Florida perform the best of any Hispanic population in the United States.,"diversity,education"
mostly-true,"In Florida, when Jeb Bush was governor, state authorities conducted a deeply flawed purge of voters before the presidential election in 2000 and in2004 a plan to purge even more voters was headed off.","diversity,elections"
pants-fire,Says that Sen. Sherrod Brown is out there egging on a lot of these protesters who are spitting on policemen and going to the bathroom on policemens cars at these protests on Wall Street and other places.,"civil-rights,economy"
pants-fire,Says Chuck Hagels nomination as defense secretary has been publicly celebrated by the Iranian government.,"foreign-policy,military"
half-true,Says Sen. Kay Bailey Hutchison took 154 private flights all funded by taxpayers though commercial flights were readily available at a fraction of the cost.,ethics
pants-fire,"In Providence, R.I., its illegal to sell toothpaste and a toothbrush to the same customer on a Sunday.","legal-issues,pop-culture"
mostly-true,The United States gives $8 million a day to Israel and gives that country a blank check.,"federal-budget,israel"
false,"A new Colorado law literally allows residents to print ballots from their home computers, then encourages them to turn ballots over to collectors.",elections
mostly-true,There is no planned air-conditioned restaurant out on the Lens.,"recreation,tourism"
false,"California Senator, Democratic Senator Dianne Feinstein said if she could say to Mr. America and Mrs. America, Give me your guns, Im rounding em up, she would.",guns
false,Says he has supported George Bush more than I have Barack Obama.,voting-record
mostly-true,"The average fast food worker is 29, and most fast food workers are on some form of public assistance.","jobs,workers"
pants-fire,Not even Tim Kaine is willing to say he trusts Hillary Clinton.,candidates-biography
mostly-true,Interior deportations under Obama were down 40 percent and at a nine-year low.,immigration
barely-true,Rick Scott got a majority of the Hispanic vote in Florida.,"elections,immigration"
mostly-true,Recent news reports indicate DWI crashes in Austin dropped 23 percent since ridesharing entered the market.,"crime,transportation"
false,The Islamic State just built a hotel in Syria.,terrorism
barely-true,"In reality, there have been no problems whatsoever with the Texas voter ID law.",elections
pants-fire,Justice John Roberts Signed Off On Obamas Arrest For Treason.,"criminal-justice,legal-issues"
true,The Iranians are now saying that what were saying the deal is and what they understand it to be are two different things.,"foreign-policy,nuclear"
true,I have returned money every year since taking office.,congressional-rules
true,"In the last 15 years, weve witnessed a dramatic expansion in the jailing of immigrants, from about 70,000 people detained annually to about 400,000.",immigration
false,Says Maryellen OShaughnessy accepted campaign cash from indicted politician Jimmy Dimora.,campaign-advertising
mostly-true,"Palin ""fired Wasilla's Police Chief because he 'intimidated' her.""",crime
barely-true,Republican leadership took the lead confirming Loretta Lynch as attorney general.,"congressional-rules,legal-issues"
barely-true,"Its bad enough that (Stephen) Silberkraus appeared in a sexual fetish film where women were kidnapped from their homes and forced to live naked in kennels and trained to be pets. But when Silberkraus isnt acting in films that degrade women, hes stalking them in his personal time.",candidates-biography
true,"You know, the approval rating of Congress is down to 13 percent.",ethics
true,"In Oregon, students are skipping math class to learn about the Bible.","education,religion"
true,The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did.,criminal-justice
half-true,"After I had resigned or announced my resignation, I abolished -- I prohibited pay-to-play for people that had county or state contracts.","candidates-biography,ethics"
barely-true,Says U.S. Senate candidate Cory Gardner blocked immigration reform and voted to deport our DREAMers.,immigration
mostly-true,Women make 77 cents for every dollar a man earns.,"jobs,women"
false,Says Tom Hughes supports paving over thousands of acres with over-development and sprawl.,"environment,housing"
false,Bill White ...offered sanctuary to illegal immigrants.,immigration
barely-true,Says the Clintons burst through their own self-pronounced guidelines by acceptingforeign donations.There is a clip of Bill Clinton saying were not going to take foreign donations.,ethics
barely-true,Says Supreme Court Justice Sonia Sotomayor has animmigrant family background.,"corrections-and-updates,immigration"
false,"Under the new Arizona immigration law, police can't stop someone to check their immigration status unless they think they see something illegal.","immigration,legal-issues"
true,Fox News uses photo of a married couple promoting traditional marriage and the photo is actually of a same-sex couple.,gays-and-lesbians
barely-true,"Congressman Jeff Denhamhas agreed all illegal immigrants should be detained, arrested and deported.",immigration
true,"In 2011, more people were murdered with knives, hands or feet or clubs and hammers than with any type of rifle.",guns
false,"As governor, Tim Kaine oversaw a huge increase in illegal immigration, a tremendous increase.",immigration
mostly-true,Says Indiana Gov. Mike Pence provides zero state funding for homeless shelters.,"housing,state-budget"
false,Virginias banning of felons from voting is a Jim Crow-era law.,"civil-rights,history"
false,Weve broken by millions the all-time record for votes in a GOP presidential primary election.,elections
half-true,"Says Hillary Clintoninsists that when the progressive agenda encounters religious beliefs to the contrary, those beliefs have to be changed.","religion,women"
true,SaysBernie Sanders has reversed his position on immunity for gun manufacturers and sellers.,"guns,legal-issues"
barely-true,"As a senator, Hillary Clinton actually paid female staffers a lot less than men.","candidates-biography,women"
half-true,"Weve just now given over $100 billion to Iran, the equivalent in U.S. terms is $5 trillion.",foreign-policy
mostly-true,"My campaign finished the last quarter reporting the most cash on hand of any Republican in the field $13.8 million in the bank, $3.5 million more than the Jeb Bush campaign.",campaign-finance
mostly-true,I have a D-minus voting record from the NRA.,guns
true,"When we moved into the White House, we had the lowest net worth of any family since Harry Truman.",wealth
false,Right now the Tea Party polls higher than the Republicans and the Democrats.,"elections,pundits"
pants-fire,Says the former president of the Czech Republic said the American people were a confederacy of fools for electing Barack Obama.,foreign-policy
barely-true,Says President Obama is reducing our naval fleet to 1917 levels...,"federal-budget,military"
true,The facts show that approximately 40 persons on death row have had all of their appellate review completed and await only the governors signature on a death warrant to end the case.,criminal-justice
false,"If you give guns to gangs, you can get out of jail free, if (Californias Proposition 57) passes. If you do a drive-by shooting, you can get out of jail free, if Proposition 57 passes. If you discharge guns on a school yard, you can get out of jail free.","crime,criminal-justice"
barely-true,Amanda Murphy has two vacation homes around the world.,candidates-biography
true,"I joined the Gang of 14, seven Republicans, seven Democrats, so that we wouldn't blow up the United States Senate. Sen. Obama had the opportunity to join that group. He chose not to.",candidates-biography
false,"Gov. Nathan Deal has taken at least $15,600 from the (Koch brothers), their businesses, and their employees.",campaign-finance
half-true,Rick Perry advocated to liquidate the states rainy day fund in 2007.,"state-budget,state-finances"
half-true,A bill from U.S. Rep. Ted Yohoattempts to restrict the administrations ability to conduct national security and criminal background checks on undocumented immigrants.,"immigration,terrorism"
half-true,Air travelers cant get on a plane in the United States without someone doing a background check on them.,guns
false,Suicide comes from federal government largesse saying you are not worth anything but you are going to get something for nothing.,"diversity,public-health"
mostly-true,"This Congress made history as the least productive, most unpopular Congress in the history of this proud nation.","congress,polls"
false,The U.N. Arms Treatyinfringes upon our right to keep and bear arms.,guns
barely-true,Teachers will not be able to return to work after raising their children.,"education,families"
false,"The Jewish holiday Purim is ""their version of Halloween here.""",religion
false,The fact that Rick Scott is running for governor as a 'reformer' would be funny if it wasn't so outrageous. This is a man who barely escaped imprisonment.,"candidates-biography,health-care"
pants-fire,Says Target installed urinals in a womens bathroom to accommodate the ones who have giblets.,civil-rights
half-true,Says PolitiFact has ruled that Ed Gillespies ads are false and misleading.,campaign-advertising
mostly-true,"Over the last 40 years, this countrys prison population has grown by 500 percent.","crime,criminal-justice"
true,Says Russ Feingold broke his 1992 promise to always get the majority of funding from Wisconsin residents.,campaign-finance
barely-true,"Says Robert Menendez is the king of raising money from Wall Street, over a million dollars, one of the leaders in the United States Senate. I havent raised any Wall Street money at all.","campaign-finance,message-machine-2012"
mostly-true,"In the first 24 to 36 hours of the operation in Libya, you saw $115 million go downrange because a Tomahawk cruise missile is a little over $1 million each.",military
true,"Says Gov. Charlie Crist has called him ""a rock star.""",bipartisanship
barely-true,Says U.S. Rep. Connie Mack took seven and a half years to finish college.,"candidates-biography,education"
pants-fire,Portland Schools spend $500K to deem PBJ sandwiches racist.,"diversity,education"
half-true,"Says these Jersey Shore folks, theyre from New York.",pop-culture
true,Says Kelly Ayotte voted again yesterday against a proposal to expand background checks -- (buyers) can continue to simply go online or to gun shows to purchase guns without background checks.,"guns,voting-record"
true,I get the most money from active duty officers and military personnel.,ethics
false,"Terry McAuliffe cashed in, walking away with millions from the demise of Global Crossing.","candidates-biography,wealth"
false,Phoenix is the kidnapping capital of the Western Hemisphere.,"crime,immigration"
pants-fire,Statistics show you are about nine times more likely to be assaulted by a taxi driver in Austin than a driver for a ride-hailing service.,"crime,transportation"
mostly-true,"While in the Illinois Senate, Barack Obama passed legislation moving people ""from welfare to jobs.""","poverty,workers"
false,Gov. Terry McAuliffe has made several statements that he would love to be in a Cabinet secretary position with the Clinton administration.,elections
barely-true,Very little of (the defense) budget less than 10 percent actually goes into fighting ISIS and international terrorism.,"federal-budget,military"
true,Says the U.S. Department of Homeland Security must report to about 100 congressional committees and subcommittees.,"homeland-security,terrorism"
true,Says Gary Farmers claim that he received an A from the NRA is an absolute lie.,guns
barely-true,Independent groups behind ads attacking Democratic candidates are front groups for foreign-controlled companies.,"campaign-finance,abc-news-week"
barely-true,Says Donald Trump supports an agenda out there to privatize the Veterans Affairshealth care system.,"health-care,veterans"
true,"Marco Rubio spent $400K of your tax dollars remodeling offices, and building a members-only lounge.",candidates-biography
false,There are places in America that are among the most dangerous in the world. You go to places like Oakland. Or Ferguson. The crime numbers are worse. Seriously.,crime
false,President Obamas lawsuit claims it is unconstitutional for Ohio to allow servicemen and women extended early voting privileges during the states early voting period.,elections
true,I'm the only Republican who has gotten endorsements in this presidential race from major labor unions...,elections
half-true,Says former Miami-Dade Mayor Carlos Alvarez and current mayoral candidate Carlos Gimenez both drove fancy European cars at taxpayer expense.,candidates-biography
false,On fundraising for super PACs,"candidates-biography,elections"
mostly-true,The Nordic countries are some of the few countries that meet development aid goals.,foreign-policy
false,Sen. Barbara Boxer voted against immigration reform to permit (Hispanic immigrants) people to come here legally to work.,"immigration,message-machine"
barely-true,Senator Obama has the most liberal voting record in the United States Senate.,candidates-biography
mostly-true,Says Mary Burkes Madison school district will be the only school district left in the state to ignore the (Act 10) law in the 2015-16 school year.,"unions,workers"
false,"On average, each U.S. military working dog saves the lives of between 150 and 200 servicemen and women over the span of his career.","animals,military"
mostly-true,"Had the online change of address been in place in 2008 an estimated 130,000 voters who cast provisional ballots could have changed their address online and voted a regular ballot.",elections
true,"After the shootings of Dallas policemen, nearly 500 people applied in just 12 days.","public-safety,public-service"
mostly-true,I have a very conservative voting record.,"candidates-biography,voting-record"
false,"Ive gotten to see the commercials that they did on you. And Ive gotten to see some of the most vicious commercials Ive ever seen of Michelle Obama talking about you, Hillary.",candidates-biography
barely-true,More 25- to 34-year-olds are moving to Austin than any other city in America.,"census,population"
mostly-true,"For anybody whos trying to cross the street and has seen those signs that say you have to stop when pedestrians are in the crosswalk, that was a bill that I passed.","florida,states"
true,Polls show that 96 percent of New Jerseyans and 95 percent of gun households in the state support expanding background checks to keep guns away from those who shouldnt have them.,guns
mostly-true,No other country has a constitutional right like the Second Amendment.,"guns,legal-issues"
half-true,Van Jones signed a petition indicating he thinks the Bush administration blew up the World Trade Center and covered it up.,"pundits,terrorism"
pants-fire,"Because the EPA closed a lead smelter in Missouri, all lead for bullets will have to come from overseas!","environment,guns"
mostly-true,"After they bought GST Steel, Mitt Romney and his partners loaded it with debt, closed the Kansas City plant and walked away with a healthy profit, leaving hundreds of employees out of work with their pensions in jeopardy.","candidates-biography,message-machine-2012"
false,"You have 200,000 to 400,000 military veterans on the street in this country on any given day.","housing,veterans"
false,The New York Times writes this long story about Donald Trumps tax returns but didnt point out there was no wrongdoing until paragraph 18.,"candidates-biography,taxes"
mostly-true,SaysJeb Bush significantly cut early voting prior to the 2008 presidential election.,elections
false,"Says Mexico doesnt have birthright citizenship, and Americans are the only ones to have it.",immigration
false,Richmond is the most vegan-friendly city.,"pop-culture,recreation"
true,"Senator Obama's relatives and friends say he has been talking about running for president for at least the last 15 years, a campaign spokesman said.",candidates-biography
false,President Obama has never received a paycheck from a profitmaking business in his entire life.,"candidates-biography,pundits"
mostly-true,91% of suspected terrorists who attempted to buy guns in America walked away with the weapon they wanted.,"guns,homeland-security"
false,Labor union president Andy Stern is the most frequent visitor at the White House.,"ethics,pundits"
true,We now do have evidence that Donald Trump is being used as a recruiting tool for terrorists.,"history,terrorism"
half-true,... study after study has shown that the death penalty deters murders.,crime
half-true,An attack on a healthy 22-year-old homosexual man would be more protected under the law than an attack on an eight-year-old child.,gays-and-lesbians
true,"During Lyndon B. Johnsons first 20 years in Congress, he opposed every civil rights measure that came up for a vote.","civil-rights,history"
pants-fire,"Two years ago, the longest serving leader of the California republic, Jerry Brown, boldly declared in China that California is a separate nation.",elections
pants-fire,How is a misogynist bigot of epic proportions (like U.S. Rep. Steven Smith) allowed to serve?,"congress,states"
barely-true,"Barack Obama, right now, No. 1, over seven years has dramatically degraded our military.","federal-budget,military"
barely-true,I argued for years that we need to move from a 'Musharraf policy' to a 'Pakistan policy.' ,foreign-policy
pants-fire,"I watched in Jersey City, N.J., where thousands and thousands of people were cheering as the World Trade Center collapsed.",terrorism
half-true,"On a single night in January 2015, state and local planning agencies in Rhode Island reported the following estimates of homelessness 107 veterans were homeless.",housing
mostly-true,Shaheen votes with Obama 99 percent of the time.,"bipartisanship,voting-record"
pants-fire,Says Bill White is refusing to debate.,elections
half-true,"More than 80 percent of Georgians dont support legislation to ease gun restrictions in houses of worship, in bars and on campuses.",guns
true,Says Rick Perry provided in-state tuition... for illegal immigrants.,"education,immigration"
pants-fire,Says there were over 600 reports of Texas votes for Donald Trump in the states 2016 Republican primary virtually all getting tallied for Marco Rubio.,elections
