label	statement	subjects
false	Says that in 2007 Oregon ranked 25th - or 7th from the bottom - in percentage of children with untreated decay compared to 32 other states with similar data .	children,public-health
mostly-true	Says that as a Supreme Court justice Greg Abbott found that a company whose vacuum cleaners were sold door to door had no responsibility in the hiring of a salesman who raped a customer .	candidates-biography,crime,criminal-justice,legal-issues
mostly-true	The original compromise for the Confederate battle flag in South Carolina was to put it on the back side of the statehouse out of public view so it would not have any appearance of sovereignty .	diversity,history,states
mostly-true	The nine-day deer hunt contributes more than $1.3 billion in revenue to the state of Wisconsin .	economy,guns,sports
mostly-true	Weve now gained private sector jobs 12 months in a row .	economy,job-accomplishments,jobs
mostly-true	George Bush sent people to war without body armor .	iraq
mostly-true	Says Jeff Brandes voted to allow state-run Citizens Property Insurance to dump policies onto out-of-state unregulated private companies .	housing
barely-true	Ch Guevara wrote extensively about the superiority of white Europeans over people of African descent .	diversity,history
mostly-true	From 1947 to 1979 family incomes for rich middle-income and poor Americans grew about the same rate . But since 1979 incomes for rich families have grown much faster .	families,income,labor,workers
pants-fire	Hitler abolished unions and thats what Wisconsin Gov . Scott Walker is doing today .	labor,state-budget
false	Says Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact .	congress,foreign-policy
pants-fire	Page 92 of the House health care bill says specifically that people can t purchase private health insurance after a date certain .	health-care
half-true	Republicans went out of the way to praise (Eric) Holders nomination . . Not a single Republican senator opposed Eric Holders nomination .	legal-issues
barely-true	We actually have not required in this law that you carry health insurance .	health-care
pants-fire	States still face a mandate to expand Medicaid coverage under President Obamas health care reform law .	health-care
barely-true	SaysTom Cotton voted against preparing America for pandemics like Ebola .	ebola,message-machine-2014,public-health,voting-record
barely-true	Since President Obama took full control of Washington every single day more than 1500 of our jobs have been lost .	economy,jobs,message-machine-2012
pants-fire	Says Nancy Pelosi said Waiting long hours in the emergency room will allow you to make new friends	health-care
mostly-true	The DREAM Act was written by members of both parties . When it came up for a vote a year and a half ago Republicans in Congress blocked it . The bill hadnt changed . . The only thing that had changed was politics .	immigration
barely-true	Says former state Sen . Kelli Ward wanted to ban our intelligence agencies from operating in Arizona .	homeland-security
half-true	70000 three-year-olds and four-year-olds across America will lose access to the preschool Head Start program . . 2000 in the state of Florida alone .	children,education,federal-budget,poverty
barely-true	Betty Sutton and her fellow Democrats went on a spending spree and now their credit card is maxed out .	deficit,federal-budget
false	Muslims attempted to establish the first Islamic Sharia court inside the United States in the town of Irving Texas .	legal-issues,religion
pants-fire	Since January 2008 the private sector has lost nearly 8 million jobs while local state and federal governments added 590000 .	federal-budget,workers
mostly-true	Of the 10000 Rhode Island children in charter school lotteries for the fall more than 70 percent are poor . In addition a majority of them are students of color .	children,diversity,education
false	Yes this would be the same congressman (Rep . Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq .	military,pundits
mostly-true	Says the federal government could save $175587 by eliminating a study of the connection between cocaine and risky sex habits of the Japanese quail .	drugs,federal-budget,health-care,sexuality
false	On the Cuba embargo .	congress,florida,foreign-policy,trade
false	Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students .	debt,education,federal-budget,taxes
mostly-true	Obamas position on nuclear arms is a march toward global zero .	foreign-policy,nuclear
mostly-true	Once people become citizens under the DREAM Act and turn 21 they can sponsor their illegal immigrant parents for legalization .	immigration
false	Says Wisconsin Manufacturers Commerces own 2014 survey revealed that just 15 percent of business executive respondents were in favor of Right-To-Work legislation .	labor,workers
barely-true	The Capitol Police force is going so far as to use paramilitary equipment in dealing with singing protesters in Madison	criminal-justice
pants-fire	Tens of thousands of fraudulent Clinton votes found in Ohio warehouse .	elections
false	When it comes to protesters in Madison almost all are now from outside of Wisconsin .	labor,state-budget
true	Says Democratic runoff opponent Grady Yarbrough twice previously ran statewide as a Republican .	bipartisanship,candidates-biography
half-true	Says U.S. Rep . John Barrow left taxpayers on the hook for $950k study on genetic makeup of ants .	stimulus,voting-record
mostly-true	President Obamas recent plan to cut $100 million of waste within his administration wont actually save money because hes going to spend it elsewhere .	deficit,federal-budget
true	The estimated savings of this (debt ceiling) deal only pay for half of the cost of extending all of the Bush-era tax cuts for another decade .	deficit,federal-budget
pants-fire	As Florida secretary of state Kurt Browning allowed 1800 illegal voters to register in Florida .	elections,immigration,message-machine-2012
barely-true	The only budget Ted Cruz ever voted for in his time in the Senate is a budget that cut defense spending by more than Barack Obama proposes we cut it .	federal-budget,military
false	Rural schools enroll 40 percent of American children but receive only 22 percent of federal education funding .	education
mostly-true	Based on the August 2012 national jobs numbers for every person who got a job nearly four people stopped looking for a job .	jobs
false	On repealing the 17th Amendment	debates,elections,states
half-true	More than 90 percent of the gains have gone to the top 1 percent .	economy,poverty
pants-fire	An aide acted on his own and was not representing the Thompson campaign when he sent an email criticizing the sexual orientation of U.S. Senate candidate Tammy Baldwin .	elections
mostly-true	On immigration what reports say President Barack Obama plans to do is roughly on the same scale as what President George H.W. Bush did .	immigration
half-true	Since 2013 alone the Obama administration has allowed 300000 criminal aliens to return back into United States communities . These are individuals encountered or identified by (Immigration and Customs Enforcement) but who were not detained or processed for deportation because it wouldnt have been politically correct .	crime,criminal-justice,homeland-security,immigration
mostly-true	Shirley Sherrod was forced to resign before anybody on Fox said a word about this .	agriculture,diversity,pundits,abc-news-week
half-true	That 3.5 percent (increase in the third quarter GDP) came from two things government spending on Cash for Clunkers they just moved fourth-quarter auto sales into the third quarter and the first-time home buyer thing .	economy,pundits,stimulus
barely-true	Were $15 trillion now in debt with a president thats racked up as much debt as almost all of the other presidents combined .	deficit,federal-budget,history
true	Twenty-two million jobs were created during Clintons two terms but only 3 million during Bushs .	bush-administration,economy
barely-true	In the New York 9th District there is a large number of people who went to the polls tonight who didnt support the president to begin with and dont support Democrats - and its nothing more than that .	elections
true	A government shutdown could disrupt . veterans benefits .	federal-budget,government-efficiency,military,veterans
true	A family of four can make up to $88000 a year and still get a subsidy for health insurance under the new federal health care law .	health-care
half-true	An economic impact study found that for every $1 invested in pre-K in Pennsylvania a total of $1.79 is generated in total spending within the state .	education
half-true	Last year it was discovered that Rhode Islands public employees ranked 4th in average pay while the private sector ranked 23rd .	economy,labor,workers
barely-true	Says Will Hurd said a border-long U.S . Mexico wall absolutely makes sense .	homeland-security,immigration
true	Says state workers have not had across-the-board raises in six years .	state-budget
true	When I was in college we used to take a popcorn popper . . . and we would fry squirrel .	candidates-biography
true	Ronald Reagan raised taxes in 1982 1984 1985 1986 and 1987 .	deficit,taxes
true	Says Sen . Rand Paul R-Ky . has stated that supporting the right to health care . means you believe in slavery .	health-care
barely-true	Says Bernie Sanders health care plan would empower Republicangovernors to take away Medicaidto take away health insurance for low-income and middle-income working Americans .	health-care
pants-fire	In 2006 Planned Parenthood performed more prevention services and cancer screenings than abortions but in 2013 there were more abortions .	abortion,women
half-true	A proposed amendment allows a teenager to get a recommendation for medical marijuana without the consent of a parent .	health-care,marijuana
barely-true	Says nothing in Obamas $3.7 billion request to address the child immigrant situation actually secures the border .	corrections-and-updates,federal-budget,immigration
true	Pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a pre-existing condition .	health-care
true	If youre earning under $100000 a year and you commute to New York every day you pay more to the Port Authority in tolls than you pay to the state of New Jersey in income tax .	income,taxes,transportation
half-true	In Chile they have 72 percent of the GDP in savings .	social-security
true	There are 850000 Ohio jobs tied to the auto industry .	economy,elections,jobs
pants-fire	The Mexican government forces many bad people into our country .	foreign-policy,immigration
half-true	A sitting sheriff cannot be charged except by a warrant issued by a Superior Court judge .	crime,legal-issues
mostly-true	Since 1999 all Virginia Lottery profits have been used for public education in the Commonwealth for kindergarten through 12th grade .	education,state-budget
mostly-true	Says House Republicans rejected a straightforward measure that would prevent members of Congress and the president from being paid during a government shutdown .	ethics,federal-budget,voting-record,workers
false	Governor Christie also remains the only Governor since World War II among both Democrats and Republicans who failed to have his party win control of at least one legislative body over the course of his term .	elections
false	Sixty-percent of the state retirees . dont get Social Security .	corrections-and-updates,labor,public-service,retirement,social-security,state-finances,workers
pants-fire	Over 73% of all donations raised (from the ALS Ice Bucket Challenge) are going to fundraising overhead executive salaries and external donations .	disability,health-care
true	If you go strictly by the numbers crime is down across the board . Last year we had a 10 percent decrease in the most serious crimes .	crime
mostly-true	Sunday liquor sales could generate $3.4 million to $4.8 million a year in additional sales tax revenue for Georgia .	Alcohol
mostly-true	Says the 2010-11 New Hampshire budget ended with an $18 million surplus while the Republican-led 2012-13 budget has a $40 million deficit .	state-budget
barely-true	Says Barack Obama was silent on Iran when the students took to the streets in Tehran and the people there protested (and) the Green Revolution occurred .	debates,foreign-policy
mostly-true	No candidate has run more negative ads in American history than Barack Obama did in 2008 especially in the general .	campaign-finance,candidates-biography
pants-fire	Inner-city crime is reaching record levels .	crime,criminal-justice,diversity
mostly-true	The right-to-work states have much lower level of unemployment than the union states do .	economy,labor,pundits,workers
barely-true	Oklahomas Republican Gov . Mary Fallin signed a new law which makes you pay a special fee . It will essentially fine people for the crime of using solar power .	energy,environment
false	Tampa mayoral opponent Bob Buckhorn supported forcing police officers to keep their guns locked in the trunks of their cruisers .	candidates-biography
false	Millions could lose their health care coverage and be forced into a government pool under the new health care law .	health-care
true	A Texas police department bought an ad telling drug dealers We can take your competition off the streets for FREE .	crime,criminal-justice,drugs,legal-issues
false	Only a few months ago the FBI arrested three Broward County Commissioners for accepting millions of dollars in trade for illegal favors .	crime
barely-true	Our unemployment rate has been higher than 8 percent for more than two-and-a-half years far above what the Obama Administration promised with the stimulus .	economy,jobs,stimulus
mostly-true	Thanks in part to our all-of-the-above strategy for American energy the United States generates more natural gas than anybody .	energy
true	State law says that once the state appraises a piece of property they can only pay it a certain amount above appraisal .	city-government,corrections-and-updates,sports
pants-fire	Ted Cruz helps run two national organizations that have been leading the push to give amnesty to illegal immigrants .	immigration
mostly-true	Says Chris Christie created this new category where you could get laid off and just be totally denied unemployment benefits forever .	jobs
mostly-true	Thanks to our reforms the average family will have an extra $322 to spend .	state-budget,taxes
true	Measles is one of the most common causes of child blindness worldwide .	health-care,public-health
true	When oil and gas prices sent state revenues up Palin sent a large share of that revenue directly back to the people of Alaska .	taxes
barely-true	Says he was the only Republican candidate at a prior debate who said lower-income workers were being hurt by the economy .	economy
mostly-true	Says Hillary Clintons top 10 donors are mainly banks corporations and media while Bernie Sanders top 10 donors are labor unions .	campaign-finance
false	Portland Community College serves more students than all of the states universities combined .	education
half-true	If we dont spend money on a pier then that money does wipe into the general funds of the city or the county and if you send it to the county you never see it again .	taxes
pants-fire	Obamacare is . . . the largest tax increase in the history of the world .	health-care,pundits
mostly-true	Republican candidate for governor Allan Fung donated to Democrats like Congressman David Cicilline disgraced (House) speaker Gordon Fox and even Mr . Obamacare Harry Reid .	bipartisanship,campaign-finance,candidates-biography,debates
pants-fire	Says Barack Obama founded ISIS . I would say the co-founder would be crooked Hillary Clinton .	foreign-policy,terrorism
mostly-true	More than 70000 job openings are listed on a state jobs website .	economy,jobs,workers
true	When the United States invaded Iraq Saddam Hussein wanted to acquire weapons of mass destruction and he said so himself after his capture .	iraq
barely-true	When asked about bills in Congress important to the North Country Derrick responded I just dont know enough about it .	health-care
pants-fire	Except for Virginia the other 49 states keep raising their gas tax .	states,taxes,transportation
barely-true	Says 70000 children have lost their Head Start slots because of the sequester .	children,education,federal-budget,poverty
false	On disaster aid offsets	deficit,federal-budget,weather
mostly-true	(Strickland) raised taxes last year to the tune of $840 million .	taxes
false	Sarah Palin has more experience than Barack Obama .	candidates-biography
half-true	A golf course closes somewhere in America every 48 hours .	sports
true	If you rent a U-Haul to move your company it costs twice as much to go from San Francisco to Austin than the other way around because you cant find enough trucks to flee the Golden State .	economy,states,tourism,transportation
false	The Congressional Budget Office has already doubled its estimate for the cost (of Obamacare) so far from roughly $800 billion to $1.7 trillion .	deficit,federal-budget,health-care,taxes
false	Oregons three largest employers and 13 of the top 25 are health care providers .	economy,health-care
barely-true	We get 30 percent of our oil from the Gulf (of Mexico).	energy,oil-spill
false	The Department of Energys Billion Ton Study has shown that wind and solar energy combined could at best provide only 5 percent of our total energy needs .	energy
true	Says the U.S. Constitution provides for just compensation when land is taken under eminent domain .	history,legal-issues,message-machine,supreme-court
false	Says Mitt Romneys campaign has already spent more on negative ads than John McCain did during his entire presidential run .	campaign-finance,candidates-biography
false	As we near the 10th anniversary of the 9/11 terrorist attacks we should not forget that some of the hijackers used New Jersey drivers licenses to board those aircraft .	terrorism,transportation
true	For every $10000 invested in business incubators up to nearly 70 local jobs are generated .	economy,jobs
pants-fire	Although the governor doubled the beach fees . . . all the money as we found out is all going to an out-of-state company . The state isnt even getting the money for that .	economy,environment,history,pundits,recreation,state-budget,state-finances,tourism
false	Three presidents in the last century Harding Kennedy and Reagan all cut taxes during recessions and produced rapid and dramatic economic recoveries while two Herbert Hoover and Barack Obama did the opposite .	economy,federal-budget,history,taxes
half-true	The Congressional Budget Office analysis of the health insurance reform legislation says the bill cuts the deficit by $1.2 trillion in the second 10 years .	federal-budget,health-care
barely-true	Says John Barrow voted with Obama 85 percent of the time .	voting-record
half-true	Studies show that people that are on welfare are higher users of drugs than people not on welfare .	drugs,marijuana,poverty
true	The income of the top 1 percent nearly quadrupled from 1979 to 2007 but the typical familys incomes barely budged .	economy,income
true	John McCain has voted with George Bush 90 percent of the time .	bush-administration
mostly-true	Says he and Bernie Sanders have very similar views on trade	china,economy,labor,trade,workers
half-true	On (Rob Portmans) watch as Bushs trade czar our deficit with China exploded and as Bushs budget chief Portman oversaw a spending spree that doubled the deficit .	federal-budget,foreign-policy,history,message-machine,trade
pants-fire	Sens . Mark Warner and Tim Kaine voted to let the U.N. take OUR guns .	guns,voting-record
barely-true	In just six years Georgia has dropped from first in the nation from a business-friendly legal climate to 24th .	economy,legal-issues,market-regulation
half-true	6.4 million more Americans living in poverty under President Obama .	economy,poverty
half-true	Hillary Clinton is willing to have workers wages garnisheed if they refuse to buy health insurance .	health-care,workers
half-true	We have less crime in the (Rio Grande) Valley than we do in other major Texas cities .	crime,criminal-justice,immigration
false	Says In the last four years weve cut $36 million in ongoing revenue .	city-budget,city-government
true	Financial conflict-of-interest laws dont apply to the president right So the president doesnt have to have a blind trust .	campaign-finance,ethics
barely-true	Says nearly 1 million people are coming to town in the next 20 years .	population
half-true	The House health care bill pays for about six years of program with a decade of revenue with the heaviest costs concentrated in the second five years .	federal-budget,health-care
false	It s just outrageous that under President Bush the National Institutes of Health have been basically decreased in funding .	bush-administration
false	Kathryn Starkey joined forces with liberal Democrats on a historic sales tax hike .	candidates-biography,environment,taxes
half-true	Prices are going up . Unemployment is continuing to go up .	economy,jobs
barely-true	Says Texas has the nations most uninsured residents .	health-care
mostly-true	We are 49th in the nation for our graduation rate	education
mostly-true	Welcome to the most city in	census,city-government,population
barely-true	The White House has three staff calligraphers making between $86000 and $97000 each and just one National Security Director . She makes $55000 .	federal-budget,homeland-security,pundits
false	Says Maggie Hassan is the only female governor in the country .	states,women
false	Thomas Paine wrote that the duty of a patriot is to protect his country from his government .	history,patriotism
mostly-true	Weve dedicated more money from (Washington Countys) transportation budget to bike and ped projects under my watch than at any time in the history of Washington County .	transportation
true	The radiation coming from the new TSA body scanners is equivalent to about three minutes worth of air travel by anybody say at 30000 feet .	homeland-security,science,transportation
barely-true	If Fox News presidential debate rules had been in place during the1992 electionBill Clinton wouldnt have beenon the stage .	polls
false	U.S. Senate candidate Todd Akin was partly right that a womans body has a way of shutting down so that a pregnancy doesnt occur if shes raped .	abortion
mostly-true	The American Academy of Pediatrics supports banning guns .	children,guns
barely-true	Barbara Boxer voted to cut spending on Medicare benefits by $500 billion cuts so costly to hospitals and nursing homes that they could stop taking Medicare altogether .	health-care,medicare,message-machine,retirement
pants-fire	Global warming is a hoax .	climate-change,energy,environment
barely-true	Says that we brought CHI Manufacturing that had business in China back to Texas .	economy,job-accomplishments,jobs
mostly-true	This year the Blackstone Valley Mayoral Academy became the first public school in Rhode Island history to have 100 percent of its elementary-age students proficient in reading on state assessments .	children,education
barely-true	The cap-and-trade bill will mean 2 million jobs lost .	cap-and-trade,climate-change,energy,environment
false	The new health care law crushes small businesses with billions in penalties .	health-care,message-machine,small-business
false	"The fact is that although we have had a president who is opposed to abortion over the last eight years abortions have not gone down . abortion	barack-obama	President	Illinois	democrat	70	71	160	163	9	a TV interview with megachurch pastor Rick Warren in Lake Forest Calif . 2724.json	true	Most of the jobs that we lost were lost before the economic policies we put in place had any effect . economyjob-accomplishmentsjobsstimulus	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview on The Daily Show with Jon Stewart"	
mostly-true	Europe and U.S. households waste 15 times more food than a person in Africa .	food
barely-true	Says of a failed cloture vote on nominating Chuck Hagel for defense secretary : This is not a filibuster .	congress,congressional-rules
true	Says every school will be negatively impacted if Education Stability Fund is not tapped .	education,state-budget
half-true	Virginia ranked 35th in job creation in 2009 under Gov . Tim Kaine and moved up to third for 2010 while McDonnell has been in office .	jobs
false	I was the first member of Congress to call him (Barack Obama) a socialist .	job-accomplishments
half-true	Part of the increase in the cost (of higher education) has been because state support has dropped . We now spend under Governor Walker more on corrections than we do on higher education .	criminal-justice,education,state-budget
true	We send a billion dollars to foreign countries every day because of our addiction to foreign oil .	energy
half-true	Since I came into office we have increased the VA budget by 85 percent .	federal-budget,veterans
half-true	Sotomayor thinks that ones sex race and ethnicity ought to affect the decisions one renders from the bench .	sotomayor-nomination,supreme-court
false	South Korea doesnt pay the United States for U.S. troops that protect their country .	federal-budget,foreign-policy,military
mostly-true	While in the Illinois Senate Barack Obama passed tax cuts for hard-working families .	taxes
half-true	Every one of the mass shootings except two in America since 1950 have been in gun-free zones .	corrections-and-updates,guns
false	Says U.S. is giving seven Alaskan islands to Russia .	foreign-policy
barely-true	Says Rick Scott raised property taxes .	education,state-budget,taxes
half-true	Mitt Romney said we should let foreclosures hit the bottom .	housing
true	Says the military accounts for about 10 percent of Floridas economy .	economy,military
barely-true	Theres a section in the Constitution called the Emoluments Clause that says no one nor their spouses can take money from foreigners . (Hillary Clinton) has to be guilty of 70 or 100 counts just on that one charge .	criminal-justice,elections,foreign-policy
half-true	The woman named Wisconsins 2010 outstanding teacher of the year was laid off by the Milwaukee Public Schools that year under seniority and tenure rules that were eliminated by his Act 10 changes .	labor
false	Medicaid expansion could cost the Commonwealth of Virginia over $1 billion a year .	medicaid,state-budget
false	The Islamic State is so small it couldnt fill a DoubleAballpark in Charleston W. Va .	terrorism
false	There is no evidence that poor people abuse drugs more frequently than any other socio-economic group .	drugs,marijuana,poverty
true	Wisconsin is in the Midwest for personal income growth over the year .	economy,income,jobs
false	The Democrats health care bills would provide free health care for illegal immigrants .	health-care,immigration
false	[If] you apply for a job the chances are 1 in 7 that you are going to be denied that job unfairly if everybody is forced to use E-Verify .	economy,immigration,jobs,labor
true	Some politicians want to put new taxes on a lot of groceries .	taxes
false	Says she never received nor sent any material that was marked classified on her private email server whilesecretary of state .	corrections-and-updates,ethics,foreign-policy,technology
half-true	The United States won every major battle of the Vietnam War . Every single one .	history,military,veterans
false	When I was growing up as a kid in the city of Milwaukee if we averaged 4 homicides a year in the entire city that was a record number .	crime,guns
barely-true	Says gas costs $4.50 a gallon .	energy,gas-prices
true	My opponent on day one of this campaign attacked me on Medicare and Medicare Advantage and that claim was found to be False .	medicare,message-machine-2012,campaign-advertising
half-true	Al Franken said almost exactly what Trump said about John McCains military record .	military,patriotism
half-true	Veterans unemployment is actually now lower than (the) general population . It was higher when I came into office .	economy,jobs,veterans
pants-fire	In recent years Rep . LaTourette has sponsored legislation that would increase spending by 551.6 percent .	federal-budget,voting-record
false	Some city of Atlanta employees have not had raises in eight years .	government-efficiency
mostly-true	Republicans approved 12 times larger tax breaks for people making over 350 grand than for the average middle-class person .	state-budget,taxes
pants-fire	99% of NJ voters do NOT support hunting .	animals,polls
mostly-true	Forty aides who serve President Barack Obama owe $333485 in back taxes .	taxes
false	Says U.S. Senate candidate Tommy Thompson admitted that Washington D.C. changed him into an insider selling his influence to make millions from powerful special interests .	bush-administration,candidates-biography,federal-budget,message-machine-2012
mostly-true	Factories are opening their doors at the fastest pace in almost two decades .	economy
barely-true	In New York City murders are up .	crime
mostly-true	Obama has asked for $932-million in earmarks literally $1-million for every day that hes been in Congress .	federal-budget
mostly-true	Says Ronald Reagan repeatedly talked about how irresponsible it would be to allow the full faith and credit of the United States to be impaired in any kind of way .	deficit,federal-budget,history
half-true	We cut a record $15 billion from our state budget .	message-machine-2012,state-budget
false	Now we have ISIS coming over the (U.S . Mexico) border .	terrorism
false	For every single scientist that tells you (global warming is) happening and that its our fault . I can stack up another group of reports that say just the opposite .	climate-change,environment
half-true	Says 94 percent of Wisconsin employers think the state is heading in the right direction and a majority say they will grow their companies in 2012 .	economy,job-accomplishments,jobs
barely-true	Says Hillary Clintons plan is going to raise taxes and even double your taxes .	economy,income,taxes
false	Millions of Americans are paying more and getting less under Obamacare .	health-care
false	When he took office in 2009 President Barack Obama had the biggest Democratic majorities in Congress since Lyndon Johnson .	history
barely-true	Sen . McCain s economic plan gives nearly $4-billion in tax breaks to the oil companies but doesn t provide any tax relief to more than 100-million middle-class families .	taxes
false	Says Barack Obama is getting his nominees confirmed faster than President (George W.) Bush was at the same time in his second term .	congressional-rules
true	Says Obama promised to cut the deficit in half .	debates,deficit
true	In 2009 Democratic Wisconsin state senators rammed through a billion-dollar tax hike in 24 hours with no public input .	labor,state-budget,taxes
true	90% of Americans want national background checks that close loopholes .	crime,criminal-justice,government-regulation,guns
false	Dozens of artists including Justin Timberlake Jay Z and Rihanna are canceling Florida shows like Stevie Wonder in protest of stand your ground .	crime
barely-true	We have that program where immigrants come here and they have to bring a million dollars in order to get a green card if theyre going to create jobs .	immigration
true	Says Newt Gingrichs contract was with the lobbyists at Freddie Mac .	candidates-biography
barely-true	Privatizing Social Security was a bad idea when George W. Bush proposed it . It s a bad idea today . Sen . McCain s campaign went even further . suggesting . to cut cost-of-living adjustments or to raise the retirement age .	social-security
true	On deporting illegal immigrants .	immigration
false	The countrys bankrupt .	bankruptcy,deficit,federal-budget
half-true	We spend a staggering amount of money on health care over $2-trillion and almost twice as much as any other country per person .	health-care
false	Preventive care saves money .	health-care
false	Says Connie Mack IV co-sponsored a bill to take a third of the Social Security Trust Fund . give it in individual accounts to the senior citizens who then were to invest it in the stock market .	social-security
false	Our National Guard as we saw in the Midwest flooding can t function as effectively as it could . I was talking to National Guard representatives . Fifteen of their 17 helicopters in this region were overseas during the flooding .	iraq
true	Fulton County has successfully reduced the number of pregnancies among 15- to 19-year-olds .	women
half-true	Says the Texas House has a record number of new members joining our ranks .	elections,states
false	Says Democrats cut $35 million from the state budget for Information Technology improvements .	state-budget
false	Austins Pease Elementary is a school that was created as part of the Texas Constitution .	education
false	I was pretty proud of being the only guy on the stage that ever had a job in the private sector .	candidates-biography
half-true	The 30 percent tax rate called for under President Barack Obamas proposed Buffett Rule is lower than the prescribed tax rate for millionaires already - not just for millionaires for people making over $200000 .	taxes
pants-fire	Says U.S. Rep . Ted Yoho said African Americans should only be given three-fifths of a vote .	civil-rights,diversity,florida
false	We dont need a separate (prescription drug) database . Pharmacies already have a database in place .	drugs,health-care,public-health
mostly-true	A small business in my district needed 31 different permits and fees just to be able to expand .	government-regulation,market-regulation
mostly-true	The U.S. Department of Defense spends $80 million a year on prostate cancer research $25 million a year on ovarian cancer research and $150 million a year on breast cancer research .	federal-budget,military
false	FACT : Nothing in forces people out of their health plans .	health-care
true	After J.D. Hayworth was voted out of Congress he became a registered lobbyist who was paid thousands by a Florida corporation to lobby the very committee he used to serve on .	candidates-biography,ethics,message-machine,transparency
barely-true	76 percent of doctors support the use of medical marijuana	marijuana
true	Department of Education officials investigating Virginia Tech shootings have not once gotten into the car and driven down to Blacksburg to talk to the police chief or the university president or to anyone else .	crime,education
half-true	We are dealing with an administration that quite frankly has shown a reluctance to enforce the immigration law .	immigration
true	When Social Security was passed there were all kinds of lawsuits just as there have been in the legal battle over the new health care law .	health-care,history,legal-issues,social-security
false	Says Damascus disincorporation would produce NO significant tax savings .	taxes
false	Scott Walker opposed a plan to help Wisconsin students refinance their student loans .	debt,economy,education,financial-regulation
false	Lee Zeldin missed 2/3rds of Veterans Affairs Hearings	congress,veterans
half-true	I have won more elections than any chairman since 1938 .	campaign-finance,elections
mostly-true	500 percent more traffic here	city-budget,city-government
false	In Arizona there are only one and a half (Border Patrol) agents per every 10 square miles .	immigration
half-true	(McCain) says we can t have . timelines to draw down our troops from Iraq .	iraq
mostly-true	In Wisconsin a woman only earns 80 cents for every $1 a man earns .	economy,income,jobs,women
false	Loranne Ausleys a financial train wreck for taxpayers - pushing gas taxes property taxes taxes on seniors .	message-machine,taxes
barely-true	Grocery prices have risen significantly over the past year or so .	agriculture,economy,history
mostly-true	Sen . Kay Bailey Hutchison s concession speech came with less than 20 percent of the precincts having been counted .	elections
false	I think we came down here (to Florida) one time . but we weren t actively fundraising here .	ethics
false	Canadian-born Ted Cruz has had a double passport .	candidates-biography,immigration,legal-issues
true	Says Holly Turner failed to vote in five straight Republican primaries .	elections
half-true	The White House budget plan will bring domestic discretionary spending to its lowest share of our economy since Dwight Eisenhower was president .	federal-budget
false	The California governor says yes to poisoning more children with mercury and aluminum in vaccines .	autism,public-health,science
mostly-true	Says Donald Trump has outlined policies that read like a Kremlin wish list .	candidates-biography,economy,energy,foreign-policy,history,human-rights,military,trade,transparency
true	Says Congressmen Paul Ryan and Todd Akin co-sponsored legislation to limit federal funding for abortion to victims of forcible rape .	abortion
false	SaysHillary Clinton wants to abolish the Second Amendment .	guns
true	Less than half of the poorest American households have a home Internet subscription .	census,families,income,poverty,wealth
barely-true	Said he is the only Democratic candidate for state attorney general who has represented the entire state of Georgia .	candidates-biography
pants-fire	In 20 years there will be enough Muslim voters in the U.S. to elect the president by themselves .	elections,immigration
true	During the past four years average wages have barely budged .	economy,jobs
pants-fire	Donald Trump Protester Speaks Out : I Was Paid $3500 To Protest Trumps Rally .	fake-news
pants-fire	Says Vladimir Putin said President Obama and his fellow Democrats are either idiots or deliberately trying to destroy their own economy .	economy,foreign-policy
barely-true	McCain supports tax breaks for companies that ship jobs overseas .	taxes
pants-fire	ISIS is running through a border made porous by Barack Obamas policies .	immigration,terrorism
mostly-true	Job losses are so certain under this new cap-and-tax plan that it includes a provision accommodating newly unemployed workers from the resulting dried-up energy sector to the tune of $4.2 billion over eight years . So much for creating jobs .	cap-and-trade,climate-change,economy,energy,environment
true	Says under federal law we do not have any limitation on the number of guns and bullets we can buy .	guns
false	Studies have shown that voter fraud is non-existent in Texas .	crime,elections
mostly-true	Extending current tax rates would average more than $100000 a year to millionaires and even billionaires .	taxes,abc-news-week
mostly-true	Over 22000 unique Internet Protocol addresses - in Wisconsin alone - have downloaded child pornography .	children,crime,job-accomplishments
false	Its factually correct to say that Jennifer Brunner inherited at least 18 lawsuits when she came into the office that were a result of Ken Blackwells mismanagement of the 2004 election .	elections,government-efficiency
pants-fire	The ACLU has filed a suit to end prayer from the military completely .	military,religion
barely-true	Under President (George W.) Bush prosecution of gun crimes was 30 percent higher than it is under President Obama .	bush-administration,crime,guns
false	There are 300000 babies born deformed every year in this country because of women who are alcoholics while they re carrying those children to term .	health-care
mostly-true	Says were losing one voter every 13 minutes .	elections
false	Today we have two Vietnams side by side North and South exchanging and working .	afghanistan,history
barely-true	A data system that goes along with Common Core is designed to collect up to 400 data points on each child which can include personally identifiable data .	education,privacy
pants-fire	Alison Alter got an F in attendance in 2016 as an Austin parks board member and was removed by a unanimous vote of the Austin City Council .	city-government
false	Says he got lobbied by a woman with late-stage cancer about vaccinating Texas girls against a virus that can cause cervical cancer .	health-care,public-health
