label,statement,subjects,superlabel
True,Currently the intelligence community can collect business records on law-abiding Americans who have no connection to terrorism .,"civil-rights,legal-issues,terrorism",politics
True,Even though Chicago has the most stringent gun laws on the books it still has the highest murder rate in the country .,"crime,government-regulation,guns",politics
False,Says Jason Carter has gotten David Axelrod to come down and be his campaign advisor .,elections,politics
True,Kilmartin has helped pass laws to create a witness protection program .,"candidates-biography,crime",politics
True,Says Rep . Renee Ellmers voted for the government shutdown 21 times .,"congress,congressional-rules,health-care",politics
False,Says Barack Obama is the first president to appoint 45 czars to replace elected officials in his office .,elections,politics
False,Nobody is leaving Memphis . Thats a myth .,"census,population,taxes",politics
True,I am very proud that over my almost 30 years of public service I have had no scandals .,"debates,ethics",politics
True,A lot of what (Cubas) survival depends on is Venezuelan oil money which is drying up .,foreign-policy,politics
False,The RI Board of Elections has heard official testimony from Providence residents who claim to have witnessed known illegal aliens voting in local elections .,"elections,immigration",politics
True,Says Obama called Kagan a moderate . He called Sotomayor a moderate .,supreme-court,politics
True,Darryl Hicks had seven ethics violations and didnt pay most of the fines .,ethics,politics
True,The group that organized Texas Muslim Capitol Day in Austin was recently listed as one of 82 organizations designated as a terrorist group by the United Arab Emirates .,"foreign-policy,islam,religion,terrorism",politics
False,Go look at a Trump product . Theyre all made in China .,china,politics
False,This president went before the United Nations and castigated Israel for building settlements . He said nothing about thousands of rockets being rained in on Israel from the Gaza Strip .,"israel,terrorism",politics
True,In its current state this bill is the most restrictive voter ID legislation in the nation .,elections,politics
True,President Obama has the most border patrols and border security deployed at the border of any previous president .,immigration,politics
False,Says as GOP was picking a convention city I recommended Ohio .,elections,politics
True,Washington has incentivized the militarization of local police precincts .,"crime,criminal-justice,homeland-security,military,public-safety,terrorism",politics
True,Congressman Perriello voted in lock step with Nancy Pelosi 90 percent of the time .,voting-record,politics
True,Massachusetts schools are ranked No . 1 of all 50 states .,"debates,education,states",politics
False,But for immigrants we would have a contracting population .,"immigration,population",politics
False,The majority of the people that are coming to Arizona and trespassing are now becoming drug mules .,"immigration,legal-issues,marijuana",politics
True,The U.S. Justice Department has taken on more than 100 voting rights cases since 2009 .,"civil-rights,elections",politics
True,Team Trump has accused Ted Cruz of fraud in Iowa Texas Colorado Oklahoma Louisiana Kansas Maine Utah and Wisconsin .,"crime,elections",politics
False,This years redistricting has been the most open interactive and transparent redistricting process in Tennessee history .,redistricting,politics
True,Under economic sanctions now Iran is suffering 30 percent inflation 20 percent unemployment .,"economy,foreign-policy,pundits",politics
False,Says President Barack Obama is the first president weve ever had who thinks he can choose which laws to enforce and which laws to ignore .,"corrections-and-updates,history,legal-issues,supreme-court",politics
True,Up to 45 percent of illegal immigrants are not people that physically crossed the southern border or northern border . They are visa overstayers .,immigration,politics
False,Charlie Crist worked with Acorn to give felons voting rights .,civil-rights,politics
False,Says Hillary Clintons Iran nuclear deal lined the pockets of the worlds number one state sponsor of terrorism with your money .,"foreign-policy,nuclear,terrorism",politics
False,Obama thinks the national anthem should be I d Like to Teach the World to Sing .,patriotism,politics
True,Right now America has $1.1 trillion of student debt . Thats more than credit card debt .,"debt,education,message-machine-2014",politics
False,When Obama took office the economy of the United States was actually shrinking for the first time in about 70 years .,"economy,history,abc-news-week",politics
False,Says Marco Rubio said that felons should not have their voting rights restored but that convicted felons should be allowed to own guns after they have done their time .,"crime,elections,guns",politics
True,I didnt inherit money from my parents .,"candidates-biography,corrections-and-updates",politics
True,Israel has seen a 90 percent reduction in terrorist attacks that it attributes to building a 500-mile fence .,"foreign-policy,israel,terrorism",politics
True,California has seen a 56 percent decline in the gun murder rate since the 1990s .,"crime,elections,guns",politics
False,Congressman Cicilline when he was the mayor of Providence espoused a sanctuary city .,immigration,politics
True,Says his opponent Dorman Grace brags on his Facebook page about receiving illegal campaign contributions .,"agriculture,campaign-finance,ethics,message-machine",politics
True,More than two-thirds of the aliens the Obama administration has brought to the United States under the presidents Central American Minors program werent actually minors at all .,"homeland-security,immigration",politics
True,Says Chris Abele opponent in Milwaukee County executive race failed to finish 3 separate colleges dropping out all 3 times .,"candidates-biography,education",politics
False,Obama says Iran is a tiny country doesn t pose a serious threat .,foreign-policy,politics
False,Says that Mitt Romney while he was in Arizona said he believes the states SB 1070 immigration law should be the model for national immigration laws .,immigration,politics
False,Toomey crossed party lines to stop gun sales to suspects on the terror watch list .,guns,politics
True,Says hes the only licensed firearms dealer in America running for Congress .,guns,politics
False,On releasing photographs depicting the abuse of prisoners .,"human-rights,legal-issues,terrorism,transparency",politics
False,Says attorney general candidate Jon Richards went so far to say he would only enforce the laws with which he personally agreed .,"elections,ethics,gays-and-lesbians,guns,legal-issues,marriage",politics
False,The pass rate for a high school level test to join the military is 35 to 40 percent .,"education,military",politics
False,Cicilline continues to accept hundreds of thousands of dollars in lobbyist corporate PAC and insider money to fund his campaign .,campaign-finance,politics
False,Says the federal government mandates transexuals (sic) and homosexuals grabbing children in their stranger-danger zones in the name of airport security .,privacy,politics
False,An Obama campaign tactic for rallying voters is to offer them cell phones .,campaign-advertising,politics
True,What is and isnt a Schedule I narcotic is a job for Congress .,"congress,drugs,legal-issues",politics
True,We are now seeing a decrease in violent crime .,crime,politics
True,Israels per capita income is greater than probably three-fourths of the rest of the world .,"economy,foreign-policy,israel",politics
False,For his first interview as president Barack Obama chose Arab TV for an apology .,"foreign-policy,message-machine-2012",politics
True,Obama served on a board with former Weather Underground member William Ayers and that relationship with Mr . Ayers on this board continued after 9/11 .,candidates-biography,politics
True,Says Obama broke his promise to offer a comprehensive immigration bill in his first year .,immigration,politics
False,The media wont publish a real photo of Trayvon Martin with tattoos on his face .,crime,politics
False,Rand Paul supports Obamas negotiations with Iran .,"candidates-biography,foreign-policy,nuclear",politics
True,Police in the United States are allowed to use tear gas even though it has been classified as a chemical weapon and banned in international conflict since 1993 .,"criminal-justice,foreign-policy,legal-issues",politics
False,Under the Iran deal : If Israel attacks Iran were supposed to be on Irans side .,"foreign-policy,israel",politics
False,Nobody suffered any lasting injuries from the CIA interrogation program .,"foreign-policy,terrorism",politics
False,Im not one for name calling .,ethics,politics
False,Says Sen . Pat Toomey even tried to shut down the federal government in order to eliminate funding for Planned Parenthood .,congress,politics
True,During the year Kagan barred military recruiters from Harvard Law School s Office of Career Services military recruiting actually went up .,"gays-and-lesbians,kagan-nomination,military",politics
True,ISIS reaches about 100 million people a day through social media .,"iraq,terrorism",politics
False,In the primary election a right-wing group spent more than $100000000 to support Supreme Court Justice Rebecca Bradley .,campaign-finance,politics
True,Says 99 percent of the time police officers arent charged when they kill young people of color .,"criminal-justice,human-rights",politics
True,Six justices on the U.S. Supreme Court have been confirmed in presidential election years since 1912 .,"history,supreme-court",politics
True,The minimum number of infrastructure (needs) in Atlanta is $900 million .,city-government,politics
False,The truth was revealed there in that report that showed there was no unlawful or unethical activity on my part .,candidates-biography,politics
True,Here are the stats : Per population we kill each other with guns at a rate 297x more than Japan 49x more than France 33x more than Israel .,"crime,criminal-justice,guns",politics
False,Students today take more years to get through college .,education,politics
False,Says Rick Perry flip-flopped on gay marriage by first saying it was a states rights issue and then saying he was in favor of a federal constitutional amendment banning gay marriage .,"civil-rights,gays-and-lesbians,states",politics
False,Congress decision to spend less around the world on embassy security contributed to tragedies like Benghazi .,"congress,federal-budget,foreign-policy",politics
True,The United States is about 100th in voter turnout among the industrialized nations and Texas is near the bottom in terms of voter registration and voter turnout .,elections,politics
True,Theres never been a (U.S. Supreme Court) vacancy in the last I think 30 years lasting longer than 237 days .,"bipartisanship,congress,history,legal-issues,supreme-court",politics
True,Ninety percent of Americans want our background check system strengthened and expanded to cover more gun sales .,"guns,polls",politics
False,Says a picture he posted on Facebook of a man posing in front of five decapitated human heads is one of the subhuman mongrels our president set free .,"iraq,terrorism",politics
False,President Barack Obama ordered our military to enlist illegal aliens .,"immigration,military",politics
True,We have dozens of districts that go for 150 to 200 miles splitting counties splintering cities and connecting areas that have very little in common .,elections,politics
True,I never said I was on the Falkland Islands .,"corrections-and-updates,ethics",politics
False,My state of Florida is now the third-largest state . We have surpassed New York in population .,"census,states",politics
False,Says Barack Obama began his presidency with an apology tour .,"debates,foreign-policy",politics
True,The majority of the Hispanic population and the growth (of the population) is U.S . born .,immigration,politics
True,Says Barack Obamas administration has admitted that money from its Iran nuclear deal would go directly to terrorism .,"china,foreign-policy,nuclear,terrorism",politics
True,When it comes to classified information at the State Department Hillary Clintons the decider .,legal-issues,politics
False,Right now Im polling at about 8 percent against Barack Obama and Mitt Romney .,"elections,polls",politics
False,State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons .,ethics,politics
True,The federal government is making the decision whether we like it or not to send 425 refugees to our state from Syria .,"immigration,terrorism",politics
False,On new dollar coins In God We Trust is gone,patriotism,politics
False,Early voting remains at 96 hours .,elections,politics
True,Says Obama flip-flopped on banning handguns .,guns,politics
True,I remain one of the poorer members of the United States Senate .,candidates-biography,politics
False,On supporting winner of Democratic primary with her superdelegate vote .,"elections,states",politics
True,SaysGOP U.S. Senate candidate Darryl Glenn wants to eliminate the Department of Education and jeopardize college fundingfor 320000 Coloradans .,education,politics
False,The president of the United States will be taking a trip over to India that is expected to cost the taxpayers $200 million a day .,foreign-policy,politics
False,Michael Bennet cast the deciding vote for the stimulus and the health care bill .,"health-care,history,message-machine,stimulus",politics
True,Says that as a Supreme Court justice Greg Abbott found that a company whose vacuum cleaners were sold door to door had no responsibility in the hiring of a salesman who raped a customer .,"candidates-biography,crime,criminal-justice,legal-issues",politics
True,The original compromise for the Confederate battle flag in South Carolina was to put it on the back side of the statehouse out of public view so it would not have any appearance of sovereignty .,"diversity,history,states",politics
True,The nine-day deer hunt contributes more than $1.3 billion in revenue to the state of Wisconsin .,"economy,guns,sports",politics
True,George Bush sent people to war without body armor .,iraq,politics
False,Says Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact .,"congress,foreign-policy",politics
True,Republicans went out of the way to praise (Eric) Holders nomination . . Not a single Republican senator opposed Eric Holders nomination .,legal-issues,politics
True,The DREAM Act was written by members of both parties . When it came up for a vote a year and a half ago Republicans in Congress blocked it . The bill hadnt changed . . The only thing that had changed was politics .,immigration,politics
False,Says former state Sen . Kelli Ward wanted to ban our intelligence agencies from operating in Arizona .,homeland-security,politics
False,Muslims attempted to establish the first Islamic Sharia court inside the United States in the town of Irving Texas .,"legal-issues,religion",politics
False,Yes this would be the same congressman (Rep . Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq .,"military,pundits",politics
False,On the Cuba embargo .,"congress,florida,foreign-policy,trade",politics
True,Once people become citizens under the DREAM Act and turn 21 they can sponsor their illegal immigrant parents for legalization .,immigration,politics
False,The Capitol Police force is going so far as to use paramilitary equipment in dealing with singing protesters in Madison,criminal-justice,politics
False,Tens of thousands of fraudulent Clinton votes found in Ohio warehouse .,elections,politics
True,Says Democratic runoff opponent Grady Yarbrough twice previously ran statewide as a Republican .,"bipartisanship,candidates-biography",politics
False,As Florida secretary of state Kurt Browning allowed 1800 illegal voters to register in Florida .,"elections,immigration,message-machine-2012",politics
False,Rural schools enroll 40 percent of American children but receive only 22 percent of federal education funding .,education,politics
False,On repealing the 17th Amendment,"debates,elections,states",politics
False,An aide acted on his own and was not representing the Thompson campaign when he sent an email criticizing the sexual orientation of U.S. Senate candidate Tammy Baldwin .,elections,politics
True,On immigration what reports say President Barack Obama plans to do is roughly on the same scale as what President George H.W. Bush did .,immigration,politics
True,Since 2013 alone the Obama administration has allowed 300000 criminal aliens to return back into United States communities . These are individuals encountered or identified by (Immigration and Customs Enforcement) but who were not detained or processed for deportation because it wouldnt have been politically correct .,"crime,criminal-justice,homeland-security,immigration",politics
True,Shirley Sherrod was forced to resign before anybody on Fox said a word about this .,"agriculture,diversity,pundits,abc-news-week",politics
False,In the New York 9th District there is a large number of people who went to the polls tonight who didnt support the president to begin with and dont support Democrats - and its nothing more than that .,elections,politics
True,An economic impact study found that for every $1 invested in pre-K in Pennsylvania a total of $1.79 is generated in total spending within the state .,education,politics
False,Says Will Hurd said a border-long U.S . Mexico wall absolutely makes sense .,"homeland-security,immigration",politics
True,When I was in college we used to take a popcorn popper . . . and we would fry squirrel .,candidates-biography,politics
False,Says nothing in Obamas $3.7 billion request to address the child immigrant situation actually secures the border .,"corrections-and-updates,federal-budget,immigration",politics
False,The Mexican government forces many bad people into our country .,"foreign-policy,immigration",politics
True,A sitting sheriff cannot be charged except by a warrant issued by a Superior Court judge .,"crime,legal-issues",politics
False,Governor Christie also remains the only Governor since World War II among both Democrats and Republicans who failed to have his party win control of at least one legislative body over the course of his term .,elections,politics
True,If you go strictly by the numbers crime is down across the board . Last year we had a 10 percent decrease in the most serious crimes .,crime,politics
False,Says Barack Obama was silent on Iran when the students took to the streets in Tehran and the people there protested (and) the Green Revolution occurred .,"debates,foreign-policy",politics
True,No candidate has run more negative ads in American history than Barack Obama did in 2008 especially in the general .,"campaign-finance,candidates-biography",politics
False,Inner-city crime is reaching record levels .,"crime,criminal-justice,diversity",politics
False,Tampa mayoral opponent Bob Buckhorn supported forcing police officers to keep their guns locked in the trunks of their cruisers .,candidates-biography,politics
True,A Texas police department bought an ad telling drug dealers We can take your competition off the streets for FREE .,"crime,criminal-justice,drugs,legal-issues",politics
False,Only a few months ago the FBI arrested three Broward County Commissioners for accepting millions of dollars in trade for illegal favors .,crime,politics
True,State law says that once the state appraises a piece of property they can only pay it a certain amount above appraisal .,"city-government,corrections-and-updates,sports",politics
False,Ted Cruz helps run two national organizations that have been leading the push to give amnesty to illegal immigrants .,immigration,politics
True,Says Hillary Clintons top 10 donors are mainly banks corporations and media while Bernie Sanders top 10 donors are labor unions .,campaign-finance,politics
False,Portland Community College serves more students than all of the states universities combined .,education,politics
True,Republican candidate for governor Allan Fung donated to Democrats like Congressman David Cicilline disgraced (House) speaker Gordon Fox and even Mr . Obamacare Harry Reid .,"bipartisanship,campaign-finance,candidates-biography,debates",politics
False,Says Barack Obama founded ISIS . I would say the co-founder would be crooked Hillary Clinton .,"foreign-policy,terrorism",politics
True,When the United States invaded Iraq Saddam Hussein wanted to acquire weapons of mass destruction and he said so himself after his capture .,iraq,politics
False,Sarah Palin has more experience than Barack Obama .,candidates-biography,politics
True,A golf course closes somewhere in America every 48 hours .,sports,politics
True,Says the U.S. Constitution provides for just compensation when land is taken under eminent domain .,"history,legal-issues,message-machine,supreme-court",politics
False,Says Mitt Romneys campaign has already spent more on negative ads than John McCain did during his entire presidential run .,"campaign-finance,candidates-biography",politics
False,Says John Barrow voted with Obama 85 percent of the time .,voting-record,politics
True,John McCain has voted with George Bush 90 percent of the time .,bush-administration,politics
True,On (Rob Portmans) watch as Bushs trade czar our deficit with China exploded and as Bushs budget chief Portman oversaw a spending spree that doubled the deficit .,"federal-budget,foreign-policy,history,message-machine,trade",politics
False,Sens . Mark Warner and Tim Kaine voted to let the U.N. take OUR guns .,"guns,voting-record",politics
True,We have less crime in the (Rio Grande) Valley than we do in other major Texas cities .,"crime,criminal-justice,immigration",politics
True,Financial conflict-of-interest laws dont apply to the president right So the president doesnt have to have a blind trust .,"campaign-finance,ethics",politics
False,Says nearly 1 million people are coming to town in the next 20 years .,population,politics
False,It s just outrageous that under President Bush the National Institutes of Health have been basically decreased in funding .,bush-administration,politics
True,We are 49th in the nation for our graduation rate,education,politics
True,Welcome to the most city in,"census,city-government,population",politics
False,The White House has three staff calligraphers making between $86000 and $97000 each and just one National Security Director . She makes $55000 .,"federal-budget,homeland-security,pundits",politics
False,Thomas Paine wrote that the duty of a patriot is to protect his country from his government .,"history,patriotism",politics
False,If Fox News presidential debate rules had been in place during the1992 electionBill Clinton wouldnt have beenon the stage .,polls,politics
False,The fact is that although we have had a president who is opposed to abortion over the last eight years abortions have not gone down . abortion	barack-obama	President	Illinois	democrat	70	71	160	163	9	a TV interview with megachurch pastor Rick Warren in Lake Forest Calif . 2724.json	true	Most of the jobs that we lost were lost before the economic policies we put in place had any effect . economyjob-accomplishmentsjobsstimulus	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview on The Daily Show with Jon Stewart,,politics
False,Says of a failed cloture vote on nominating Chuck Hagel for defense secretary : This is not a filibuster .,"congress,congressional-rules",politics
True,Part of the increase in the cost (of higher education) has been because state support has dropped . We now spend under Governor Walker more on corrections than we do on higher education .,"criminal-justice,education,state-budget",politics
True,Sotomayor thinks that ones sex race and ethnicity ought to affect the decisions one renders from the bench .,"sotomayor-nomination,supreme-court",politics
False,South Korea doesnt pay the United States for U.S. troops that protect their country .,"federal-budget,foreign-policy,military",politics
True,Every one of the mass shootings except two in America since 1950 have been in gun-free zones .,"corrections-and-updates,guns",politics
False,Says U.S. is giving seven Alaskan islands to Russia .,foreign-policy,politics
False,Theres a section in the Constitution called the Emoluments Clause that says no one nor their spouses can take money from foreigners . (Hillary Clinton) has to be guilty of 70 or 100 counts just on that one charge .,"criminal-justice,elections,foreign-policy",politics
False,The Islamic State is so small it couldnt fill a DoubleAballpark in Charleston W. Va .,terrorism,politics
False,Says she never received nor sent any material that was marked classified on her private email server whilesecretary of state .,"corrections-and-updates,ethics,foreign-policy,technology",politics
True,The United States won every major battle of the Vietnam War . Every single one .,"history,military,veterans",politics
False,When I was growing up as a kid in the city of Milwaukee if we averaged 4 homicides a year in the entire city that was a record number .,"crime,guns",politics
True,My opponent on day one of this campaign attacked me on Medicare and Medicare Advantage and that claim was found to be False .,"medicare,message-machine-2012,campaign-advertising",politics
True,Al Franken said almost exactly what Trump said about John McCains military record .,"military,patriotism",politics
False,Says U.S. Senate candidate Tommy Thompson admitted that Washington D.C. changed him into an insider selling his influence to make millions from powerful special interests .,"bush-administration,candidates-biography,federal-budget,message-machine-2012",politics
False,In New York City murders are up .,crime,politics
False,Now we have ISIS coming over the (U.S . Mexico) border .,terrorism,politics
False,When he took office in 2009 President Barack Obama had the biggest Democratic majorities in Congress since Lyndon Johnson .,history,politics
False,Says Barack Obama is getting his nominees confirmed faster than President (George W.) Bush was at the same time in his second term .,congressional-rules,politics
True,90% of Americans want national background checks that close loopholes .,"crime,criminal-justice,government-regulation,guns",politics
False,Dozens of artists including Justin Timberlake Jay Z and Rihanna are canceling Florida shows like Stevie Wonder in protest of stand your ground .,crime,politics
False,We have that program where immigrants come here and they have to bring a million dollars in order to get a green card if theyre going to create jobs .,immigration,politics
True,Says Newt Gingrichs contract was with the lobbyists at Freddie Mac .,candidates-biography,politics
True,On deporting illegal immigrants .,immigration,politics
False,Our National Guard as we saw in the Midwest flooding can t function as effectively as it could . I was talking to National Guard representatives . Fifteen of their 17 helicopters in this region were overseas during the flooding .,iraq,politics
True,Says the Texas House has a record number of new members joining our ranks .,"elections,states",politics
False,Austins Pease Elementary is a school that was created as part of the Texas Constitution .,education,politics
False,I was pretty proud of being the only guy on the stage that ever had a job in the private sector .,candidates-biography,politics
False,Says U.S. Rep . Ted Yoho said African Americans should only be given three-fifths of a vote .,"civil-rights,diversity,florida",politics
True,After J.D. Hayworth was voted out of Congress he became a registered lobbyist who was paid thousands by a Florida corporation to lobby the very committee he used to serve on .,"candidates-biography,ethics,message-machine,transparency",politics
True,Department of Education officials investigating Virginia Tech shootings have not once gotten into the car and driven down to Blacksburg to talk to the police chief or the university president or to anyone else .,"crime,education",politics
True,We are dealing with an administration that quite frankly has shown a reluctance to enforce the immigration law .,immigration,politics
True,When Social Security was passed there were all kinds of lawsuits just as there have been in the legal battle over the new health care law .,"health-care,history,legal-issues,social-security",politics
False,Lee Zeldin missed 2/3rds of Veterans Affairs Hearings,"congress,veterans",politics
True,I have won more elections than any chairman since 1938 .,"campaign-finance,elections",politics
False,In Arizona there are only one and a half (Border Patrol) agents per every 10 square miles .,immigration,politics
True,(McCain) says we can t have . timelines to draw down our troops from Iraq .,iraq,politics
True,Sen . Kay Bailey Hutchison s concession speech came with less than 20 percent of the precincts having been counted .,elections,politics
False,I think we came down here (to Florida) one time . but we weren t actively fundraising here .,ethics,politics
False,Canadian-born Ted Cruz has had a double passport .,"candidates-biography,immigration,legal-issues",politics
True,Says Holly Turner failed to vote in five straight Republican primaries .,elections,politics
True,Says Donald Trump has outlined policies that read like a Kremlin wish list .,"candidates-biography,economy,energy,foreign-policy,history,human-rights,military,trade,transparency",politics
False,SaysHillary Clinton wants to abolish the Second Amendment .,guns,politics
False,Said he is the only Democratic candidate for state attorney general who has represented the entire state of Georgia .,candidates-biography,politics
False,In 20 years there will be enough Muslim voters in the U.S. to elect the president by themselves .,"elections,immigration",politics
False,Donald Trump Protester Speaks Out : I Was Paid $3500 To Protest Trumps Rally .,fake-news,politics
False,ISIS is running through a border made porous by Barack Obamas policies .,"immigration,terrorism",politics
True,Says under federal law we do not have any limitation on the number of guns and bullets we can buy .,guns,politics
False,Studies have shown that voter fraud is non-existent in Texas .,"crime,elections",politics
False,The ACLU has filed a suit to end prayer from the military completely .,"military,religion",politics
False,Under President (George W.) Bush prosecution of gun crimes was 30 percent higher than it is under President Obama .,"bush-administration,crime,guns",politics
True,Says were losing one voter every 13 minutes .,elections,politics
False,Today we have two Vietnams side by side North and South exchanging and working .,"afghanistan,history",politics
False,A data system that goes along with Common Core is designed to collect up to 400 data points on each child which can include personally identifiable data .,"education,privacy",politics
False,Alison Alter got an F in attendance in 2016 as an Austin parks board member and was removed by a unanimous vote of the Austin City Council .,city-government,politics
True,Florida shelled out more money for drug testing than it saved by denying welfare benefits to people who tested positive for drugs .,legal-issues,politics
True,Illegal immigration is lower than its been in 40 years .,immigration,politics
True,Ive got a 94 percent career voting record in Congress while Bill Nelson has a 92 percent voting record .,"candidates-biography,voting-record",politics
True,When I was secretary of state I had a very high approval rating .,"candidates-biography,foreign-policy,polls",politics
False,Kesha Rogers is not a Democrat .,"candidates-biography,voting-record",politics
True,Says under Mayor Cory Booker Newark has seen violent crime up five years in a row murder up five years in a row .,crime,politics
True,Americanschools are more segregated than they were in the 1960s .,"civil-rights,education",politics
True,I was filibustered .,"bipartisanship,congressional-rules",politics
True,The Chinese last year probably stole $360 billion inintellectual property from the United States .,"foreign-policy,legal-issues,technology,trade",politics
False,It costs us logistically three times more to fight in Afghanistan than it does in any other place .,"afghanistan,federal-budget,iraq,terrorism",politics
True,Some 500 detainees were released from Guantanamo during the Bush administration .,terrorism,politics
True,Youre more likely to be the victim of a violent crime in Milwaukee than in 96 percent of the country .,"crime,population,public-safety,urban",politics
False,With Rick Scott there are more funds for preschool education .,education,politics
True,Under the Arizona immigration law police are required to check immigration status if someone s lawn is overgrown or if a dog is barking too loudly .,"immigration,legal-issues",politics
False,Says Thomas Jefferson helped craft the Constitution .,history,politics
False,Says the Obama administration plans to reduce the number of beds devoted to holding individuals violating immigration laws and to release hundreds of dangerous criminals into our communities .,"crime,criminal-justice,immigration",politics
True,Florida has the most errors and exonerations from death row .,"legal-issues,supreme-court",politics
False,I was one of the few very few who voted no on the Iran deal .,"congress,congressional-rules,nuclear,voting-record",politics
True,He (Kirk) did violate Pentagon rules twice actually for improperly mingling politics with his military service .,"afghanistan,candidates-biography,iraq,message-machine,military,patriotism",politics
True,Oregon has never before tried to create a land-use plan for what it should look like for 50 years .,urban,politics
True,Says the claim that 40 percent of guns are sold without background checks traces to information gathered before background checks were even required .,guns,politics
False,The White House branded the memorial service for the Tucson shootings with a Together We Thrive logo and slogan .,"ethics,pundits",politics
True,Obama changed the rules in Washington . Gone are the free gifts from lobbyists . Gone are the fancy airplane rides for nothing .,ethics,politics
True,Says JoAnne Kloppenburg has told us she thinks its her job to promote a more equal society .,"candidates-biography,legal-issues,supreme-court",politics
False,President Eisenhower on the night before the Normandy invasion . [wrote a] letter of resignation to the United States Army for the failure of the landings at Normandy .,military,politics
False,Barack Obama has reversed on his commitment to begin withdrawing American troops from Iraq immediately .,iraq,politics
True,Illegal immigration and the crime rate are as low as theyve been in decades .,"crime,history,immigration",politics
False,Between 2008 and 2014 criminal aliens accounted for 38 percentof all murder convictions in the five states of California Texas Arizona Florida and New York .,immigration,politics
True,In President Barack Obamas 2015 State of the Union address the words al-Qaida were never used the first time those words have not been used in a State of the Union address since February 2001 .,"afghanistan,bush-administration,iraq,terrorism",politics
True,Sen . Arlen Specters party switch could end up giving Republicans the ability to filibuster judicial nominees at the Judiciary Committee level so that the nominees never get out of committee .,"legal-issues,pundits",politics
True,Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants .,"education,immigration,states",politics
False,Says Hillary Clinton is proposing to print instant work permits for millions of illegal immigrants to come in and take everybodys jobs including low-income African-Americans .,"education,immigration,technology",politics
False,110 people a day move to Austin .,"city-budget,city-government,population",politics
False,I didnt support Sonia Sotomayor .,"sotomayor-nomination,supreme-court",politics
True,You can look at the propaganda on a lot of the terrorists sites and what Donald Trump saysabout Muslims is used to recruit fighters .,"foreign-policy,religion,terrorism",politics
False,Says Chris Christie was the first governor in America to endorse Mitt Romney .,"candidates-biography,elections",politics
True,Says the U.S. Attorneys Office said that neither I nor my campaign had any idea what was going on regarding my fathers illegal campaign contributions . And thats why they closed this case .,"elections,legal-issues",politics
True,Iowas Republican caucus stopped mattering years ago . It in no way determines the party nominee .,"elections,history",politics
True,In 2008 then-Sen . Barack Obama missed 60 or 70 percent of his votes . In 2004 John Kerry missed close to 60 to 70 percent and Bob Graham missed over 30 percent of his votes .,"candidates-biography,corrections-and-updates,voting-record",politics
True,Says Ted Cruz wanted to let in more Syrian refugees and give amnesty to illegal immigrants .,"candidates-biography,foreign-policy,immigration,terrorism",politics
True,About 3 percent of Gov . Nathan Deals appointments have been African-American .,"civil-rights,public-service",politics
True,Huckabee supported a tuition break to the children of illegals that are here illegally when citizens are having to pay a higher rate .,"education,immigration",politics
True,The Senate Republican education plan is an unfunded mandate for local school districts .,education,politics
True,Obama voted for and even sponsored amendments that were intended to kill the (immigration overhaul) legislation .,immigration,politics
True,I believe Senator Clinton you ve raised more money from those people (the oil and gas industry) than any candidate Democrat or Republican .,ethics,politics
False,After Patrick Murphys charges were dropped Murphys father gave the prosecutor a huge campaign donation .,"campaign-finance,candidates-biography",politics
True,Congressman John Lewis an American hero made allegations that Sarah Palin and I were somehow associated with . the worst chapter in American history . . And Senator Obama you didn t repudiate those remarks .,candidates-biography,politics
True,This week the House of Representatives voted to remove the word lunatic from federal law .,legal-issues,politics
False,Less than 2 percent of illegals are picking crops but 41 percent are on welfare .,immigration,politics
True,Sen . Joe Biden the ranking member of the Foreign Relations Committee recommended partitioning Iraq into three separate entities .,iraq,politics
True,Seventy percent of Missourians support voter photo ID legislation .,"diversity,elections,legal-issues",politics
False,Seniors will see $500 billion in Medicare cuts to fund Obamacare .,"elections,health-care,medicare,message-machine-2012,10-news-tampa-bay",politics
False,Theres only one candidate under investigation - Terry McAuliffe .,ethics,politics
True,Currently there is no one from South Austin on the (Austin City) Council,candidates-biography,politics
False,Says Hillary Clinton will receive her congressional salary until she dies and the Secret Service pays her mortgage .,candidates-biography,politics
True,Sixty percent of the auto thefts that we have in (St . Petersburg) are caused by people leaving their keys in the car .,crime,politics
False,Every signer of the Declaration of Independence had no federal elected office experience .,history,politics
False,All University of Texas student-athletes get an iPad .,"education,sports,technology",politics
True,The extra point is almost automatic . (The NFL) had five missed extra points this year out of 1200 some odd attempts .,sports,politics
False,Says Texas has been waiting for two years for the federal government to act on a proposal to allow the state to create insurance opportunities for those that are uninsured today .,"health-care,states,transparency",politics
True,John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops .,iraq,politics
False,We had a massive landslide victory as you know in the Electoral College .,elections,politics
False,Says President Barack Obama attacked potential terrorist targets in Syria in the middle of the night to minimize terrorist casualties .,"military,terrorism",politics
True,Says the Austin chapter of the League of Women Voters has no Republicans among elected officers or on its debate committee .,bipartisanship,politics
