label,statement,subjects
mostly-true,"When he served as governor, Schwarzenegger preserved more land than any other gubernatorial administration in Californias history.",environment
mostly-true,Says Texas is last in mental health expenditures.,"health-care,pundits"
mostly-true,Says the Obama Administration has fulfilled all of Texas requests for fire management assisting grants.,natural-disasters
mostly-true,Offshore wind power is significantly less expensive than solar energy.,"energy,environment"
mostly-true,"Says $800,000 cost of Texas special legislative session would pay for 1.6 million condoms, 90,000 months of the pill or 20 full-time sexual health educators.",abortion
half-true,Texas agriculture is at 98 percent efficiency in water use and just about maxed out as to what we can do on the conservation end of it.,"agriculture,water"
barely-true,"The federal health care plan ""costs Texas taxpayers $2.4 billion per year.""","health-care,state-budget"
half-true,Medicare has at least $80 billion worth of fraud a year. That's a full 20 percent of every dollar that's spent on Medicare goes to fraud.,"health-care,medicare"
mostly-true,Says(President) Reagans second inaugural was moved inside the Capitol. It was. Because of a terrible snowstorm.,"history,weather"
half-true,There were more people at the Air and Space Museum than at a rally against the health care bills.,"health-care,pundits"
half-true,People for the Ethical Treatment of Animals estimates 200 animals will be spared annually as the result of former President Bill Clinton adopting a vegan diet.,animals
false,We spend almost twice as much per capita on health care as do the people of any other country.,health-care
mostly-true,"For every dollar we invest in Head Start, we get $5 to $7 back into our economy.","children,federal-budget"
false,The health care law reduces the number of uninsured in America by 3 percent for how much money? $2 trillion.,"federal-budget,health-care"
mostly-true,Says Chris Christie vetoed Planned Parenthood funding five times over the course of his governorship.,"abortion,women"
true,"When Sen. Edwards ran in 2004, he wasn't for universal health care. I'm glad he is now.",health-care
barely-true,Says Texas has the most uninsured people of any state -- 6 million.,health-care
false,"Says EPA regulation of greenhouse gases will endanger 575 Texas dairy facilities, 58 swine operations, 1,300 corn farms and 28,000 beef cattle operations.","energy,environment"
mostly-true,Irans defense budget is $30 billion. Our defense budget is closer to $600 billion.,"foreign-policy,nuclear"
true,The mosquito population in South Florida is larger than it is in many other communities in the country.,"environment,public-health"
half-true,Says health insurance premiums will rise under Obamacare.,health-care
mostly-true,People think AIDS is done --its not done.,public-health
mostly-true,"On day one, six people were able to sign up for health insurance through the federal marketplace.",health-care
half-true,Says President Barack Obama made unilateral changes to Obamacare 38 times.,health-care
true,"If we got solar energy from an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year.",environment
barely-true,"Under Ryan plan,those 54 and younger would receive the same kind of healthcare options now enjoyed by members of Congress.","health-care,medicare"
false,The administration has issued rules for $1 abortions in ObamaCare and requires all persons enrolled in insurance plans that include elective abortion coverage to pay an abortion premium.,"abortion,health-care"
true,Teddy Roosevelt first called for (health care) reform nearly a century ago.,health-care
true,On supporting the Supreme Court abortion decision Roe v. Wade,abortion
false,Says Suzanne Bonamici supports the $500 billion cut to Medicare passed last year.,"health-care,medicare"
barely-true,Were losing as many people to heroin and opioid overdoses as we lost to the AIDS epidemic at its peak.,drugs
half-true,Preventive care coverage under the Affordable Care Act has already helped Granite Staters save money and live healthier lives.,health-care
true,She stood by ground zero workers who sacrificed their health after so many sacrificed their lives and kept standing till this administration took action.,health-care
false,"If you're a small business and don't ""adopt the health care plan that Senator Obama mandates, he's going to fine you.""",health-care
false,Under the Baucus bill ... federal funds would subsidize coverage of elective abortions.,"abortion,health-care"
barely-true,Toothpaste contains the poison substance of fluoride.,"public-health,science"
half-true,Said state insurance commissioner candidate Ralph Hudgens fights hard to strip women of life-saving coverage such as mammograms.,"health-care,women"
pants-fire,"Mercury is used in vaccines, and there is no safe level of mercury.",public-health
pants-fire,Theres no wildlife in the Arctic National Wildlife Refuge.,"energy,environment"
true,The costs of cancer and all affiliated issues are over $20 billion a year to this state.,health-care
false,"Health care reform: Everything about it is going to raise costs, raise taxes and lower the quality of health care.",health-care
pants-fire,Said Planned Parenthoods early objective was to help kill black babies before they came into the world.,abortion
true,The Koch brothers are one of the biggest polluters in the country.,environment
half-true,ObamaCare will use your tax dollars to provide free Viagra to convicted rapists and registered sex offenders.,health-care
mostly-true,Every new Republican member of the U.S. Senate said they will vote to repeal and replace Obamacare.,health-care
true,On the Keystone XL pipeline,environment
false,Medicare officials have treated Humana and AARP inconsistently on how they can communicate with seniors.,"health-care,medicare"
half-true,A miscarriage is considered an abortion.,abortion
true,The Iranians are now saying that what were saying the deal is and what they understand it to be are two different things.,"foreign-policy,nuclear"
half-true,Says Rick Santorum funded Planned Parenthood.,"abortion,message-machine-2012"
true,"Before 2005, the percentage of Texas high school students meeting the college readiness standards of the Texas Higher Education Coordinating Board stood at 28% in English and 42% in math. Those figures stood at 65% and 66% in 2013.","children,education"
false,Georgia has a well-deserved reputation for setting the gold standard for food safety.,food-safety
false,Says U.S. Rep. Paul Ryans budget proposal eliminates Medicare in 10 years.,"federal-budget,medicare"
false,About 800 people refused to get a drug screening because they are out there on drugs.,"drugs,welfare"
false,Says Tom Hughes supports paving over thousands of acres with over-development and sprawl.,"environment,housing"
half-true,"Sixty-two percent of all personal bankruptcies are ""caused by medical problems.""","bankruptcy,health-care"
true,The GOP platform that seeks further limits on abortion and is silent on an exception for rape has been there for more than 30 years.,abortion
half-true,Just remember this: the presidents health care bill put 30 million people on health care rolls that werent there before.,health-care
false,Says we are going to sell this house and use the proceeds to stabilize rates.,water
barely-true,"Says 15,000 IRS employees have to be added to administer ObamaCare and look at the tax implications.",health-care
pants-fire,"According to recent reports, a group of death panels organized under Obamacare ordered their first execution.",health-care
barely-true,"According to the CDC, 110 million Americans now have a sexually transmitted illness.","health-care,public-health"
half-true,"Medicare does just as good, if not better, at keeping people healthy as Medicare Advantage.","health-care,medicare"
pants-fire,"The Democratic health care plan is a ""government takeover of our health programs.""",health-care
false,Suicide comes from federal government largesse saying you are not worth anything but you are going to get something for nothing.,"diversity,public-health"
false,The fact that Rick Scott is running for governor as a 'reformer' would be funny if it wasn't so outrageous. This is a man who barely escaped imprisonment.,"candidates-biography,health-care"
false,"For the first time in U.S. history, a personal inaction will be deemed unlawful -- not purchasing a health-insurance plan",health-care
pants-fire,Bicycle ownership drops by half while obesity in Rhode Island rises by 154 percent,public-health
half-true,"For people with insurance, the only impact of the health care law is that their insurance is stronger, better and more secure than it was before. Full stop. Thats it. They dont have to worry about anything else.",health-care
barely-true,Says Donald Trump supports an agenda out there to privatize the Veterans Affairshealth care system.,"health-care,veterans"
barely-true,"All of the records, as far as I know, about what we did with health care, those are already available.",health-care
false,Says the mandate is 71 times that a childs body will be injected with a disease for immunizations.,"children,public-health"
mostly-true,"Twenty percent of our electricity currently comes from nuclear power plants. I think there are 104 in the United States, two of them around the coast in California.","energy,environment"
mostly-true,Fifty percent of the graduating class of the year 2012 will have smoked marijuana or have done illegal drugs.,"drugs,marijuana"
false,"As has been noted by many observers, including Bill Clinton's former secretary of labor, my plan does more than anybody to reduce costs.",health-care
half-true,The public option is not funded with public money. It's funded with private insurance premiums.,"abortion,health-care"
false,"On average, each U.S. military working dog saves the lives of between 150 and 200 servicemen and women over the span of his career.","animals,military"
pants-fire,"Because the EPA closed a lead smelter in Missouri, all lead for bullets will have to come from overseas!","environment,guns"
false,"Donald Trump and Hillary Clinton and Bernie Sanders have the identical position on health care, which is they want to put the government in charge of you and your doctor.",health-care
mostly-true,Because of Barack Obama 32 million new people will have healthcare.,"health-care,message-machine-2012"
false,"An amazing 5,400 jobs were lost in the first 12 months of the (smoking) bans implementation in Ohios hospitality industry alone.",public-health
mostly-true,After Massachusetts passed a mandatory health insurance law their mortality rate went down...it saved lives.,"health-care,medicaid"
false,Wendy Davis opposes any limits on abortion.,abortion
mostly-true,Two-thirds of the top-rated hospitals in Florida were our hospitals.,"health-care,message-machine"
true,"The lifespan of the average American is less than that of people in nations that spend far less (on health care). ... To put it bluntly, we spend more and die sooner.",health-care
mostly-true,In three years we could find close to 50 million gallons per day through a toilet replacement program.,"environment,water"
pants-fire,"No Republicans voted for recent hikes in the income tax, payroll tax, capital gains tax, dividend tax and estate tax. These taxes were all passed under Obamacare.","health-care,taxes"
false,Says Chris Abele has had five years and hes done nothing about the Estabrook Dam.,environment
half-true,Youve got more people wanting to go moose hunting in New Hampshire than want Obamacare.,health-care
false,We have more hospitals that are childrens hospitals than any other state in the union. ,health-care
half-true,Ive never supported legislation that invades peoples choices about contraception.,"abortion,sexuality"
true,Individuals with mental illnesses die an average of 25 years earlier than those without a mental illness.,"health-care,medicaid"
false,Alaskas Prince William Sound is pristine now.,"environment,pundits"
mostly-true,"In 1947, when I was born, there were about 450,000 lions. In the mid-70s, when my kids were born, there were about 100,000. Today, there are less than 30,000.","animals,environment"
mostly-true,"Says Mitt Romney is committed to overturning Roe vs. Wade, and he supports such amendments that define a life as beginning at the moment of conception.","abortion,legal-issues"
half-true,"Says Sierra Club sued him to stop oil and gas activity on Texas coast, but we won and the turtles are fine.","energy,environment"
barely-true,Says North Carolina Republican Senate candidate Thom Tillis called Obamacare a great idea.,health-care
false,"In Oregon, 12,808 people were arrested for marijuana-related crimes in 2012.",marijuana
mostly-true,"The Republican budget plan says that 10 years from now, if youre a 65-year-old whos eligible for Medicare, you should have to pay nearly $6,400 more than you would today.",medicare
true,Central Health is the only hospital district in Texas that spends taxpayer dollars on abortions.,abortion
barely-true,Women who have miscarriages could be investigated by police under legislation supported by Republican state Senate candidate Rick Gudex.,"abortion,message-machine-2012"
half-true,Businesses will be required to certify to the IRS under penalty of perjury that Obamacare was not a motivating factor for cutting staff.,"health-care,jobs"
half-true,The health care bill cuts the deficit by over $1 trillion dollars.,"federal-budget,health-care"
false,"Obama ""only wants your children to have health insurance.""",health-care
true,Says he was the only Republican to vote against creating a House panel to investigate Planned Parenthood.,"abortion,congress"
true,Were No. 1 in child hunger.,children
pants-fire,One. Thats the number of new drilling permits under the Obama administration since they came into office.,"energy,oil-spill"
mostly-true,Says Mitt Romney was director of a company that stole millions from Medicare.,medicare
barely-true,Says Proposition 205 blocks market entry for new marijuana dispensaries.,marijuana
mostly-true,A majority of the American people opposed the health care law when it was signed and still oppose it today.,health-care
half-true,"Health care reform plans being consided in Congress ""will finally reduce the costs of health care.""",health-care
pants-fire,"The Massachusetts health care plan dealt with 8 percent of our population, far less than the 100 percent of American people affected by President Barack Obamas health care law.",health-care
half-true,Says proposed anti-abortion legislation would force women facing the most personal of health decisions to endure a transvaginal ultrasound.,"abortion,health-care"
half-true,On abortion rights.,abortion
mostly-true,Tallahassee is the ninth-rainiest (city) in the nation.,weather
half-true,"After the oil spill, Congressman Adam Putnam ""doubled down saying all energy sources, including oil drilling in the Gulf, should be considered just days after the oil spill started.""",oil-spill
barely-true,"On allowing abortion in cases of rape or incest, I have never said that or advocated that.",abortion
true,"In South Florida, weve had nine inches of sea-level rise since the 1920s.",environment
true,Washing your hands and covering your mouth when you cough makes a huge difference in reducing transmission of the flu.,health-care
mostly-true,"Half of all personal bankruptcies in America ""are caused by medical bills.""",health-care
true,"We understand that this heroin is primarily coming from Mexico, over the border.",drugs
pants-fire,Says the media created the term polar vortex and the cold air proves the ice isnt melting.,"climate-change,weather"
half-true,"Before we even passed health care, 4 millions kids got health insurance that didnt have it before, through the Childrens Health Insurance Program.","families,health-care"
half-true,"Barack Obama's health care plan ""would leave 15 million Americans out.""",health-care
barely-true,The health care numbers are going up.,"health-care,abc-news-week"
half-true,"400,000 Oregonians have gained access to health care through the Affordable Care Act.",health-care
false,"20,000 Kansans lost their health insurance because of (Obamacare).","health-care,message-machine-2014"
pants-fire,Warren Buffett recently said Scrap Obamacare and Start All Over.,"health-care,pundits"
mostly-true,"Says that in Ohio right now, you could be 8 months pregnant and have an abortion for no reason.",abortion
true,"In some states, it is still legal to deny a woman coverage because she's been the victim of domestic violence.",health-care
pants-fire,"Former Alaska Governor Sarah Palin was right that President Barack Obamas health care bill created what would, in effect, be death panels.",health-care
pants-fire,"Cap and trade legislation that Zack Space supported would cost the average household approximately $1,761 per year in increased energy rates.","cap-and-trade,climate-change"
half-true,U.S. Senate candidate Michelle Nunn has avoided taking a stand on Obamacare.,health-care
false,"More than 100,000 women in Texas have attempted to self-induce abortion in the past year alone.",abortion
mostly-true,"Says that in three legislative sessions, his proposals opening pre-kindergarten to all Texas 4-year-olds never got heard or voted out of committee.","children,education"
mostly-true,"Says when New Jersey adopted guaranteed coverage and cost provisions without a mandate individual health insurance market rates doubled or tripled and enrollment dropped from 180,000 people to 80,000 people.","health-care,states"
half-true,It used to be that the only children at school who werent vaccinated were those who had true medical conditions. Now there are 19 states that allow personal belief exemptions.,"health-care,public-health"
false,"In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down.","drugs,marijuana"
half-true,In about three weeks over a half million Floridians are going to lose their coverage again through Obamacare.,health-care
pants-fire,"Says Hillary Clinton wrote,I believe the primary role of the state is to teach, train and raise children. Parents have a secondary role.","candidates-biography,children"
true,Obamacare was patterned after (Mitt Romneys) plan in Massachusetts.,health-care
true,"Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.","health-care,public-health"
mostly-true,Florida has reduced its carbon emissions by 20 percent since 2005.,"energy,environment"
false,Says President Barack Obama has an Environmental Protection Agency proposal that would raise the price of gasoline by 25 cents a gallon.,environment
false,"Health reform will ""give every American the same opportunity"" to buy health insurance the way members of Congress do.",health-care
half-true,Says that Sarah Palin and Craig Huey would ban a womans right to choose in every case,abortion
false,"Says the health care law rations care, like systems in Canada and Great Britain.",health-care
true,"In Massachusetts, half of the primary care doctors are not accepting new patients.",health-care
pants-fire,Says U.S. Rep. Steve Southerland voted himself health care for life.,"elections,health-care"
false,Says Scott Walker runs a state government that bans employees from talking about climate change.,environment
mostly-true,Medicare has spent $172 million on penis pumps in the last five years at $360 a pop.,"medicare,sexuality"
barely-true,"Ted Strickland stands in lockstep with Hillary Clinton and the abortion lobby in their desire to force Americans to pay for abortion on demand, up until the moment of birth, with their taxpayer dollars.",abortion
mostly-true,I have a record on the environment of creating green energy ... taking trash and turning it into cash.,environment
true,The fastest-rising expense in the U.S. Defense Department is health care.,"health-care,military"
true,There are more pain clinics in Broward County than there are McDonalds in Broward County.,drugs
barely-true,"Patrick Murphy voted for Obamacare in 2010, yet he reversed himself and voted to delay the employer mandate and the individual mandate.","health-care,voting-record"
true,"Rick Scott's former health care company, Columbia/HCA, committed ""fraud.""","candidates-biography,health-care"
barely-true,The Greenest County in America.,environment
mostly-true,Weve had 27 (Ebola) outbreaks around the globe and theyve never spread outside of the confines of the countries that were initially affected.,"ebola,public-health"
half-true,Barack Obamas recess appointment of Richard Cordray is precisely what then-Sen. Obama claimed would be the wrong thing to do.,consumer-safety
false,Even our nuclear arsenal doesnt work. It came out recently they have equipment that is 30 years old. They dont know if it worked.,"military,nuclear"
false,"If you log into the governments Cash for Clunkers Web site (cars.gov) from your home computer, the government can seize all of your personal and private information, and track your computer activity.","environment,pundits"
half-true,"As speaker, Gingrich even supported taxpayer funding of some abortions.","abortion,message-machine-2012"
pants-fire,A hidden provision in the health care law taxes sporting goods as medical devices.,health-care
half-true,"Every time somebody new gets the Ebola virus, it mutates.","ebola,public-health"
false,I have not said that I was a single-payer supporter.,health-care
half-true,"The Democratic health care bill will ""collect higher taxes for 10 years and provide health care for only six years.""","health-care,taxes"
false,The IRS is going to be in charge of our health care.,"health-care,taxes"
barely-true,"The price tag amounted to nearly $4,200 for every man, woman and child in the state.","debt,weather"
half-true,"If you're over 65 years old in America today, you have no choice but to be in Medicare. Even if you want out of Medicare, you have to forfeit your Social Security to get out of it.",health-care
mostly-true,"Mitt Romney has ""a pro-choice record.""",abortion
mostly-true,"The federal government owns about half of the West, yet it continues to acquire more land.","environment,federal-budget"
half-true,"Families are paying $900, on average, ""in higher premiums because of uncompensated care.""",health-care
barely-true,"The economic stimulus bill created a council that's ""modeled after the national board that controls Britains health system.""","health-care,stimulus"
true,"Mr. President, multiple times from your administration there have come statements that Republicans have no ideas and no solutions on health care.","bipartisanship,health-care"
true,There will be no public funding for abortion in this legislation.,"abortion,health-care"
mostly-true,Says 85 percent of IDEA charter-school students come from low-income families and about 99 percent of its graduates go to college.,"children,education"
false,They delayed my swearing-in here in Massachusetts for a couple weeks so they could ram (the health care law) through.,health-care
barely-true,We had a debate on whether ObamaCare was the way to go to fix up health care and the American voters said no -- emphatically.,health-care
half-true,State Rep. Kathleen Peters has a 100 percent pro-abortion voting record even voting against a ban on sex-selection abortions.,abortion
mostly-true,8.5 million Americans have gotten rebate checks because their insurance companies were spending too much money on executive bonuses and administrative costs and not enough on health care.,health-care
barely-true,Last year the (Medicaid Fraud Control Unit) in Virginia alone recovered over $200 million!,medicaid
barely-true,"In 2005 and 2007, Joe Straus received a 100 percent rating by NARAL (the National Abortion and Reproductive Rights Action League).","abortion,voting-record"
barely-true,The Obama White House recognizes a baby that has not been born for security purposes.,abortion
barely-true,"One of the Planned Parenthood videos shows a fully formed fetus on the table, its heart beating, its legs kicking, while someone says, We have to keep it alive to harvest its brain.","abortion,debates"
true,Says Romney flip-flopped on abortion.,"abortion,message-machine-2012"
half-true,"Because of Obamacare peoples premiums ...are going up 35, 45, 55 percent.",health-care
mostly-true,"Vagina. Because apparently, saying that word in the Michigan State House of Representatives can get you a two-day ban from speaking on the floor.",abortion
barely-true,"In Jeanne Shaheen, New Hampshire has a Senator who was the deciding vote to pass Obamacare.","health-care,voting-record"
pants-fire,"If Cory Gardner gets his way, youd better stock up on condoms.",abortion
false,"The Baucus health care bill ""could be used to ban guns in home self-defense.""","guns,health-care"
mostly-true,"Young women, account for a shocking 74% of all new HIV infections among adolescents in Africa.",public-health
false,"Says climate scientist James Hansen says we have until perhaps 50 years from now, or maybe a little longer and at that point, we are looking at 10, 20, 30 feet of sea-level rise.",climate-change
pants-fire,Says GOP U.S. Rep. Sean Duffy of Wisconsin voted twice to end Medicare.,medicare
false,More people are losing their insurance (due to Obamacare) than are becoming newly insured.,health-care
mostly-true,Hobby Lobby provided this (birth control) coverage before they decided to drop it to file suit.,"health-care,supreme-court"
true,The city of Clarkston cant decriminalize marijuana. Only state legislators and Congress can do that.,drugs
pants-fire,"If you care about the environment, weve got record funding.",environment
true,Says Mitt Romney has flip-flopped on abortion rights.,abortion
barely-true,"Says Charlie Bass supports Paul Ryan plan that forces seniors to pay $6,400 a year more for health care so millionaires can pay less in taxes.","health-care,taxes"
barely-true,Says Donald Trump is a guy who has called for privatization of the Veterans Administration.,"health-care,veterans"
mostly-true,All (Maryland) crabs are born in Virginia.,"animals,science"
true,Says six of the states 58 family planning centers had to close because of Gov. Chris Christies budget cuts.,"health-care,women"
false,"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them.""",health-care
false,"Thanks to #ObamaCare, average E.R. wait in California is 5 hours.",health-care
half-true,"Since 2000, Texas has reduced harmful pollutants in the air like nitrogen oxide by 62.5 percent, and ozone by 23 percent--a reduction that is 12 percent greater than the national average.",environment
half-true,"Gwinnett Medical Center is operating in the negative, in part, because of illegal immigrants.","health-care,immigration"
true,"Ken Buck wants to outlaw abortion, even in cases of rape or incest.","abortion,message-machine"
mostly-true,"Lean, finely textured beef is the proper name [not pink slime], and it is a safe, widely used product.",food-safety
pants-fire,Says the new health care law delivers a $13 billion tax increase on families with special needs.,health-care
half-true,Not one penny of (Californias Prop 67) bag ban tax goes to the environment.,"environment,taxes"
mostly-true,Weve got to find 2 billion gallons (of water per day) between now and 2025.,"environment,infrastructure"
half-true,Says he opposed $716 billion cut to Medicare.,medicare
half-true,"When I was mayor of New York City, I encouraged adoptions. Adoptions went up 65-70 percent. Abortions went down 16 percent.",abortion
mostly-true,"Repeal of Obamacare would take away health care for 10.3 million Americans who have received coverage since Oct. 1, 2013.",health-care
pants-fire,Says under the new health care law the patient-doctor relationship will be eliminated.,health-care
mostly-true,"Says that Republicans bragged about how every bill was going to be paid for, right from the beginning and that the first vote, the repeal of health care reform, violated that rule.","health-care,voting-record"
half-true,"According to the Congressional Budget Office, as many as 20 million Americans could lose their employer-based insurance thanks to Obamacare.","health-care,workers"
barely-true,"The president has said the national security threat facing America, the top one, is global warming.",climate-change
true,"John McCain's health care plan ""won't guarantee coverage of cancer screenings or maternity care.""",health-care
half-true,"In Wisconsin, 6.2 percent of the population is black yet 24 percent of all state abortions are on African-Americans.",abortion
half-true,"Fred's never had a 100 percent record on right-to-life in his Senate career. The records reflect that. And he doesn't support the human life amendment, which is most amazing because that's been a part of the Republican platform since 1980.",abortion
false,"Usually it's about $900 a month to get health coverage. (Florida's program has) reduced that, on average, to about $150 a month.","florida,health-care"
barely-true,Americans increasingly want (the Affordable Care Act) to be repealed.,"health-care,polls"
false,Says the vaccine to prevent HPV can cause mental retardation.,health-care
false,Barack Obama opposed a bill that would have saved Gianna Jessen's life.,abortion
pants-fire,Says Joe Straus was co-author of a bill that would have allowed Planned Parenthood to control public school sex education.,"education,health-care"
false,Weve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion.,"health-care,medicaid"
mostly-true,"In Africa, a child dies every minute because of (malaria).","foreign-policy,public-health"
half-true,"Says that under Mitt Romney, 89 million Americans could be denied coverage if they have a pre-existing condition.",health-care
barely-true,Its a plan that incorporates ideas from many of the people in this room tonight Democrats and Republicans.,health-care
true,One out of every three automobile fatalities can be attributed to alcohol.,"Alcohol,drugs"
true,A million people could get health insurance right away if Texas expanded Medicaid under Obamacare.,"health-care,medicaid"
mostly-true,We put a lid on Irans nuclear program without firing a single shot.,"foreign-policy,nuclear"
barely-true,Medicare premium support backed by Republican vice presidential candidate Paul Ryan is not vouchers.,"health-care,medicare"
true,As governor of Florida I defunded Planned Parenthood.,abortion
false,Congressman Nye voted against a bill which would have defunded the $5-10 billion the IRS needed toimplement health care legislation.,health-care
barely-true,President Obamas education solution includes an effort to nationalize curriculum.,"children,education"
true,"Trey Radel does not even qualify to drive a Lee County school bus at this point, yet he occupies a seat in Congress.","congress,drugs"
pants-fire,"In the 1970s, the swine flu broke out . . . under another Democrat, President Jimmy Carter.",health-care
barely-true,Earth has not warmed for the last 17 years.,"climate-change,environment"
mostly-true,Gov. Palin ... is somebody who actually doesn't believe that climate change is man-made.,environment
barely-true,Even the employees union for the IRS -- the very people in charge of enforcing this law -- are begging to be let out from under this law.,"health-care,unions"
true,"Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it.""",health-care
false,"Under the health care law, everybody will have lower rates, better quality care and better access.",health-care
false,Trumps Health Secretary Pick Wants a Medicare Phaseout by Summer 2017.,"health-care,medicare"
false,Health insurance companies deny 1 out of 5 treatments prescribed by doctors.,health-care
false,"In the House health care bill, ""Something like 2 percent of the people would [be] eligible even to get the public option.""",health-care
mostly-true,"Anywhere in the world, when someone uses a mobile phone, e-mail, the Internet or GPS, they are enjoying the benefits of the American miracle.","science,technology"
false,Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare $882-billion worth.,health-care
false,The health bill's plan for comparative effectiveness research would be used by the government to ration care.,health-care
true,"We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line.",environment
pants-fire,Austin is effectively imposing a ban on barbecue restaurants.,"environment,food-safety"
barely-true,Federal law requires that hospitals treat people whether or not they can pay. So someone (who) doesnt have health insurance -- they can go to the hospital and get free care.,"health-care,new-hampshire-2012"
pants-fire,"Under the new health care law, the first person (a) patient has to go to is a bureaucrat. That is called a panel.","health-care,message-machine"
false,I'm pro-life. He's not.,abortion
half-true,"Homeopathy, acupuncture and aromatherapy have been given elevated legitimacy under the Affordable Care Act.","corrections-and-updates,health-care"
true,"If the space-shuttle program is terminated, Russia and China will be the only nations ...with the capability to launch humans into space.",science
false,The Iran deal trusts the Iranians to inspect themselves.,"foreign-policy,nuclear"
half-true,More than three-quarters of the oil is gone.,oil-spill
half-true,"Over the last 10 years, Georgias public health has declined.",public-health
barely-true,The fact is 90-percent of Down Syndrome children were aborted in this country.,"abortion,health-care"
half-true,A World Health Organization report shows that more people are dying of TB.,public-health
half-true,About 22 percent of adults in Rhode Island and approximately 30 percent of youth (ages 10-17) are considered obese.,"children,public-health"
false,Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.,abortion
false,"During the 2005 fight over Social Security, there were noisy demonstrations but they were outside the events, and opponents were not disruptive crowds booed lines they didnt like, but that was about it.","health-care,pundits"
true,"There are 7,000 kids in New Hampshire who have health care because I helped to create the Children's Health Insurance Program.",health-care
mostly-true,"We had 6,000 oil and gas spills in 2012 with more oil and gas spreading in the United States than the entire Exxon Valdez spill.","energy,oil-spill"
half-true,President Barack Obama (is) the first president in history to cut Medicare by $700 billion.,"health-care,medicare"
half-true,"Says scientists predict sometime in the future, an event that will kill somewhere between 80 and 90 million people.",public-health
pants-fire,President Obamas health care law represents a government takeover of health care.,health-care
half-true,"The health care law was a 2,733-page bill! . . . No amendments!",health-care
half-true,"The Obama administration estimates the number of children at the border is going to increase to 150,000 to 200,000 next year.","children,immigration"
true,Hair stylists are required to undergo more government scrutiny than foreclosure consultants.,"consumer-safety,housing"
true,"Thirty-four percent of Hispanics don't have any health care at all, don't have any health insurance.",health-care
mostly-true,Women of childbearing age spend 68 percent more in out-of-pocket health care costs than men.,"health-care,women"
mostly-true,Forty-five percent of Americans went without needed care because of costs in 2007.,health-care
half-true,"Lyme disease is one of the fastest growing infectious diseases in the United States, and Rhode Island has the second-highest incidence of this disease in the country.","public-health,public-safety"
mostly-true,"Says President Barack Obama initially said the national health-care mandate isnt a tax, but his administration now says it is a tax.","health-care,taxes"
half-true,There are still more people uninsured today than when Obama was elected president.,health-care
barely-true,You dont know if this (the H1N1 vaccine) is gonna cause neurological damage like it did in the 1970s.,"health-care,pundits"
false,The insurance industry is actually run by mostly Democrats.,health-care
mostly-true,"House Republican plan would increase costs for Oregon seniors by $6,000 with health care vouchers instead of Medicare","federal-budget,medicare"
false,"Says as we sit right now, Medicare, if we do nothing, will be gone in eight years, if we do nothing to it.","health-care,medicare"
half-true,"In the Wisconsin health insurance exchange, the Society of Actuaries points out that therell be, according to them, an 82 percent increase in individual premiums over the next couple years under Obamacare.",health-care
false,Justin Amash is rated Michigans No. 1 conservative by National Right to Life.,abortion
false,President Obamashealth care law is a government takeover of healthcare.,"health-care,market-regulation"
half-true,Oregon Health Plan rations covered procedures under certain circumstances,health-care
barely-true,Ive shut down pill mills.,"crime,health-care"
half-true,"He ""stood up to Barack Obama by passing legislation that prevents you from being forced to join government health plans or buy health insurance against your will.""",health-care
mostly-true,Says he predicts the weather better than Punxsutawney Phil.,weather
mostly-true,"A bag of Cheetos costs less to buy than an apple, and in some Milwaukee neighborhoods good luck trying to find an apple or a banana or some sort of healthy option","public-health,welfare"
mostly-true,"In the last 10 years we've only had 7,000 barrels of oil spilled in the Gulf ... not counting hurricanes. This well is spewing that amount every day and a half.","energy,oil-spill"
barely-true,"Congress, criminals, Scientologists and other groups are exempt from Obamacare.","health-care,religion"
mostly-true,About 40 percent of workers dont ... have a single paid sick day.,"labor,public-health"
true,90 percent of babies with Down syndrome are aborted.,abortion
true,Taxpayers pay for roughly 45 percent of all births in Wisconsin! And 60 percent of the births in Milwaukee!!!,"health-care,medicaid"
true,New provisions of the health care law bar the use offlexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs.,health-care
mostly-true,"The Baucus health care bill would require taxes on medical devices such as X-ray machines, female condoms, HIV tests and surgical needles.","health-care,taxes"
false,No fracking waste is being dumped in New York State,"energy,environment"
barely-true,"Health proposal would create a ""40% tax on health care benefits of middle-class workers.""","health-care,taxes"
barely-true,"Under the Democratic health plan, families will be forced to spend an additional $2,100 a year to keep their current health care.",health-care
false,"The Republicans' alternative health care plan ""will still let insurers raise premiums four times faster than wages.""",health-care
pants-fire,The path to ObamaCare becoming law all started with Charlie Crist supporting President Obama's $787 billion stimulus.,"health-care,stimulus"
