label,statement,subjects
false,On signing a no-tax pledge,taxes
barely-true,"Hillary Clinton and Barack Obama want to raise capital gains taxes, which apply to home sales.",taxes
half-true,There are so many loopholes ... our businesses pay effectively one of the lowest tax rates in the world.,taxes
mostly-true,Taxes went down under Jerry Brown.,"message-machine,taxes"
false,The Americans for Tax Reform pledge relates to new taxes that were going to be initiated by legislative action.,taxes
half-true,Hillary [Clinton] wants to raise taxes by over a trillion dollars.,taxes
barely-true,"My plan actually gives the middle class the greatest break: $2,000 per family.",taxes
mostly-true,The highest economic growth decade was the 1960s. Income tax rates were 90 percent.,"economy,taxes"
mostly-true,"We have a tax code that allows groups to use their political operations within the tax code, under the guise of a charity, to use undisclosed millions of dollars to do political campaigns.","elections,taxes"
false,Were the highest taxed nation in the world.,taxes
mostly-true,Geithner's failure to pay self-employment taxes while working for the IMF is a mistake that is commonly made for people who are working internationally or for international institutions.,taxes
mostly-true,"Sen. Rubios (tax plan) would cut taxes for households making around $3 million a year by almost $240,000, which is way more than three times the earnings of a typical family.",taxes
barely-true,Ron Oakleys conservative leadership protected local taxpayers over government bureaucrats as theWater Management Districts budget decreased by 58 percent in the four years he served on the board.,"taxes,water"
false,Says his plan would cut taxes without increasing the deficit.,"federal-budget,taxes"
mostly-true,"Says DonaldTrump proposes tax cuts, too -- $3 trillion for millionaires like himself and $2 trillion for corporations like his.",taxes
true,"Tax rates were significantly higher ""in the '40s, the '50s, and the '60s.""",taxes
true,Our reserves are now in much better shape than they were just a few years ago.,"county-budget,taxes"
mostly-true,A $5-a-night hotel/motel tax thats part of the transportation bill will hurt Georgias convention business by adding extra costs for large groups coming to the state.,"taxes,tourism"
false,The United States has the most number of deductions available to corporations for the corporate income tax.,"corporations,taxes"
true,Says GOP recall challenger Kim Simac was delinquent paying her property taxes eight of the last nine years.,taxes
mostly-true,"Says while state leaders have cut funding for our schools and other basic priorities, the amount of money the state is projected to give away through tax breaks increased by a whopping $3.4 billion.","state-budget,taxes"
barely-true,Says Alex Sink supported higher sales taxes.,taxes
false,The reason 29 states no longer have a death tax is that the tax damaged their economic competitiveness.,taxes
half-true,"Barack Obama ""wants to nearly double the capital gains tax"" increasing taxes on ""mutual funds, 401(k)s"" for ""policemen, firemen, nurses.""",taxes
half-true,Says his average federal tax rate was 36 percent.,taxes
mostly-true,"Palin ""inherited a city with zero debt, but left it with indebtedness of over $22-million.""",taxes
true,"Grateful insurance company executives and their lobbyists from Bermuda gave McCain $50,000.",taxes
true,The proposed transportation tax plan revokes a tax-credit for consumers electric cars while the state retains similar credits for similar vehicles for businesses.,"taxes,transportation"
barely-true,We will have the highest general revenue in state history next year. Conservative pro-growth policies work in our state.,"economy,taxes"
half-true,"Obamacare is a massive, massive income redistribution with $250 billion a year in Medicaid expansion (and) in the subsidy structure thats basically being paid for by people on Medicare, through Medicare cuts, and a lot of tax increases.","health-care,taxes"
half-true,The income tax that started at 2 percent under Governor Byrne is now 9 percent.,"income,taxes"
mostly-true,Georgia lawmakers balanced the budget without raising taxes on residents.,taxes
pants-fire,"Starting in 2011, ""you will be required to pay taxes"" on ""the value of whatever health insurance you are given by the company.""","health-care,taxes"
half-true,Says there is a plan formulated by Chair (Lynn) Peterson and the cities in Clackamas County to further increase this fee in three years and split it up on projects between the county and cities.,taxes
mostly-true,"Since 1995, the top 400 wealthiest families have seen their incomes go up 400 percent and their tax rates go down 40 percent.","economy,taxes"
mostly-true,Weve cut taxes 50 times and look what has happened to our revenues. Theyve grown.,"state-budget,taxes"
mostly-true,"If Rhode Island applied a 1-percent sales tax on all items exempt from sales tax, ''the state would receive an additional $89,376,857.''",taxes
false,Did not vote for tax increases as a member of the West Miami City Commission.,taxes
mostly-true,"Says Tommy Thompsons tax plan amounts to an average tax cut of almost $87,000 for the top 1 percent.","federal-budget,taxes"
true,"Barack Obama and the Democrats have ""proposed a tax for not having health insurance.""","health-care,taxes"
mostly-true,Says President Barack Obamas proposed budget includes two new tax increases that would collect about $14 billion.,taxes
false,Says his tax plan wouldnt leave the federal government with a $1.1 trillion hole.,"federal-budget,taxes"
false,"If you make more than $250,000 a year you only really take home about $125,000.","pundits,taxes"
false,"If we use (Tax Increment Financing) funding, thats going to take funds from the general fund for Pinellas County, as it will take funds from the general fund for the city of St. Pete.",taxes
false,"When Jim Doyle was governor and Mary Burke was commerce secretary, Wisconsin saw billions in middle-class tax hikes on nursing home beds, gas, phones and garbage.","state-budget,taxes"
false,The Obama Administration's own White House Council of Economic Advisers has estimated 4.7 million Americans will lose their jobs if the (health care) bill passes.,"health-care,taxes"
pants-fire,"I am the only candidate who ran in either primary who said, I will not raise taxes on the middle class.",taxes
half-true,"By releasing only basic tax information, former U.S. Congressman Nathan Deal is hiding more than hes disclosed about his business dealing with the state.",taxes
half-true,"The Democrats' health care bill ""gives a new Health Choices Commissioner the right to look at an individual's tax return to determine what medical benefits or subsidies that person qualifies for.""","health-care,taxes"
false,"Obama plans ""a tax increase for everyone earning more than $42,000 a year.""",taxes
mostly-true,Charlie Crist raised taxes in 2009 and wont rule out raising taxes again.,"state-budget,taxes"
barely-true,Mitt Romneys platform ...wont protect the mortgage interest (tax) deduction for middle-class families.,"message-machine-2012,taxes"
barely-true,"Governor Christie, his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year, he stated his support for it again.",taxes
barely-true,"In his very first budget, (Milwaukee) Mayor Tom Barrett broke his pledge to keep a lid on property taxes and has continued increasing taxes and fees ever since.","city-budget,taxes"
half-true,We cut taxes 24 times.,taxes
barely-true,"In the late 1980s, the U.S. was nearly the lowest-taxed nation in the world, and a quarter century later were nearly the highest.","history,taxes"
true,Says taxes paid by the poorest residents of Texas are above the national average.,"income,taxes"
barely-true,Says John Boehner changed his position on extending Bush tax cuts.,taxes
false,On opposing any and all efforts to increase taxes.,"taxes,transportation"
half-true,The health care reform law offset[s] 6 years of benefits with 10 years of tax increases.,"health-care,taxes"
barely-true,Says Democratic recall opponent Shelly Moore opposes any limit on taxes.,"state-budget,taxes"
false,Says President Barack Obama has not proposed one thing that would change the fact that Warren Buffett pays a lower tax rate than his secretary.,taxes
half-true,We have cut taxes more than 40 times in four years.,taxes
true,A tax on soda and juice drinks would disproportionately increase taxes on low-income families in Philadelphia.,taxes
half-true,Says taxes were raised 115 times in the eight years before I became governor and those increases were part of a path that led to wealth and jobs and people leaving our state.,taxes
half-true,"Under my predecessor, they cut funding for education, but they didnt give them anything in return to make up for that, leading to less money for school districts","education,taxes"
true,Says the typical homeowner will pay $4 more per month if library district passes.,taxes
half-true,Says Mitt Romneys plan calls for a $5 trillion tax cut.,"debates,taxes"
mostly-true,There are more members of the U.S. Senate than the number of WI families who would benefit from GOP estate tax break.,taxes
barely-true,"Many of (Hillary Clintons) friends took bigger deductions (than me). Warren Buffett took a massive deduction. (George) Soros, who is a friend of hers, took a massive deduction.",taxes
barely-true,"Says, Carl proposed a windfall tax on real estate development when he was a Metro Councilor.","taxes,voting-record"
false,Bill Nelson voted for higher taxes 150 times.,"debates,taxes"
false,"Pls refer to Jan.1 tax changes appropriately: theyre OBAMA TAX HIKES theyll slam every Americans savings, investments job opportunity",taxes
true,Forty-seven percent of Americans pay no income tax.,taxes
barely-true,"Because of Democratic tax hikes, New Jersey ended a decade with fewer private sector jobs for the first time in recorded history.","jobs,taxes"
barely-true,Says his tax and fee cuts will save households $540 over two years.,"state-budget,taxes"
barely-true,The American people dont want us to raise taxes.,"polls,taxes"
barely-true,Experts say the property tax is the most harmful to economic growth and . . . the sales tax is least harmful.,"economy,taxes"
barely-true,Even Richard Nixon released his tax returns to the public when he was running for president ...,"taxes,transparency"
false,"Democrats plan to keep student loan interest rates low by raising taxes on small businesses, very small businesses the kinds of small businesses that give jobs to graduates.","message-machine-2012,taxes"
false,"A cashier earning $20,000 per year pays the same (Virginia) income tax rate as a hedge fund manager earning $20 million per year.",taxes
pants-fire,"With a bill bringing $100 million in property tax relief, the typical Wisconsin homeowner will save approximately $680 over four years.","state-budget,taxes"
mostly-true,Georgia has some of the highest gas taxes in the Southeast but one of the lowest taxes on gasoline for transportation in the nation.,"gas-prices,taxes"
barely-true,Says he balanced the budget without raising taxes.,"city-budget,taxes"
barely-true,"(Sen. Robert) Gordon cost us money, exempting the Newark sports arena from paying property taxes and sticking us with the bill.","message-machine-2012,taxes"
mostly-true,Says excise taxes are...disproportionately burdening middle- and lower-income consumers.,taxes
half-true,"Say in November 2010, voters overwhelmingly supported the idea of creating a (library) district.",taxes
barely-true,Sixteen thousand new Internal Revenue Service agents will be empowered to enforce the new health care legislation.,"health-care,taxes"
pants-fire,Says Bernie Sanders is going to tax you people at 90 percent.,taxes
true,"The U.S.tax rate on successful small businesses is 44.6 percent, while the business tax rate in Canada is 15 percent.",taxes
barely-true,Says Jeanne Shaheen got behind the idea of using the IRS to target American citizens for their political views.,taxes
true,You can fill out your tax return in Estonia online in five minutes.,"foreign-policy,taxes"
false,"In Wisconsin, 98 percent of all small businesses will qualify for income-tax relief under my plan, freeing them to expand and create jobs.","small-business,taxes"
barely-true,"Says Bill Nelson sold agricultural land for home development, pocketing at least $1.4 million.","agriculture,taxes"
barely-true,"On Obama, ""The press warns the 'Taxman Cometh.'""",taxes
mostly-true,Tax increases could come into play as a result of the debt ceiling deal.,"federal-budget,taxes"
half-true,"People (are) paying more in taxes than they will for food, housing and clothing combined.",taxes
false,The Democrats plan to raise your tax rates to 70 or 80 percent.,taxes
mostly-true,Republican state lawmakers are refusing to give the people of their own states their own tax dollars back in the form of (expanded) Medicaid.,"health-care,taxes"
barely-true,"The Obama-GOP compromise raises taxes, it raises the death tax.","federal-budget,taxes"
half-true,The Republican governor who stood up and cut spending instead of raising taxes.,taxes
false,I have never voted for a tax increase.,"florida,taxes"
barely-true,"Hillary Clinton and Barack Obama want to raise taxes on dividends, a move that would crash the stock market.",taxes
mostly-true,"Says Jennifer Horn, chairwoman of the N.H. Republican Party, owes $92,000 in back taxes.",taxes
half-true,On suspending system development charges for two years.,taxes
mostly-true,"Illegal tobacco sales, price driven too high, has been connected to at least several cases of funding terrorism against us in multi-year investigations over the last decade and a half.","taxes,terrorism"
true,"The General Assembly has no explicit constitutional authority to impose income, sales, estate and the myriad of other taxes upon us.","history,taxes"
mostly-true,Says Alex Sink supported more taxes on water and TV.,taxes
false,"Says the money is in the budget to give a tax break to everyone, including people making more than $1 million.","state-budget,taxes"
pants-fire,Says his plan to raise car registration to $56 would still leave Virginia with a fee thats equal to or lower than most states.,"taxes,transportation"
barely-true,We spend half a trillion dollars a year in tax preparation.,taxes
barely-true,"Says Mitt Romney said at a January 2012 debate that under Paul Ryans tax plan, Id have paid no taxes in the last two years.","corrections-and-updates,taxes"
false,George Allens flat tax plan would actually shrink revenues further thanthe Perry (flat tax) plan.,taxes
true,"Right now, Texas doesnt have an income tax and Oklahomas lowering their income tax rates, and guess what their severance tax is? Sky high.","state-budget,taxes"
barely-true,"Says that as a U.S. senator, Scott Brown delivered for Wall Street, saving big banks $19 billion in taxes.","financial-regulation,taxes"
barely-true,"The estate tax, which came into being by Republicans like Teddy Roosevelt and others ... is there for a real simple reason: In America, we've never liked the idea of massive inherited wealth.",taxes
false,Says Donald Trump hasnt broken his promise to release his tax returns.,"candidates-biography,taxes"
mostly-true,"Ive cut taxes for ... middle-class families, small businesses.",taxes
mostly-true,Says Fulton County government hasnt raised its millage rate since 1991.,taxes
barely-true,The United States is the only major country that taxes its own exports.,"federal-budget,taxes"
true,"Says Ohio is one of just 17 states with an estate tax, and it has the lowest threshold in the nation.",taxes
mostly-true,I lowered taxes over the last two years.,taxes
mostly-true,"When Nancy Nusbaum was Brown County executive, spending went up nearly 50 percent.","county-budget,taxes"
half-true,Coca-Colas CEO said he finds it easier to do work in China than in the United States.,"government-regulation,taxes"
mostly-true,"Now remember, property taxes went up 70 percent in the 10 years before I became governor.",taxes
barely-true,Floridas revenue is growing at a faster rate than almost any state in the country.,"economy,taxes"
barely-true,The party in the White House is responsible for a massive tax increase on the middle class.,"health-care,taxes"
half-true,Ben Unger supported a 15 percent property tax increase on Oregon seniors.,"message-machine-2012,taxes"
half-true,"For people in the top 1 percent for income, your effective tax burden is in the low 20s, the lowest its been in decades and decades and decades -- lower than somebody who might make substantially less money.","new-hampshire-2012,taxes"
barely-true,"The sales tax increase, if approved, will cost taxpayers up to $300 million per year, in perpetuity, to finance a rail system for the City of Tampa.","taxes,transportation"
barely-true,Judithanne McLauchlan was part of a group that supports imposing a state income tax on Floridians.,"florida,taxes"
mostly-true,Our tax rates are lower now than they were under Ronald Reagan. Theyre much lower than they were under Dwight Eisenhower.,"history,taxes"
true,"47 - New provisions ObamaCare charges the IRS with implementing, according to the Government Accountability Office.","health-care,taxes"
barely-true,"Frank Guinta voted to make middle class taxpayers pay over a $1,000 more a year in taxes.",taxes
false,Says his 9-9-9 tax reform plan is not regressive.,taxes
barely-true,McCain will give more tax breaks to big oil.,taxes
barely-true,"Says Maggie Hassan pays zero property taxes on her $500,000 home.",taxes
barely-true,Says the estate tax is a threat to family farms.,"agriculture,taxes"
false,We can fix our roads without raising taxes.,"taxes,transportation"
barely-true,"Republican leaders said ""no"" to ""tax cuts for 95% of working Americans.""","stimulus,taxes"
mostly-true,"The Republican plan for tax cuts is to give each millionaire -- the top 1 percent of income in this country -- $83,347 a year in tax cuts.",taxes
false,"A proposed revenue smart cap gives Floridians a voice, requiring a 60 percent vote by citizens in order to impose a new tax, fee, license, fine, charge or assessment.","state-budget,taxes"
true,Says Jim Frishe wanted to tax us for doing our taxes through an accountant.,"message-machine-2012,taxes"
barely-true,"This year, the Austin City Council granted a small homestead property tax exemption of $5,000... applied equally to everyone. And we also granted an exemption for the elderly and the disabled members of the community.",taxes
mostly-true,More astronauts have been to the moon than farmers who paid the inheritance tax in 2013.,taxes
true,"98 percent of American families make under $250,000 a year.",taxes
false,Hedge fund managers and others in private equity pay much lower (tax) rates on their income than do truck drivers and teachers and nurses.,"labor,taxes"
half-true,Do you know those former Soviet Bloc countries have all moved to flat taxes?,taxes
barely-true,Some billionaires have a tax rate as low as 1 percent.,taxes
mostly-true,We have the highest corporate income tax in the world right now.,taxes
mostly-true,"I used tax cuts to help create over 80,000 jobs in New Mexico.",taxes
mostly-true,"If you make the average amount of people in Wisconsin, $50,000, you got $1.60 less a week in taxes under the state income-tax cut, but it didnt show up in your paycheck.","state-budget,taxes"
true,"Boston is just 60 minutes away and its offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline is completely dominated by the cranes.","state-budget,taxes"
mostly-true,We have the highest (corporate tax rates) in the world right now.,taxes
mostly-true,We cut property taxes for seniors and our middle class.,taxes
true,"Says a pack-a-day smoker who quits because of the tax increase will save about $1,650 a year.","public-health,taxes"
pants-fire,Nancy Pelosi wants a Windfall Tax on Retirement Income.,taxes
true,"Once our Blueprint for Prosperity is signed into law, we will have delivered $2 billion in tax relief.","job-accomplishments,taxes"
false,The Wisconsin Legislature raised taxes more than $5 billion in 2009.,taxes
barely-true,The tax policies of George W. Bush created a dynamic effect of high growth.,"economy,taxes"
false,"Barack Obama wants to ""restore"" the estate tax that George W. Bush ""repealed.""",taxes
false,The Greenlight Pinellas transportation plan involves a 300% tax increase.,"taxes,transportation"
false,Paul Workman wants to raise the sales tax.,taxes
mostly-true,Between 40 and 50 percent of tax filers do not owe any income tax.,taxes
half-true,"(The Tax Policy Center) found that Romney would raise taxes on the average middle class family by $2,000 to pay for $5 trillion in tax cuts for millionaires and billionaires.",taxes
false,"I signed the largest single tax cut in the history of Florida, a $25 billion tax cut over five years, directed at property tax cuts.","florida,taxes"
true,"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.",taxes
true,"The Alternative Minimum Tax was never intended to hit people in middle income, upper middle income. It was meant for people who are rich and evading taxes.",taxes
barely-true,"Says Julie Parrish wants to add a sales tax to everything we need to buy including food, clothing, medicine and school supplies.",taxes
mostly-true,"Says that over the last decade, the states population grew three times faster than the Texas state tax system.","state-budget,taxes"
half-true,The Obama administration has been raising taxes.,"income,taxes"
pants-fire,Peter DeFazio will sneak in a 1 percent tax on all banking transactions.,taxes
barely-true,Says tanking Rick Perrys federal tax plan has huge tax cuts for rich people and big tax hikes for everyone else.,"pundits,taxes"
half-true,Georgia has the countrys second highest number of fraudulent tax refund claims.,"crime,taxes"
true,Big soda has a lot of money.They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that were trying to cure.,"economy,taxes"
half-true,Corporate tax holidays pushed by Presidents John F. Kennedy and George W. Bush brought billions of dollars back into the United States.,taxes
false,"Says the Southwest Florida Water Management District has $850 million in reserves, enough money in savings to run without levying taxes for more than two years.","taxes,water"
true,"John McCain wants to ""give oil companies another $4-billion"" in tax breaks.",taxes
false,"It will cost $50,000 per enrollee in Obamacare over the next 10 years.","health-care,taxes"
half-true,"Says the governor took away a billion dollars of rebates, so in real dollars, our property taxes have gone up 20 percent.","state-budget,taxes"
false,"Says Rep. Tammy Duckworth has been a staunch supporter of expanding the spending, size and reach of the IRS.",taxes
false,Says U.S. Senate candidate Joni Ernst signed a pledge that protects tax breaks for companies that ship jobs overseas.,"corporations,taxes"
mostly-true,The IRS doesnt have to prove something against you ... youve got the burden of proof.,"legal-issues,taxes"
mostly-true,From the Do As I Say Not As I Do department: federal employees owe $3.3 billion in back taxes.,taxes
false,Ive never supported a payroll tax.,taxes
barely-true,"Joe Sestak ... even wants to bring back the death tax, letting the IRS take half of your savings when you die.","message-machine,taxes"
pants-fire,"RNC version of a Hillary Clinton valentine: ""Roses are red, violets are blue, I'll raise your taxes and there is nothing you can do.""",taxes
half-true,The states that are doing better are the ones that have no state income tax.,taxes
barely-true,Says Alex Sink supported higher property taxes.,taxes
half-true,The top 1 percent pay 45 percent of all taxes in the country.,taxes
mostly-true,Texas has the sixth-highest property taxes in the nation.,taxes
half-true,Says the largest tax increase in American history is set to occur on January 1st unless President Obama and Congress can come to an agreement.,"history,taxes"
false,"Says Bill White didnt pay taxes while earning $133,600 annual salary as deputy secretary of energy.","taxes,transparency"
half-true,Says Austin voters can approve seven bond propositions without raising taxes.,"elections,taxes"
barely-true,Allowing all Bush income tax cuts to expire on Dec. 31 will amount to the largest tax increase in the history of America.,taxes
pants-fire,Says Sal Esquivel wants a 5 percent state sales tax on groceries.,taxes
half-true,"Gov. Chris Christie caused a 4.1 percent increase in property taxes in 2010, marking the highest increase since 2007.",taxes
mostly-true,Says Ronald Reagan reversed his worlds largest tax cut and raised taxes when revenues did not match the expectations.,taxes
half-true,Says Gov. Jeb Bush vetoed the Quiones Plan because it was taxation without representation on a large scale.,taxes
half-true,"As mayor, every year I was in office I did reduce taxes.",taxes
half-true,Says Mark Hass raised your taxes by $1 billion in a single day.,taxes
mostly-true,"John McCain ""is proposing tax cuts that would give the average Fortune 500 CEO an additional $700,000 in tax cuts.""",taxes
true,Michael Thurmond authored major legislation that has provided more than $250 million in tax relief to Georgias senior citizens and working families.,taxes
half-true,"Says constitutional amendment would help to stop unfair, double taxation on real estate.",taxes
pants-fire,"Hillary Clinton says she wants to, raise taxes on the middle class.",taxes
false,On raising taxes.,"taxes,transportation"
false,Says Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas.,"jobs,taxes"
pants-fire,Says Wendys founder Dave Thomas left the state literally on his deathbed to avoid the estate tax.,taxes
false,Says Kurt Schrader cast the deciding vote that failed to extend tax cuts for Oregons middle-class families and small businesses.,taxes
half-true,I cut taxes 23 times when I was mayor of New York City.,taxes
half-true,"John McCain's tax plan will give no reduction ""for 100-million American families.""",taxes
false,The state constitution clearly says theres not to be a state income tax in Tennessee.,"legal-issues,taxes"
true,Says his transportation plan would make Virginia the first state in the nation to eliminate the state tax on gasoline.,"taxes,transportation"
half-true,(Romney's) record was that he raised taxes by $730-million.,taxes
barely-true,"Obama voted to raise taxes on people making just $42,000.",taxes
mostly-true,"You dont see Norway losing population, and its taxes are astronomical.",taxes
barely-true,"Says economists Harvey Rosen and Martin Feldstein have said that paying for (Mitt) Romneys tax cuts would require large tax increases on families making between $100,000 and $200,000.",taxes
barely-true,A real result of his term is Georgia having the lowest taxes per capita of any state.,taxes
true,Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,taxes
false,Says President Barack Obama has not raised taxes.,taxes
mostly-true,McCain opposes repeal of the death tax.,taxes
false,"Every illegal immigrant can be eligible for up to $36,000 to $38,000 in earned income tax credits without paying a dime in.","immigration,taxes"
barely-true,Says Daniel Webster used taxpayer funds to build a lobbyist lounge.,"message-machine-2012,taxes"
mostly-true,Corporate taxes will soon be the highest in the industrialized world.,"corporations,taxes"
true,"Under Donald Trumps tax plan, 51 percent of single parents would see their taxes go up.",taxes
false,"Over half of the people who would be taxed under (a millionaire surtax) are, in fact, small businesspeople.","taxes,abc-news-week"
mostly-true,"In terms of the wealthiest Americans, were at the lowest tax rate since the 1950s.",taxes
barely-true,"When I was Mayor of South Pasadena, we actually reduced the property taxes we collected.",taxes
half-true,Says an arts tax would provide funding for certified arts and music teachers for every elementary school serving Portland residents.,taxes
false,Says Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes.,taxes
true,"Tim Kaine, as governor, proposed tax increases on people earning as little as $17,000.","state-budget,taxes"
barely-true,"Obama ""promises more taxes on small business, seniors, your life savings, your family.""",taxes
mostly-true,"A bipartisan payroll tax cut championed by the White House has meant that the average family has an extra $1,000 in their pocket this year.","economy,taxes"
barely-true,"Says that when he was governor of Utah, he worked with the state Legislature to create a flat tax that cut income taxes by 30 percent.","new-hampshire-2012,taxes"
barely-true,Americas tax code hasnt been updated in 30 years.,taxes
pants-fire,Claims credit for food tax reductions that previous Democrat regimes refused to make.,taxes
half-true,"Contrary to media reports, Georgias gas tax change led to no price increase at the pump.","gas-prices,taxes"
mostly-true,Says U.S. Senate candidate David Perdue flip-flopped on releasing his tax returns.,taxes
true,Sherrod Brown failed to pay his own taxes three separate times.,"message-machine-2012,taxes"
mostly-true,"Says Ronald Reagan understood repeatedly that when the deficit started to get out of control, that for him to make a deal he would have to propose both spending cuts and tax increases.","history,taxes"
half-true,"People buy more items during Georgias sales-tax holidays, boosting economic activity.","state-budget,taxes"
half-true,"McCain's ""plan for the economy is to extend George Bush's tax cuts for billionaires and give a $100-billion additional corporate tax cut.""",taxes
true,Richard Nixon released tax returns when he was under audit.,"taxes,transparency"
pants-fire,Rhode Island didnt ratify the 13th Amendment to the Constitution to pay federal income taxes. So Rhode Island doesnt even have to pay federal income taxes.,"history,taxes"
false,Anybody who is familiar with the historical data from the IRS knows that raising income tax rates will likely actually reduce federal revenues.,"taxes,abc-news-week"
false,"Kasichs budget raised taxes by billions, hitting businesses hard and the middle class even harder.","state-budget,taxes"
pants-fire,Says President Barack Obamas finance team is recommending a 1% tax on all transactions at any financial institution.,"social-security,taxes"
false,The health care reform bill is the largest tax increase in U.S. history.,"health-care,taxes"
barely-true,Obama has (a) new Christmas tree tax.,taxes
mostly-true,"The Internal Revenue code has ballooned to a 5,600-page, 4 million-word complicated mess that is seven times as long as the Bible with none of the good news.",taxes
false,Says Gov. Chris Christie has embarked on a tour to demand that New Jerseys Democratic legislature approve an immediate tax cut that would disproportionately benefit the wealthiest.,taxes
half-true,"Barack Obama supports plans to raise ""income taxes ... payroll taxes.""",taxes
half-true,"Says MittRomneys tax plans would give an additional $250,000 tax cut to millionaires and billionaires while raising taxes on the middle class.",taxes
false,"Middle-class families throughout America (would) have to pay $6,000 per year to pay for tax cuts for the wealthy.","federal-budget,taxes"
false,The health care law is the largest tax [increase] in the history of our country,"health-care,taxes"
half-true,"The Baucus health care bill ""would drastically restrict the use of flexible spending accounts (FSAs) in order to help pay for health care reform.""",taxes
half-true,"If Congress does not pass the renewal of the payroll tax cut before the end of the year, nearly 160 million working families will see their taxes go up by roughly $1,000.","jobs,taxes"
mostly-true,We have the highest per-pupil cost in the country.,"education,taxes"
true,"Under a law proposed by Wisconsin Gov. Scott Walker, businesses that move into Wisconsin dont have to pay any taxes on their income for two years.","jobs,taxes"
true,There are more words in the IRS code than there are in the Bible.,taxes
mostly-true,Says Mitt Romney raised business taxes 20 percent in Massachusetts.,"message-machine-2012,taxes"
mostly-true,The Bush-era tax cuts failed to increase employment and work-force participation fell in 2001 and has never returned to the record level set in 2000.,"jobs,taxes"
false,"When the Fair Tax becomes law, it will be like waving a magic wand releasing us from pain and unfairness.",taxes
true,"Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes.",taxes
pants-fire,"Under President Obama: $4,000 tax hike on middle-class families.","message-machine-2012,taxes"
true,"Under the compromise tax agreement, 99.7% of American families will not pay 1 nickel in an estate tax.",taxes
false,"If you have an investment for your child's education or own a mutual fund or a stock in a retirement plan, (Obama) is going to raise your taxes.",taxes
half-true,"Americans will spend more on taxes in 2014 than they will on food, clothing and housing combined.",taxes
barely-true,Says State Comptroller Matthew Boxer pointed out that many towns are artificially lowering the real estate values that they report to Trenton in order to get hundreds of millions of dollars of additional school aid. This is the kind of fraud that needs to be addressed immediately.,"education,taxes"
half-true,The fiscal cliff deal ultimately raised taxes.,"federal-budget,taxes"
barely-true,"U.S. Olympic medal winners will owe up to $9,000 to the IRS.","sports,taxes"
half-true,"Under his tax plan, the greatest gains, percentage-wise, will be at the lower end of our plan.",taxes
false,"[R]emember, the president proposed eliminating charitable deductions for higher-income taxpayers.",taxes
true,"Says Mitt Romney had millions in the Cayman Islands, a tax haven.","message-machine-2012,taxes"
false,"John McCain will keep the estate tax at 0 percent, the same as it is now.",taxes
false,"Last year, ExxonMobil made $19 billion in profit. Guess what. They paid zero in taxes. They got a $156 million refund from the IRS.","corporations,taxes"
barely-true,"During the Bush administration, liberal groups were targeted by the IRS, similar to recent targeting.","bush-administration,taxes"
true,"For decades, the states gas tax has been among the highest in the nation.","taxes,transportation"
pants-fire,The health care law includes a 3.8% sales tax on all real estate transactions.,"health-care,taxes"
true,"The mega-rich pay about 15 percent in taxes, while the middle class fall into the 15 percent and 25 percent income tax brackets, and then are hit with heavy payroll taxes to boot.",taxes
false,Says Will Rasmussen supported a sales tax as recently as last spring.,taxes
half-true,Both the state and federal governments make more per gallon in gas taxes than the oil companies make themselves for doing all the work.,"energy,taxes"
half-true,Governor Scott Cut Taxes 40 Times For Florida Families,taxes
mostly-true,Taxes are lower on families than theyve been probably in the last 50 years.,"history,taxes"
mostly-true,Texans pay the sixth-highest property tax in the nation.,taxes
barely-true,Says a new report shows the devastating tax hikes (in the health care law) will have on middle-class Kentuckians.,"health-care,taxes"
mostly-true,"While Hillary Clinton plans a massive, and I mean massive, tax increase, I have proposed the largest tax reduction of any candidate who has run for president this year, Democrat or Republican.",taxes
mostly-true,I believe in tax cuts. I believe in being a supply-sider. I cut the income tax I think it was 24 percent. We got 42 percent more revenues.,taxes
mostly-true,"Over the past two years, Florida has cut more than $1 billion in taxes.",taxes
