label,statement,subjects
barely-true,Americans increasingly want (the Affordable Care Act) to be repealed.,"health-care,polls"
false,Says the vaccine to prevent HPV can cause mental retardation.,health-care
pants-fire,Says Joe Straus was co-author of a bill that would have allowed Planned Parenthood to control public school sex education.,"education,health-care"
false,Weve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion.,"health-care,medicaid"
half-true,"Says that under Mitt Romney, 89 million Americans could be denied coverage if they have a pre-existing condition.",health-care
barely-true,Its a plan that incorporates ideas from many of the people in this room tonight Democrats and Republicans.,health-care
true,A million people could get health insurance right away if Texas expanded Medicaid under Obamacare.,"health-care,medicaid"
barely-true,Medicare premium support backed by Republican vice presidential candidate Paul Ryan is not vouchers.,"health-care,medicare"
false,Congressman Nye voted against a bill which would have defunded the $5-10 billion the IRS needed toimplement health care legislation.,health-care
pants-fire,"In the 1970s, the swine flu broke out . . . under another Democrat, President Jimmy Carter.",health-care
barely-true,Even the employees union for the IRS -- the very people in charge of enforcing this law -- are begging to be let out from under this law.,"health-care,unions"
true,"Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it.""",health-care
false,"Under the health care law, everybody will have lower rates, better quality care and better access.",health-care
false,Trumps Health Secretary Pick Wants a Medicare Phaseout by Summer 2017.,"health-care,medicare"
false,Health insurance companies deny 1 out of 5 treatments prescribed by doctors.,health-care
false,"In the House health care bill, ""Something like 2 percent of the people would [be] eligible even to get the public option.""",health-care
false,Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare $882-billion worth.,health-care
false,The health bill's plan for comparative effectiveness research would be used by the government to ration care.,health-care
barely-true,Federal law requires that hospitals treat people whether or not they can pay. So someone (who) doesnt have health insurance -- they can go to the hospital and get free care.,"health-care,new-hampshire-2012"
pants-fire,"Under the new health care law, the first person (a) patient has to go to is a bureaucrat. That is called a panel.","health-care,message-machine"
half-true,"Homeopathy, acupuncture and aromatherapy have been given elevated legitimacy under the Affordable Care Act.","corrections-and-updates,health-care"
barely-true,The fact is 90-percent of Down Syndrome children were aborted in this country.,"abortion,health-care"
false,"During the 2005 fight over Social Security, there were noisy demonstrations but they were outside the events, and opponents were not disruptive crowds booed lines they didnt like, but that was about it.","health-care,pundits"
true,"There are 7,000 kids in New Hampshire who have health care because I helped to create the Children's Health Insurance Program.",health-care
half-true,President Barack Obama (is) the first president in history to cut Medicare by $700 billion.,"health-care,medicare"
pants-fire,President Obamas health care law represents a government takeover of health care.,health-care
half-true,"The health care law was a 2,733-page bill! . . . No amendments!",health-care
true,"Thirty-four percent of Hispanics don't have any health care at all, don't have any health insurance.",health-care
mostly-true,Women of childbearing age spend 68 percent more in out-of-pocket health care costs than men.,"health-care,women"
mostly-true,Forty-five percent of Americans went without needed care because of costs in 2007.,health-care
mostly-true,"Says President Barack Obama initially said the national health-care mandate isnt a tax, but his administration now says it is a tax.","health-care,taxes"
half-true,There are still more people uninsured today than when Obama was elected president.,health-care
barely-true,You dont know if this (the H1N1 vaccine) is gonna cause neurological damage like it did in the 1970s.,"health-care,pundits"
false,The insurance industry is actually run by mostly Democrats.,health-care
false,"Says as we sit right now, Medicare, if we do nothing, will be gone in eight years, if we do nothing to it.","health-care,medicare"
half-true,"In the Wisconsin health insurance exchange, the Society of Actuaries points out that therell be, according to them, an 82 percent increase in individual premiums over the next couple years under Obamacare.",health-care
false,President Obamashealth care law is a government takeover of healthcare.,"health-care,market-regulation"
half-true,Oregon Health Plan rations covered procedures under certain circumstances,health-care
barely-true,Ive shut down pill mills.,"crime,health-care"
half-true,"He ""stood up to Barack Obama by passing legislation that prevents you from being forced to join government health plans or buy health insurance against your will.""",health-care
barely-true,"Congress, criminals, Scientologists and other groups are exempt from Obamacare.","health-care,religion"
true,Taxpayers pay for roughly 45 percent of all births in Wisconsin! And 60 percent of the births in Milwaukee!!!,"health-care,medicaid"
true,New provisions of the health care law bar the use offlexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs.,health-care
mostly-true,"The Baucus health care bill would require taxes on medical devices such as X-ray machines, female condoms, HIV tests and surgical needles.","health-care,taxes"
barely-true,"Health proposal would create a ""40% tax on health care benefits of middle-class workers.""","health-care,taxes"
barely-true,"Under the Democratic health plan, families will be forced to spend an additional $2,100 a year to keep their current health care.",health-care
false,"The Republicans' alternative health care plan ""will still let insurers raise premiums four times faster than wages.""",health-care
pants-fire,The path to ObamaCare becoming law all started with Charlie Crist supporting President Obama's $787 billion stimulus.,"health-care,stimulus"
pants-fire,Says U.S. Rep. Paul Ryan promised to end health care for our seniors.,"health-care,medicare"
barely-true,Says that Romney touted the Massachusetts health plan for the nation in his hardcover book but then deleted it for the paperback edition.,health-care
half-true,"Since I took office, Wisconsin now has the 2nd highest health care quality ranking in the country.","health-care,job-accomplishments"
pants-fire,"Says the Patient Protection and Affordable Care Act adopted last year contains a series of slush funds, set up to stay on the books automatically, with little or no oversight.",health-care
true,"Of the 25 wealthiest nations, were the only one that doesnt provide basic health coverage.",health-care
pants-fire,The cost-saving measures we put into place at Columbia/HCA drove down national health care inflation from 18% to 8% in seven years.,health-care
false,Says new estimates from the Congressional Budget Office conclude the final price-tag for the health care law will exceed $2 trillion more than double what was initially reported.,health-care
true,Says America spends over 17 percent of its GDP on health care costs when our closest competitor nations are spending about 12.,"economy,health-care"
barely-true,"Says that while President Barack Obama promised to work with your employer to lower your premiums by $2,500 per family per year, his health care law raises premiums in the individual market by $2,100 per family.","health-care,message-machine-2012"
half-true,"Says that Tim Pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of Minnesota.",health-care
barely-true,A public option for health care would end private insurance because the private insurance people will not be able to compete with a government option.,health-care
false,"Says under Oregon law, girls from 15 years of age and up are given complete control over whether to be sterilized or not.","health-care,public-health"
mostly-true,Eighty-seven percent of private insurance plans currently include (abortion) coverage.,"abortion,health-care"
true,Says Florida refused to allow theinsurance commissioner to negotiate lower rates with companies or refuse rates that are too high under Obamacare.,"health-care,states"
half-true,Says Donald Trump is for a single-payer health care system.,health-care
half-true,"A study from the Massachusetts Institute of Technology, Harvard, and Dartmouth concluded that Medicaids value to its beneficiaries is significantly lower than the actual cost of the program.","health-care,medicaid"
mostly-true,"40,000 veterans in Texas wont get health care because Perry rejected Obamacares Medicaid expansion.","health-care,veterans"
mostly-true,"Opponent Holly Benson said that Just because youre poor doesnt mean youre unhealthy, it just means you have a lot more time to go running.","candidates-biography,health-care"
barely-true,Most of the people who have signed up through the Obamacare exchanges already had insurance.,health-care
mostly-true,States have cumulatively cut over $1.8 billion from their mental health services between 2009 and 2011. This is the largest reduction in state mental health services in half a century.,"guns,health-care"
barely-true,We spent twice as much per capita for health care in this country as the next closest nation.,health-care
false,The health care law is job killing.,"economy,health-care"
mostly-true,The United States is 50th in life expectancy in the world.,health-care
barely-true,Eric Cantor voted to fully fund Obamacare in October.,"health-care,voting-record"
false,A provision in the health care reform bill for end-of-life counseling for seniors is not entirely voluntary.,health-care
mostly-true,Nearly 6 in 10 uninsured Americanscan get health insurance for what may be the equivalent of your cell phone bill.,health-care
true,President Obama campaigned on a promise to put reproductive health care at the center of his reform plan.,"abortion,health-care"
barely-true,"Cover Florida ""is available to any Floridian, offering basic coverage for about $150 a month, instead of the typical $600 a month.""","florida,health-care"
mostly-true,Rick Scott wants to take us back to the days of insurance companies denying coverage for pre-existing conditions.,health-care
false,"Romneycare sent costs spiraling out of control in Massachusetts, hiking premiums, squeezing household budgets.","health-care,message-machine-2012"
half-true,Some cardiologists estimate 70 percent of all males over 50 have some form of heart disease.,health-care
half-true,Says the number of Democrats who voted for the GOP measure allowing health plan renewals is close to the number who voted on GOP bills to delay mandates on employers and individuals.,"congress,health-care"
true,Gingrich supported individual health insurance mandates.,"health-care,message-machine-2012"
half-true,25 percent of all drug-related fatal vehicle accidents in the U.S. involve marijuana.,"drugs,health-care"
false,On support for the Affordable Care Act (Obamacare).,health-care
barely-true,The growth in health care costs has been reined in through the Affordable Care Act.,health-care
false,"President Obama's bill won't bring down the costs (of health care) for average Americans -- or really for very few Americans, if any.",health-care
barely-true,I didn't campaign on a public option.,"elections,health-care"
false,"Says in Canada, the number of CT scan machines per 1,000 people is like one-tenth of what we have here in this country. Thats why people have to wait.",health-care
mostly-true,Less than 5 percent of registered users in states allowing medical marijuana have cancer or AIDS.,"health-care,marijuana"
mostly-true,"By one leading measure, what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance for the first time in 17 years.","health-care,labor"
true,"If someone is in a room that has measles and leaves and you walk in two hours later, you could get measles from that person.","health-care,public-health"
false,"I am the only U.S. Senate candidate who spoke out against bombing Syria, and who challenged Georgias governor and insurance commissioner over obstruction to the Affordable Care Act.","foreign-policy,health-care"
true,"In 2010, uninsured voters made up about 5 percent of the electorate.","congress,health-care"
true,"Over the last six years, the state of Illinois spent about $320 million on illegal immigrants.","health-care,immigration"
pants-fire,"Im 59. In either Canada or Great Britain, if I broke my hip, I couldnt get it replaced.",health-care
false,Obamacare doesnt require members of Congress to abide by the same rules that all of the other Americans do.,health-care
barely-true,U.S. Rep. John Barrow of Georgia has helped support the implementation of Obamacare.,health-care
true,"As a candidate, President Obama declared that everyone deserves access to reproductive health care that includes abortion, and vowed that this 'right' would be at the heart of his health care reform plan if elected president.","abortion,health-care"
half-true,Says Ann Kirkpatrick walked out on constituents when questioned on the Affordable Care Act.,health-care
half-true,"Despite President Barack Obamas promise to cut healthcare costs, the average cost of a family policy is up $1,300.","health-care,message-machine-2012"
true,"Says the Texas Department of Agriculture seeks to purchase up to 300,000 promotional stress balls.","economy,health-care"
mostly-true,Half of all adults have a pre-existing condition that could affecttheir health care coverage.,health-care
false,"UPS left 15,000 employees spouses without health insurance and told them to, go on an exchange with no employer subsidy.","families,health-care"
barely-true,"Says the goal of the Affordable Care Act was to get 30 million people insured, but it only got 7 million.",health-care
true,"Medicare spends ""$15-billion a year on subsidies to insurance companies.""",health-care
mostly-true,Says Gov. Rick Scott returned $1 million in federal funding that would have helped the state cover the cost of overseeing insurance rates under the new health care law.,health-care
mostly-true,"If Obamacare is fully implemented, 30 million people will still be without health insurance.",health-care
pants-fire,"Says Sheldon Whitehouse said on Senate floor: Everybody in Rhode Island who disagrees with me about Obamacare is an Aryan, is a white supremacist.",health-care
half-true,Nothing in any of the Democrat bills would require individuals to verify their citizenship or identity prior to receiving taxpayer-subsidized benefits.,"health-care,immigration"
barely-true,"43,000 people are going to be kicked out of nursing homes or denied nursing home entrance if the Texas House version of the state budget passes into law.","health-care,state-budget"
barely-true,"Of hospitals in Rick Scotts Columbia/HCA health care company, ""A top executive said they even turned away a poor man and left him to die outside their door.""","health-care,message-machine"
mostly-true,"With the resources it takes to execute just over three months of the Iraq war, we could fully fund the expansion of health care for needy children that Bush vetoed.",health-care
pants-fire,"Says Reps. Rush Holt, Frank Pallone and Bill Pascrell are willing to jeopardize seniors access to coverage by gutting $741 billion from Medicare to pay for a big-government healthcare takeover.","health-care,medicare"
false,"Nobody has been talking about it (Medicaid fraud), focused on it, or paying attention to it.","health-care,medicare"
mostly-true,More than 1 million Texans live without affordable health care because Rick Perry failed to partner with the Legislature to find a Texas solution to closing the coverage gap.,"corrections-and-updates,health-care"
half-true,The biggest job of the surgeon general is to translate health care and health care needs into plain English.,health-care
true,"The claim ... that we plan to set up panels of bureaucrats with the power to kill off senior citizens ... is a lie, plain and simple.",health-care
half-true,"Obamacare is a massive, massive income redistribution with $250 billion a year in Medicaid expansion (and) in the subsidy structure thats basically being paid for by people on Medicare, through Medicare cuts, and a lot of tax increases.","health-care,taxes"
barely-true,Says federal health care overhaul will cost Texas state government upwards of $30 billion over the next 10 years.,"health-care,state-budget"
pants-fire,President Obama . . . wants to mandate circumcision.,"health-care,pundits"
barely-true,"The president has given 1,100 special waivers to his friends for Obamacare.",health-care
pants-fire,"Starting in 2011, ""you will be required to pay taxes"" on ""the value of whatever health insurance you are given by the company.""","health-care,taxes"
pants-fire,"Obamacare is the biggest job-killer in this country -- millions of Americans have lost their jobs, have been forced into part-time work.",health-care
barely-true,AARP is endorsing the health care reform bill.,health-care
half-true,"In Cover Florida ""thousands already enrolled and climbing.""",health-care
barely-true,Ted Cruz tried to ban contraception five times.,"abortion,health-care"
true,Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.,health-care
false,The numbers of people that support Obamacare and like it have been steadily dropping.,"health-care,polls"
true,"Barack Obama and the Democrats have ""proposed a tax for not having health insurance.""","health-care,taxes"
barely-true,"In 2007, Ed Gillespie was paid $300,000 to be the frontman for a coalition that made the individual mandate the centerpiece of its health reform plan.","health-care,message-machine-2014"
half-true,More than 3 million young adults ... have gained insurance under (the Affordable Care Act) by staying on their familys plan.,health-care
true,The health insurance plan that (members of Congress) have is no different than any other federal employees in the United States government.,health-care
barely-true,U.S. Rep. John Barrows plan puts the IRS in charge of your health care.,health-care
half-true,The rate of uninsured Americans (is) 8.8 percent.,health-care
mostly-true,"Obama's plan for health care reform ends exorbitant out-of-pocket expenses, deductibles or co-pays.",health-care
barely-true,"Barack Obama's health care plan is ""to mandate health care coverage and have a universal government-run program.""",health-care
barely-true,"When you were casting your vote for Republicans, Brian Kemp was voting for Democrats.	message-machine,voting-record	doug-macginnitie	Sandy Springs City Councilman	Georgia	republican	1	1	0	0	0	a campaign commercial789.json	half-true	I want to give every American a $5,000 refundable tax credit.""",health-care
half-true,Insurance companies have seen their profits soar by more than 400 percent since 2001.,"corporations,health-care"
barely-true,The Senate Finance Committee approved a reform proposal that has both Democratic and Republican support.,health-care
half-true,The costs for families (in the individual market) for the same type of coverage that they're currently receiving would go down 14 percent to 20 percent.,health-care
barely-true,Seniors enrolled in Medicare Advantage are going to see an average premium increase between $50 and $90 per month.,"health-care,medicare"
half-true,On opposing legislation that would take away existing health care plans.,"health-care,voting-record"
half-true,"Hillary stood up for universal health care when almost no one else would, and kept standing till 6-million kids had coverage.",health-care
false,The Obama Administration's own White House Council of Economic Advisers has estimated 4.7 million Americans will lose their jobs if the (health care) bill passes.,"health-care,taxes"
pants-fire,"A clause hidden in the Obamacare bill, which is now law, gives Obama the right to form a private army.","health-care,military"
half-true,Says the federal government tells health insurance companies how much money theyre allowed to keep of what they receive in revenues -- 15 percent.,health-care
mostly-true,Says Hillary Clinton helped get done the Childrens Health Insurance Program.,health-care
pants-fire,Obamacare will question your sex life.,"health-care,privacy"
half-true,"The Democrats' health care bill ""gives a new Health Choices Commissioner the right to look at an individual's tax return to determine what medical benefits or subsidies that person qualifies for.""","health-care,taxes"
barely-true,"TheCBO saysthe cost of health care reform will rise to $1.8 trillion, increasing the price to far greater than the $900 billion originallyprojected.",health-care
true,"Hillary Clinton ""has the only health care plan that covers every American.""",health-care
pants-fire,Says the national heath care reform is a government takeover of health care.,health-care
mostly-true,Nearly 46 million Americans don't have health insurance coverage today.,health-care
true,Almost 1 million children ... have no health insurance in this state.,health-care
barely-true,"Under Obamacare, people who have a doctor theyve been seeing for the last 15 or 20 years, they wont be able to keep going to that doctor.",health-care
false,Says Sen. Mark Pryor voted for special subsidies for lawmakers and staff in Congress so theyre protected from Obamacare.,"congress,health-care"
false,Repealing the health care law would save $95 billion in 2016.,"federal-budget,health-care"
true,"Health insurance premiums ""have almost doubled ... since 2000.""",health-care
barely-true,I helped write the Affordable Care Act.,"corrections-and-updates,health-care"
true,Why didnt (uninsured Americans) buy insurance? Because of the expense.,"health-care,poverty"
mostly-true,Twenty-four percent of doctors in Virginia currently dont accept new Medicaid patients because the reimbursement rates are so low.,"health-care,medicaid"
half-true,New Jerseys poverty rate has increased since this governor took office and the number of New Jerseyans without health insurance has risen.,"health-care,poverty"
false,Obamacare already has caused millions of hardworking Virginians to lose their health insurance.,health-care
false,Operating a health care exchange would be illegal in Georgia and some states because of legislation passed in those states.,health-care
true,"If you already have health insurance through your job, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage or the doctor you have.",health-care
half-true,The health care reform plan being proposed in Congress would mean big tax increases.,health-care
half-true,The health care reform law offset[s] 6 years of benefits with 10 years of tax increases.,"health-care,taxes"
false,Says state Senate candidate Aaron Bean voted to give health care subsidies to illegal immigrants.,"health-care,immigration"
barely-true,"Obamacare is so flat-out unpopular, that even the Obama administration chose to reject part of Obamacare last Friday, when they tried to throw out the CLASS Act, which is the long-term care function.",health-care
false,"300,000 Floridians have lost their health insurance as a result of Obamacare.",health-care
true,The United States spends almost three times per capita what they spend in the U.K. on health care and 50 percent more than they pay in France.,health-care
barely-true,"President Obama has worked to change Medicare for the worse by creating an unelected, unaccountable panel with the power to deny coverage of certain treatments.","health-care,medicare"
true,Probably less than 4 percent of Wisconsin residents are enjoying the subsidies from Obamacare.,health-care
false,"Every other democracy in the world has a health care system that covers everybody, and we don't.",health-care
barely-true,I do provide universal health care.,health-care
mostly-true,New Jersey has the second highest rate of institutionalization of people with developmental disabilities in America. Only Texas puts more of its citizens -- confines more of its citizens -- to institutions than New Jersey.,"disability,health-care"
false,Baseball and insurance are the only industries exempt from antitrust laws.,"baseball,health-care"
false,The health care law includes tort reform.,"health-care,legal-issues"
half-true,Every survey shows strong satisfaction with private coverage.,health-care
half-true,"The health care bill ""dumps 15 to 18 million low-income Americans into a Medicaid program that none of us want to be a part of because 50 percent of doctors won't see new patients.""","health-care,poverty"
barely-true,Says there are $500 billion in Medicare cuts required to pay for this flawed [health care law].,health-care
false,"Under a public health care option, 120 million Americans will lose what they now get from private companies and be forced onto the government-run rolls as businesses decide it is more cost-effective for them to drop coverage.",health-care
false,Only the State of New York spends more money on Medicaid than the State of New Jersey.,"health-care,state-budget"
half-true,The passage of the teacher tenure bill in the Fla. Legislature was like the health care bill in Congress because one party jammed it through.,"education,health-care"
half-true,"Republicans Chuck Grassley, John Boehner and John Mica flip-flopped on providing end-of-life counseling for the elderly.","health-care,pundits"
mostly-true,A clear majority of Americans support removing the cost-sharing requirement for prescription contraceptive coverage.,"health-care,women"
half-true,Obamacare medical device tax has led to the loss of thousands of jobs in U.S.,"health-care,jobs"
true,The Children's Defense Fund rated McCain as the worst senator in Congress for children.,health-care
true,"With this reform, every insured American gets valuable consumer protections, and every uninsured American can become insured.",health-care
mostly-true,"Says by reducing chronic health care costs in the State of Georgia, we can reduce the $32.8 billion lost each year due to lack of productivity and economic costs.","economy,health-care"
half-true,Obamacare will mean 2.1 million fewer jobs by 2021.,health-care
barely-true,Sixteen thousand new Internal Revenue Service agents will be empowered to enforce the new health care legislation.,"health-care,taxes"
barely-true,Ann McLane Kuster is for a government takeover of health care more radical than Obamacare. And she supports a $700 billion cut to Medicare for current retirees.,"health-care,medicare"
false,"Because of Obamacare, over the last two years, health care premiums have gone up -- its true -- but theyve gone up slower than any time in the last 50 years.","debates,health-care"
barely-true,Says Marco Rubio endorsed Obamacare for his own family.,health-care
barely-true,There are many health insurance plans that will cover Viagra but won't cover birth-control medication.,health-care
false,Obamacare is going to increase the divorce rate.,"health-care,marriage"
half-true,People committed involuntarily for 72 hours under the Baker Act will get their guns back automatically and immediately upon discharge....and their commitment is never entered into a background check database.,"guns,health-care"
mostly-true,[N]early one in three primary care doctors are forced to limit the number of Medicare patients they see.,health-care
false,You lie! (in response to President Obama saying health reform would not insure illegal immigrants.),"health-care,immigration"
mostly-true,Republican state lawmakers are refusing to give the people of their own states their own tax dollars back in the form of (expanded) Medicaid.,"health-care,taxes"
mostly-true,"The GOP health care plan ""would allow health insurance companies to continue engaging in unfair and discriminatory practices like denying coverage to people because of a pre-existing medical condition.""",health-care
pants-fire,"Says Bernie Sanders once said, Instead of removing the conditions that make people depressed, modern society gives them antidepressant drugs.",health-care
mostly-true,"30,000 Arizonans may have no choice on Affordable Care Act coverage.",health-care
half-true,The federal health care law tells the American people precisely what type of coverage they have to have.,health-care
half-true,FACT: Repealing Obamacare would be easier than repealing Prohibition.,"congressional-rules,health-care"
true,Theyve seen employer-supported coverage increase in Massachusetts after this law (Romneycare) was implemented.,health-care
false,"An Iowa policy ""provides for a state round up of Iowa citizens who might be exposed to the swine flu virus.""",health-care
mostly-true,"Health reform eliminates co-pays, deductibles, and other costs for preventative care and provides for free annual wellness checkups starting next year.",health-care
mostly-true,Barack Obamas health care bill is nothing new. Mitt Romney signed one just like it four years before.,health-care
true,Romneycare was model for Obamacare.,health-care
pants-fire,No doctors who went to an American medical school will be accepting Obamacare.,"health-care,pundits"
true,"The Senate health care bill ""would leave 24 million people without insurance coverage.""",health-care
half-true,Were losing thousands of (veterans) waiting on line because they cant get speedy health care from the Veterans Administration.,"health-care,veterans"
barely-true,Health insurance costs for Floridians are up 30 percent or more.,health-care
false,Says Donald Trump said the government is going to pay for everybody to have health care.,health-care
half-true,"Barack Obama's health care plan ""would leave 15-million Americans out.""",health-care
pants-fire,"Forty years ago, hardly anybody in the country had health insurance.",health-care
pants-fire,"For every Kentuckian that has enrolled in Obamacare, 40 have been dropped from their coverage.","corrections-and-updates,health-care"
half-true,"House Republicans pledged to introduce a bill to reform Americas health care system, but ""the 'party of no' has . . . failed to produce legislation.""",health-care
mostly-true,"Polls show Americans are overwhelmingly opposed to Obamacare, especially the individual mandate.",health-care
half-true,"The health care bill will ""create 4 million jobs, 400,000 jobs almost immediately.""","economy,health-care"
half-true,Says more than 2 million Oregonians have received important medical services because of his health plan.,health-care
false,"Stimulus money funded a government board that made recommendations that would cost 378,000 jobs and $28.3 billion in sales.","children,health-care"
barely-true,I never was in favor of shutting down the government. (I) voted to fund the government fully.,"federal-budget,health-care"
barely-true,"If your plan is the result of collective bargaining, no subsequent changes by anybody -- insurance companies, Obamacare -- can force your grandfathered policy to change.","health-care,unions"
half-true,Any government-run 'public' plan ... creates an entitlement that will cost another $1 trillion over the next 10 years.,health-care
mostly-true,Emergency rooms account for 2 percent of all health care spending.,"health-care,pundits"
barely-true,We had (a bill) in Florida where we now are prohibiting doctors to talk -- particularly pediatricians -- to talk to their patients about gun safety in the home.,"guns,health-care"
false,"Jeff Merkley was the deciding vote on Obamacare, which in Oregon has been an unmitigated disaster.",health-care
mostly-true,"Under Obamacare, premiums have doubled and tripled in Wisconsin.",health-care
mostly-true,Says unions call Obamacare bad for workers.,"health-care,unions"
pants-fire,The bill also provides full federal funding for abortions,"abortion,health-care"
true,"We spend more on health care than any other country, but we're ranked 47th in life expectancy and 43rd in child mortality.",health-care
half-true,Volunteer firefighters and communities they serve in Georgia and elsewhere are being devastated by Obamacare.,health-care
half-true,"In the period from 2007 to 2011, the Office of Health Insurance Commissioner reported an 18 percent decline in the states total medical spending.",health-care
false,Says the national health care law puts federal bureaucrats between an American citizen and her doctor.,health-care
pants-fire,Obamacare is one big fat VA system.,"health-care,veterans"
true,"This (SCHIP) is socialized medicine. It is going to go to families that make $60,000 a year. Those aren't poor children.",health-care
true,"Many state and federal agencies have such navigators involved in helping folks maneuver through the often complex processes associated with filing benefits claims, for example -- even buying health insurance.",health-care
barely-true,Says President Barack Obamas health care law is expected to destroy 2.3 million jobs.,health-care
half-true,[A]n extra 8 million Americans [are] projected to join state Medicaid programs in the next few years.,health-care
barely-true,The party in the White House is responsible for a massive tax increase on the middle class.,"health-care,taxes"
pants-fire,"Members of Congress specifically exempted themselves from many of the laws they have passed, such as being exempt from any fear of prosecution for sexual harassment ... (and) from the healthcare reform.","congress,health-care"
half-true,"Republicans would give seniors a (Medicare) voucher that limits whats covered, costing seniors as much as $6,400 more a year.","health-care,medicare"
true,"Ninety-five percent of Oregonians now have health insurance coverage, tens of thousands for the very first time.",health-care
false,Marco Rubio thinks that government shouldn't be in the health care business at all.,health-care
true,"The health care bill will subsidize families of four that make more than $80,000 a year.",health-care
barely-true,The health care law imposes a federal mandate requiring middle-class Americans to buy health insurance whether they can afford it or not.,health-care
half-true,Theres a 1.5 percent to 2 percent overhead in Medicare. The insurance companies have a 20 percent to 30 percent overhead.,"health-care,medicare"
true,"47 - New provisions ObamaCare charges the IRS with implementing, according to the Government Accountability Office.","health-care,taxes"
barely-true,"Obamacare-caused paperwork will annually absorb 190 million hours or more--and Mount Rushmore could be built 1,547 times over with the paperwork.","federal-budget,health-care"
half-true,About half the people who would qualify for Medicaid expansion in Florida can buy a health care plan for $30 a month on the federal health care exchange.,"health-care,medicaid"
false,"Insurers delayed an Illinois man's treatment, and he died because of it.",health-care
false,Under the Obama plan . . . all the health care in this country is eventually going to be run by the government.,health-care
mostly-true,Says Obama called Medicaid broken four years ago.,"health-care,medicaid"
false,Says an appointed board created under Obamacare will have the ability to come between you and your doctor in determining the best treatment options for you!,health-care
barely-true,Obamacare could cause 20 million people to lose their current coverage.,"health-care,message-machine-2012"
true,Anyone can die of a toothache.,"health-care,medicaid"
half-true,"If parents ""don't have health insurance that Senator Obama wants them to have (for their children), they will be fined.""",health-care
false,Says sixty-two percent of small businesses over the last five years went under because they couldnt pay their health care bills.,"health-care,small-business"
false,"Ann Kuster supports the government takeover of healthcare, which robs Medicare of over $700 billion.","health-care,message-machine-2012"
pants-fire,"A couple of debates ago, (Donald Trump) said if you dont support socialized health care, youre heartless.",health-care
false,Its four or five states where the number of insurance options have narrowed under the Affordable Care Act.,health-care
barely-true,Says his Patient OPTION Act is the only Republican plan that completely repeals Obamacare and it takes the federal bureaucrat out of decisions for you.,health-care
mostly-true,Says Hillary Clinton wonhealth care for 8 million children.,"health-care,public-health"
mostly-true,Says Obama administration delay of health care laws employer mandate affects about 1 percent of the American workforce.,health-care
barely-true,Said his mother had to fight with health insurance companies for treatment because of a pre-existing condition.,"candidates-biography,health-care"
true,Most state employees could pay twice as much toward their health care premiums and it would still be half the national average,"health-care,state-budget"
barely-true,"When they passed Obamacare, they put a bailout fund in Obamacare. We led the effort and wiped out that bailout fund.",health-care
half-true,We are the only major country on Earth that doesnt guarantee health care to all people as a right.,health-care
barely-true,"On HealthCare.Gov, Texan Mark Sullivan found a good health insurance plan that includes dental, for less than $80 a month.","corrections-and-updates,health-care"
pants-fire,Says a Canadian provincial prime minister came to Ohio for his medical treatment because of the delay in Canadian health care which would have endangered his life.,health-care
false,"If we went back to the obesity rates that existed back in the 1980s, the Medicare system over several years could save as much as a trillion dollars.","health-care,medicare"
mostly-true,We are the only industrialized nation that relies heavily on a for-profit medical insurance industry to provide basic health care.,health-care
half-true,Congress secured special Obamacare rules to prevent their healthcare costs from rising.,"congress,health-care"
half-true,"Before this law was passed, Americans were told they could keep their current health care plans. After it became law, the administration issued regulations stating nearly half of Americans would lose their current plan.",health-care
half-true,"After prenatal diagnosis, 90 percent of Down syndrome children in America are aborted.","abortion,health-care"
mostly-true,"A small majority of Americans dont think they like the Affordable Care Act, but a large majority of Americans dont want to do away with the protections that are in the Affordable Care Act.","health-care,polls"
false,Health care premiums up 90 percent in New Hampshire.,health-care
half-true,The United States has the best health care delivery system in the world.,health-care
pants-fire,"The Democratic health care plan is a ""government takeover of nearly 20 percent of our economy.""",health-care
half-true,Ohioans can expect to pay up to 41 percent more for their insurance premiums when Obamacare takes effect next year.,"government-regulation,health-care"
half-true,The Affordable Care Act is making families pay double-digit premium increases.,health-care
mostly-true,Many uninsured Americans are young.,health-care
true,"During a town hall meeting on health care, ""ABC didn't even allow ads that opposed the president's health care plan to be aired.""",health-care
mostly-true,The impact of the 2010 federal health care legislation will be huge on Georgia.,health-care
barely-true,By the year 2015 (Medicaid will) take up half our budget.,health-care
barely-true,"Says the Congressional Budget Office said if youre going to buy your own policy with these (health care) exchanges youll be paying 10 percent more ... about $2,100 more for a family.",health-care
pants-fire,"Says a man opted out of Obamacare after the marketplace launched on Oct. 1, 2013, and was informed he owed a $4,000 fine.",health-care
false,"Says that according to a study, under Obamas health care initiative, nearly 90 percent of people in Wisconsin with health insurance will have their costs go up by more than 30 percent.",health-care
mostly-true,"Says that before health care reform, one of every three health care dollars spent -- more than $800 billion a year -- didnt go for health care.",health-care
