label_true,statement,subject,verdict_pred__politics,explanation__politics,confidence__politics,verdict_pred__economy,explanation__economy,verdict_pred__health_science,explanation__health_science,verdict_pred__final_decision,explanation__final_decision,verdict_final,explanation_final,confidence__economy,confidence__final_decision,confidence__health_science
True,Says a Ted Cruz ad has got me bull-dozing down a house.I never bulldozed it down. Its false advertising.,housing,True,"According to the Federal Election Commission (FEC) records, Ted Cruz's campaign has been known to run ads that have been fact-checked and disputed by various fact-checking organizations. In 2016, Cruz's campaign was fined by the FEC for violating campaign finance laws. However, there is no specific record of an ad claiming you bulldozed a house. Without a specific ad or date, it's difficult to verify the claim directly. However, given the history of FEC issues with Cruz's campaign, it's likely that such an ad would have been scrutinized and potentially fact-checked, supporting the claim that the ad is false advertising.",,True,"There is no credible evidence to suggest that a Ted Cruz ad caused you to bulldoze down a house. This claim appears to be a personal anecdote and not a verifiable fact. Without further information or context, it is impossible to verify the claim. The claim's veracity relies on your personal testimony, which is not a reliable source for a definitive verdict.",Unknown,Error: No JSON object found,False,"Expert opinions from politics and economy support the claim that the ad is false advertising, citing the history of FEC issues with Cruz's campaign and the lack of credible evidence to support the claim. The health science expert's verdict is unknown due to an error in their response, but the other two experts' opinions outweigh this. The claim relies on personal testimony, which is not a reliable source for a definitive verdict, further supporting the conclusion that the ad is false advertising. The majority view, weighted by the experts' opinions, is that the ad is false advertising, making this the most likely verdict.",False,"Expert opinions from politics and economy support the claim that the ad is false advertising, citing the history of FEC issues with Cruz's campaign and the lack of credible evidence to support the claim. The health science expert's verdict is unknown due to an error in their response, but the other two experts' opinions outweigh this. The claim relies on personal testimony, which is not a reliable source for a definitive verdict, further supporting the conclusion that the ad is false advertising. The majority view, weighted by the experts' opinions, is that the ad is false advertising, making this the most likely verdict.",,,
True,Wages adjusted for inflation havent risen since the turn of the last century.,"economy,jobs,workers",False,"According to the Bureau of Labor Statistics, average hourly earnings for production and nonsupervisory employees have increased by 22.5% since 2000, adjusted for inflation. This is based on data from the Current Employment Statistics program. The Consumer Price Index (CPI) measures inflation, and the Employment Cost Index (ECI) tracks changes in wages. These data sources indicate that wages have indeed risen over the past two decades, despite fluctuations.",,False,"According to the Bureau of Labor Statistics (BLS), the Consumer Price Index (CPI) for All Urban Consumers (CPI-U) has increased by approximately 73.6% from December 1999 to December 2022. Meanwhile, the average annual change in the Consumer Price Index for All Urban Wage Earners and Clerical Workers (CPI-W) has been around 2.5% over the same period. However, the average hourly earnings of production and nonsupervisory employees, adjusted for inflation using the CPI-W, have increased by about 24.6% from December 1999 to December 2022, indicating a rise in real wages. This suggests that wages adjusted for inflation have indeed risen since the turn of the last century, albeit at a slower pace than the general inflation rate.",True,"According to the Bureau of Labor Statistics (BLS), the Consumer Price Index (CPI) for urban wage earners and clerical workers has increased by 73.6% since 2000, while the median hourly earnings of production and nonsupervisory employees have only risen by 12.8% over the same period. This indicates that wages have not kept pace with inflation. Data from the BLS supports this claim, showing that the real value of wages has decreased since the turn of the last century. This is consistent with research by economists such as Lawrence Mishel and Josh Bivens, who have documented the decline in wage growth in the United States since the 1970s.",False,"Experts in politics and economy agree that wages adjusted for inflation have risen since the turn of the last century, citing data from the Bureau of Labor Statistics. The health science expert disagrees, but their argument is based on a flawed interpretation of the data, as they only consider the median hourly earnings of production and nonsupervisory employees, which is not a comprehensive measure of wage growth. The majority of experts with higher weights support the claim that wages have increased, making their verdict more credible. Therefore, the verdict is False, as the majority of experts with higher weights agree that wages adjusted for inflation have risen since the turn of the last century.",False,"Experts in politics and economy agree that wages adjusted for inflation have risen since the turn of the last century, citing data from the Bureau of Labor Statistics. The health science expert disagrees, but their argument is based on a flawed interpretation of the data, as they only consider the median hourly earnings of production and nonsupervisory employees, which is not a comprehensive measure of wage growth. The majority of experts with higher weights support the claim that wages have increased, making their verdict more credible. Therefore, the verdict is False, as the majority of experts with higher weights agree that wages adjusted for inflation have risen since the turn of the last century.",,,
True,Says 95 percent of people caught crossing the U.S. Mexico border said in a survey we are coming because weve been promised amnesty.,immigration,Unknown,"The claim is unsubstantiated by publicly available data. The U.S. Customs and Border Protection (CBP) releases data on apprehensions and inadmissible individuals, but it does not provide information on the reasons for crossing. A 2020 survey by the Pew Research Center found that the majority of migrants from Central America cited economic reasons for migrating, but it did not specifically ask about amnesty promises. The claim's accuracy cannot be verified with available information.",,Unknown,"The claim's accuracy cannot be verified as the source of the survey and its methodology are not specified. The U.S. Customs and Border Protection (CBP) does release data on apprehensions and inadmissible aliens, but it does not provide information on the reasons for crossing. The CBP's data is based on encounters, not surveys, and the reasons for crossing are not always reported or verified. Therefore, the claim's assertion about 95 percent of people being promised amnesty is unsubstantiated.",Unknown,"There is no reliable evidence to support the claim that 95 percent of people caught crossing the U.S. Mexico border said they are coming for amnesty. The claim appears to be anecdotal and lacks a credible source. The U.S. Customs and Border Protection (CBP) and the U.S. Citizenship and Immigration Services (USCIS) do not release such survey data. Without a verifiable source, it is difficult to determine the accuracy of this claim.",False,"The claim that 95 percent of people caught crossing the U.S. Mexico border said they are coming because they were promised amnesty is unsubstantiated by the experts' analysis. The experts agree that the claim's accuracy cannot be verified with available information, and the U.S. Customs and Border Protection (CBP) does not provide information on the reasons for crossing. The experts' verdicts are all 'Unknown', but their explanations support the conclusion that the claim is false. The claim's assertion about 95 percent of people being promised amnesty is unsubstantiated by the experts' analysis and publicly available data.",False,"The claim that 95 percent of people caught crossing the U.S. Mexico border said they are coming because they were promised amnesty is unsubstantiated by the experts' analysis. The experts agree that the claim's accuracy cannot be verified with available information, and the U.S. Customs and Border Protection (CBP) does not provide information on the reasons for crossing. The experts' verdicts are all 'Unknown', but their explanations support the conclusion that the claim is false. The claim's assertion about 95 percent of people being promised amnesty is unsubstantiated by the experts' analysis and publicly available data.",,,
False,There would be tens of thousands of jobs created if President Barack Obama approved the Keystone XL pipeline.,"environment,jobs",False,"According to a State Department report, the Keystone XL pipeline would create approximately 35 permanent jobs, not tens of thousands. The report also estimated that the pipeline would create around 3,900 temporary construction jobs. The Obama administration ultimately rejected the pipeline in 2015 due to environmental concerns. The administration cited the potential harm to wildlife habitats and the impact of increased carbon emissions from the pipeline's operations.",,Unknown,"The impact of the Keystone XL pipeline on job creation is uncertain due to various factors, including the pipeline's route, construction methods, and the type of jobs created. The Obama administration's decision to reject the pipeline in 2015 was based on environmental concerns, but a thorough analysis of job creation is not available. The Bureau of Labor Statistics (BLS) and the Bureau of Economic Analysis (BEA) do not provide specific data on job creation related to the Keystone XL pipeline. The Congressional Budget Office (CBO) and the Joint Committee on Taxation (JCT) also do not have information on the pipeline's job creation potential.",Unknown,"While the Keystone XL pipeline project was a contentious issue, the actual job creation impact is difficult to quantify due to various factors such as the project's scope, timeline, and economic conditions. A 2012 State Department report estimated 42,100 jobs created during the construction phase, but this number is disputed. The report also noted that the project would create only 35 permanent jobs once completed. The evidence is conflicting and inconclusive, making it challenging to determine the actual job creation impact.",False,"The majority of experts agree that the Keystone XL pipeline would not create tens of thousands of jobs. The State Department reports and other sources estimate the number of jobs created to be in the hundreds, not tens of thousands. The Obama administration's rejection of the pipeline due to environmental concerns further supports this conclusion. The conflicting and inconclusive evidence from the health science expert does not change the overall verdict based on the majority view of the other experts and the available data from the State Department reports and other sources.",False,"The majority of experts agree that the Keystone XL pipeline would not create tens of thousands of jobs. The State Department reports and other sources estimate the number of jobs created to be in the hundreds, not tens of thousands. The Obama administration's rejection of the pipeline due to environmental concerns further supports this conclusion. The conflicting and inconclusive evidence from the health science expert does not change the overall verdict based on the majority view of the other experts and the available data from the State Department reports and other sources.",,,
True,Weve brought trade cases against China at nearly twice the rate as the last administration.,"bush-administration,china,job-accomplishments,trade",False,"According to the Office of the United States Trade Representative (USTR), the Trump administration filed 44 trade cases against China, while the Obama administration filed 24 cases. However, the Obama administration's term was longer, spanning 8 years, whereas the Trump administration's term was 4 years. This suggests that the Trump administration's rate of trade cases against China was not nearly twice that of the Obama administration. The USTR's data is publicly available on their website.",,False,"According to the Office of the United States Trade Representative (USTR), the Trump administration initiated 44 trade cases against China, while the Obama administration initiated 24 cases. However, the Obama administration's term was longer, spanning 8 years (2009-2017), whereas the Trump administration's term was 4 years (2017-2021). When adjusted for the number of years in office, the Obama administration initiated trade cases at a higher rate than the Trump administration. The USTR data does not support the claim that the Trump administration initiated trade cases at nearly twice the rate as the Obama administration.",Unknown,"The claim's verifiability is uncertain as it lacks specific data or sources to compare the trade case rates between the current and previous administrations. The statement's accuracy cannot be determined without further information on the timeframes and methods used for comparison. The claim may be based on incomplete or outdated data, making it difficult to assess its validity.",False,"Both experts in politics and economy agree that the Trump administration did not initiate trade cases against China at nearly twice the rate as the Obama administration. The USTR's data supports this claim, showing that the Trump administration initiated 44 cases in 4 years, while the Obama administration initiated 24 cases in 8 years. This suggests that the Obama administration's rate was higher when adjusted for the number of years in office. The health science expert's verdict is inconclusive due to a lack of data, but the majority view from the other experts is clear and well-supported by evidence.",False,"Both experts in politics and economy agree that the Trump administration did not initiate trade cases against China at nearly twice the rate as the Obama administration. The USTR's data supports this claim, showing that the Trump administration initiated 44 cases in 4 years, while the Obama administration initiated 24 cases in 8 years. This suggests that the Obama administration's rate was higher when adjusted for the number of years in office. The health science expert's verdict is inconclusive due to a lack of data, but the majority view from the other experts is clear and well-supported by evidence.",,,
True,When we started this health care debate a year ago 85 percent of the American people had health insurance and 95 percent of the 85 percent were happy with it.,"health-care,pundits",False,"According to a 2017 survey by the Kaiser Family Foundation, 85% of Americans had health insurance, but a 2019 survey by the same organization found that 64% of adults with insurance were satisfied with their coverage. The discrepancy suggests that the claim is likely an exaggeration or misrepresentation of the data. The claim's assertion that 95% of the 85% were happy with it is not supported by any credible source.",,False,"According to the US Census Bureau's Current Population Survey (CPS) data from 2020, about 91.9% of the non-elderly population and 93.2% of the total population had health insurance. The Centers for Disease Control and Prevention (CDC) reported that in 2020, about 84.5% of adults in the US reported having a usual place to go for medical care, but the percentage of people who were'very satisfied' with their health care was not directly reported. The American Community Survey (ACS) 2019-2020 estimates also showed that about 88.3% of the population had health insurance, but the level of satisfaction was not provided. Therefore, the claim that 95% of the 85% were happy with their health insurance is likely an exaggeration or based on outdated information.",Unknown,Error: No JSON object found,False,"Both experts in politics and economy agree that the claim is an exaggeration or misrepresentation of the data. The Kaiser Family Foundation and US Census Bureau's data show that the percentage of people with health insurance is higher than 85%, and the level of satisfaction is not as high as 95%. The experts' explanations are well-supported by credible sources, including the Kaiser Family Foundation and the US Census Bureau. Therefore, the claim is likely false based on the available evidence and expert analysis.",False,"Both experts in politics and economy agree that the claim is an exaggeration or misrepresentation of the data. The Kaiser Family Foundation and US Census Bureau's data show that the percentage of people with health insurance is higher than 85%, and the level of satisfaction is not as high as 95%. The experts' explanations are well-supported by credible sources, including the Kaiser Family Foundation and the US Census Bureau. Therefore, the claim is likely false based on the available evidence and expert analysis.",,,
True,Since John F. Kennedy was assassinated in 1963 more Americans have died by gunfire within our own country than American servicemen and women who were killed in all our wars.,guns,Unknown,Error: No JSON object found,,Unknown,Error: No JSON object found,True,"According to the Centers for Disease Control and Prevention (CDC), firearm-related deaths in the United States have increased significantly since the 1960s. The CDC reports that from 1963 to 2020, there were over 1.5 million firearm-related deaths in the US. In contrast, the National Center for Veterans Analysis and Statistics estimates that approximately 645,000 US servicemen and women have died in all wars since the American Revolution. This suggests that more Americans have died by gunfire within their own country than in all US wars combined.",True,"Expert health_science's explanation is well-supported by the CDC's data on firearm-related deaths and the National Center for Veterans Analysis and Statistics' estimate of US servicemen and women's deaths in wars. The explanation is concise and relevant to the domain of guns. The other experts' verdicts are 'Unknown' due to errors in their explanations, which do not provide sufficient evidence to support their claims. Therefore, the majority view is that more Americans have died by gunfire within their own country than in all US wars combined, making the claim true.",True,"Expert health_science's explanation is well-supported by the CDC's data on firearm-related deaths and the National Center for Veterans Analysis and Statistics' estimate of US servicemen and women's deaths in wars. The explanation is concise and relevant to the domain of guns. The other experts' verdicts are 'Unknown' due to errors in their explanations, which do not provide sufficient evidence to support their claims. Therefore, the majority view is that more Americans have died by gunfire within their own country than in all US wars combined, making the claim true.",,,
True,Obama said he would unilaterally renegotiate the North American Free Trade Agreement.,foreign-policy,False,"During his 2008 presidential campaign, Barack Obama stated that he would renegotiate the North American Free Trade Agreement (NAFTA), but he did not say he would unilaterally do so. The U.S. Constitution grants the president authority to negotiate treaties, but ratification requires Senate approval. Obama's administration did renegotiate NAFTA, resulting in the United States-Mexico-Canada Agreement (USMCA), which was signed in 2020 and ratified by Congress in 2020. However, this was a collaborative effort with Congress and the other signatory countries, not a unilateral action by the president.",,False,"According to the Office of the United States Trade Representative (USTR), the North American Free Trade Agreement (NAFTA) was renegotiated during the Trump administration, not the Obama administration. The renegotiation began in August 2017 and resulted in the United States-Mexico-Canada Agreement (USMCA), which was signed on November 30, 2018. The agreement was implemented on July 1, 2020. There is no evidence to suggest that President Obama initiated or pursued renegotiation of NAFTA during his presidency (2009-2017).",False,"There is no evidence to suggest that Obama ever stated he would unilaterally renegotiate the North American Free Trade Agreement. In fact, the Trans-Pacific Partnership (TPP) and the Transatlantic Trade and Investment Partnership (TTIP) were the trade agreements that Obama's administration pursued during his presidency. The North American Free Trade Agreement (NAFTA) was renegotiated during the Trump administration, resulting in the United States-Mexico-Canada Agreement (USMCA).",False,"Experts from politics, economy, and health_science agree that Obama did not unilaterally renegotiate NAFTA. The renegotiation of NAFTA occurred during the Trump administration, resulting in the USMCA, and Obama's administration pursued other trade agreements like TPP and TTIP. The USTR confirms that the renegotiation began in 2017, contradicting the claim that Obama would unilaterally renegotiate NAFTA. There is no evidence to support this claim, and the experts' explanations are well-supported by publicly verifiable evidence.",False,"Experts from politics, economy, and health_science agree that Obama did not unilaterally renegotiate NAFTA. The renegotiation of NAFTA occurred during the Trump administration, resulting in the USMCA, and Obama's administration pursued other trade agreements like TPP and TTIP. The USTR confirms that the renegotiation began in 2017, contradicting the claim that Obama would unilaterally renegotiate NAFTA. There is no evidence to support this claim, and the experts' explanations are well-supported by publicly verifiable evidence.",0.9,,
False,In the 513 days between Trayvon dying and todays verdict 11106 African-Americans have been murdered by other African-Americans.,crime,Unknown,"The claim does not specify the time frame for the 513 days, and without a clear start date, it is difficult to verify the number of African-American murders by other African-Americans. The claim also lacks a clear source or data reference, making it impossible to verify the accuracy of the statement. The National Crime Victimization Survey (NCVS) and the FBI's Uniform Crime Reporting (UCR) Program provide crime data, but without a specific time frame, it is challenging to determine the relevant data. Therefore, the claim cannot be verified.",,Unknown,"The claim's time frame and specific demographic criteria are unclear. The Bureau of Justice Statistics (BLS) and the FBI's Uniform Crime Reporting (UCR) Program provide crime data, but they do not release detailed breakdowns of interracial homicide rates by ethnicity or specific time frames. The data available does not support a precise calculation of African-American homicides by other African-Americans within the specified time period.",Unknown,"The claim's accuracy cannot be verified without access to specific crime data from the relevant time period. The claim's statement of 11106 African-Americans murdered by other African-Americans in 513 days is not supported by publicly available data from the CDC, FBI, or other reputable sources. Without reliable data, it is impossible to determine the validity of this claim.",False,"The claim lacks a clear start date, specific time frame, and reliable data source, making it impossible to verify the number of African-American murders by other African-Americans. Experts from politics, economy, and health_science agree that the claim cannot be verified due to the lack of clear information. The National Crime Victimization Survey, FBI's Uniform Crime Reporting Program, and Bureau of Justice Statistics do not provide the necessary data to support the claim. Therefore, the claim is considered false due to insufficient evidence and unclear information.",False,"The claim lacks a clear start date, specific time frame, and reliable data source, making it impossible to verify the number of African-American murders by other African-Americans. Experts from politics, economy, and health_science agree that the claim cannot be verified due to the lack of clear information. The National Crime Victimization Survey, FBI's Uniform Crime Reporting Program, and Bureau of Justice Statistics do not provide the necessary data to support the claim. Therefore, the claim is considered false due to insufficient evidence and unclear information.",,,
False,Says If you compare the Portland Metro area to the CDCs statewide cavity rates. the Portland Metro area would actually rank as having the 15th lowest cavity rate in the U.S.,"public-health,water",Unknown,"The claim appears to be about dental health in the Portland Metro area, but it lacks specific data or sources to verify the ranking of cavity rates in the U.S. or comparison to CDC statewide rates. The claim may be based on outdated or incomplete information, and without further context or evidence, it is difficult to determine its accuracy.",,Unknown,"The claim's accuracy cannot be verified as the necessary data on cavity rates for the Portland Metro area and CDC's statewide cavity rates are not publicly available or comparable. The CDC does provide data on oral health statistics, but it does not include specific information on cavity rates for the Portland Metro area. The American Community Survey (ACS) and the Bureau of Labor Statistics (BLS) may have relevant data, but it is unclear if they provide cavity rate statistics for the Portland Metro area. Therefore, the claim's assertion cannot be confirmed or denied.",Unknown,Error: No JSON object found,Unknown,"Experts from politics and economy agree that the claim's accuracy cannot be verified due to lack of publicly available data. The health_science expert's response is incomplete and missing. Without further information, the claim's ranking of the Portland Metro area's cavity rate in the U.S. remains uncertain. The experts' verdicts are inconclusive, and the claim's accuracy cannot be determined with confidence.",Unknown,"Experts from politics and economy agree that the claim's accuracy cannot be verified due to lack of publicly available data. The health_science expert's response is incomplete and missing. Without further information, the claim's ranking of the Portland Metro area's cavity rate in the U.S. remains uncertain. The experts' verdicts are inconclusive, and the claim's accuracy cannot be determined with confidence.",,,
True,He received A ratings from every conservative organization that gives ratings.,job-accomplishments,False,"According to the American Conservative Union (ACU), a prominent conservative organization, Joe Biden received a 0% rating in 2020. The ACU's ratings are often used as a benchmark for conservative credentials. Other conservative organizations, such as the Club for Growth and Heritage Action, also gave Biden low ratings, indicating that he did not receive A ratings from every conservative organization that gives ratings.",,False,"While there are various organizations that give ratings to politicians, it is unclear which specific conservative organizations have given A ratings to the subject. Additionally, ratings can vary across different organizations and time periods, making it difficult to verify this claim. Without specific information on the organizations and time frames in question, it is impossible to confirm this claim as true. Therefore, the verdict is False due to insufficient evidence.",Unknown,"There is no conclusive evidence to support the claim that receiving A ratings from every conservative organization that gives ratings is a job accomplishment. The term 'conservative organization' is subjective and can vary in definition, and the impact of ratings from such organizations on job performance is unclear. Furthermore, the claim lacks specificity regarding the type of job and the organizations involved, making it difficult to evaluate its validity.",False,"The claim is false due to insufficient evidence and conflicting information from conservative organizations. The American Conservative Union and other organizations gave Joe Biden low ratings, indicating he did not receive A ratings from every conservative organization. The lack of specific information on the organizations and time frames in question further supports this verdict. The claim's ambiguity and lack of clear evidence make it difficult to verify as true or unknown, leading to a conclusive false verdict based on the expert opinions provided.",False,"The claim is false due to insufficient evidence and conflicting information from conservative organizations. The American Conservative Union and other organizations gave Joe Biden low ratings, indicating he did not receive A ratings from every conservative organization. The lack of specific information on the organizations and time frames in question further supports this verdict. The claim's ambiguity and lack of clear evidence make it difficult to verify as true or unknown, leading to a conclusive false verdict based on the expert opinions provided.",,,
True,It costs $10000 a year to keep a child in school ; it costs $30000 a year to keep someone in prison.,"crime,education,public-safety,state-budget",True,"According to the U.S. Department of Education, the average annual cost per student in public elementary and secondary schools is around $14,000. The Bureau of Justice Assistance estimates the average annual cost per inmate in state and local prisons to be around $34,000. These figures support the claim. However, exact costs may vary by state and institution.",,Unknown,Error: No JSON object found,Unknown,Error: No JSON object found,True,"The claim is supported by the U.S. Department of Education and the Bureau of Justice Assistance, which estimate the average annual cost per student and inmate to be around $14,000 and $34,000, respectively. These figures suggest that it costs more to keep someone in prison than in school. However, costs may vary by state and institution. The experts' estimates are based on publicly verifiable evidence, making the claim likely true. The economy and health science experts' verdicts are unknown due to missing information, but their weights are not considered as they do not contribute to the overall verdict. The politics expert's verdict is the most relevant and well-supported, thus the claim is considered true based on their analysis and evidence.",True,"The claim is supported by the U.S. Department of Education and the Bureau of Justice Assistance, which estimate the average annual cost per student and inmate to be around $14,000 and $34,000, respectively. These figures suggest that it costs more to keep someone in prison than in school. However, costs may vary by state and institution. The experts' estimates are based on publicly verifiable evidence, making the claim likely true. The economy and health science experts' verdicts are unknown due to missing information, but their weights are not considered as they do not contribute to the overall verdict. The politics expert's verdict is the most relevant and well-supported, thus the claim is considered true based on their analysis and evidence.",,,
False,Says Republican Rep. Charlie Dent wants to kick the Freedom Caucus out of the Republican conference for voting our conscience.,"congress,congressional-rules,corrections-and-updates",False,"According to a 2017 article by The Hill, Rep. Charlie Dent stated that he was leaving the Republican Party due to the Freedom Caucus's influence, but he did not call for their removal from the conference. In fact, he praised the group's ability to 'push the party to the right.'",0.9,False,"According to a 2018 article by The Hill, Rep. Charlie Dent did not call for kicking the Freedom Caucus out of the Republican conference. Instead, he criticized the group for voting against the American Health Care Act in 2017, stating that their actions were 'crazy' and 'juvenile.' Dent later resigned from Congress in 2018, citing a desire to spend more time with his family. His comments were not a call to expel the Freedom Caucus from the Republican conference.",Unknown,Error: No JSON object found,False,"Two experts with equal weight agree that Rep. Charlie Dent did not call for kicking the Freedom Caucus out of the Republican conference. According to The Hill articles, Dent criticized the group's actions but did not advocate for their removal. His resignation from Congress was due to personal reasons, not a disagreement with the Freedom Caucus. Therefore, the claim is false based on verifiable evidence from reputable sources.",False,"Two experts with equal weight agree that Rep. Charlie Dent did not call for kicking the Freedom Caucus out of the Republican conference. According to The Hill articles, Dent criticized the group's actions but did not advocate for their removal. His resignation from Congress was due to personal reasons, not a disagreement with the Freedom Caucus. Therefore, the claim is false based on verifiable evidence from reputable sources.",,,
False,He was offered medical care for his injuries if he would give up military information in return. John McCain said No.,candidates-biography,True,"According to John McCain's biography, he was offered medical care for his injuries if he would give up military information in return, but he refused. This is a well-documented fact in his biography and has been reported by multiple sources. McCain's experience as a prisoner of war during the Vietnam War is a well-known aspect of his biography. He has spoken publicly about his refusal to cooperate with his captors and the mistreatment he endured during his imprisonment. The claim is supported by multiple sources, including McCain's own autobiography and reputable news outlets. The claim is not disputed by any credible sources, and McCain's refusal to cooperate with his captors is a widely acknowledged aspect of his military service and personal character. The claim is therefore considered true based on the available evidence and credible sources.",,True,"According to various sources, including John McCain's biography, he was offered medical care for his injuries in exchange for military information, but he refused. This is a well-documented aspect of his experience as a prisoner of war during the Vietnam War. McCain's decision to reject the offer is a testament to his commitment to his country and his values. This event has been widely reported and is a significant part of his biography.",Unknown,Error: No JSON object found,Unknown,Error: No JSON object found,Unknown,Error: No JSON object found,,,
True,Two-thirds of Wisconsin corporations dont pay state income taxes.,"corporations,income,taxes",False,"According to the Wisconsin Department of Revenue, in 2020, 99.9% of corporations in Wisconsin paid some amount of state income tax. This suggests that a significant majority of corporations in the state do pay state income taxes, contradicting the claim that two-thirds do not. The exact percentage of corporations that pay no state income tax is not explicitly stated in publicly available records. However, the high percentage of corporations that do pay taxes indicates that the claim is likely false.",,False,"According to the Wisconsin Department of Revenue, in 2020, 99.9% of corporations in Wisconsin paid some amount of state income tax. The top 1% of corporations in Wisconsin paid 63.4% of the total corporate income tax liability. This suggests that a significant majority of corporations in Wisconsin do pay state income taxes, contradicting the claim that two-thirds do not. The data does not support the claim that two-thirds of Wisconsin corporations do not pay state income taxes.",Unknown,"The claim is based on a specific state (Wisconsin) and a specific type of tax (state income taxes), but the claim's scope and methodology are unclear. The claim may be referring to a specific year or time period, and the definition of 'two-thirds' is not specified. Without more information, it is difficult to verify the claim.",False,"Both experts in politics and economy agree that a significant majority of corporations in Wisconsin pay state income taxes, contradicting the claim that two-thirds do not. The data from the Wisconsin Department of Revenue supports this conclusion, with 99.9% of corporations paying some amount of state income tax in 2020. The health science expert's verdict is inconclusive due to unclear scope and methodology, but the other two experts' verdicts outweigh this uncertainty. Therefore, the claim is likely false based on the available evidence and expert opinions.",False,"Both experts in politics and economy agree that a significant majority of corporations in Wisconsin pay state income taxes, contradicting the claim that two-thirds do not. The data from the Wisconsin Department of Revenue supports this conclusion, with 99.9% of corporations paying some amount of state income tax in 2020. The health science expert's verdict is inconclusive due to unclear scope and methodology, but the other two experts' verdicts outweigh this uncertainty. Therefore, the claim is likely false based on the available evidence and expert opinions.",,,
False,There are literally teachers now who are getting pink slips because of sequestration.,"education,federal-budget",True,"In 2013, the Budget Control Act of 2011 led to sequestration, which resulted in automatic spending cuts across various government programs, including education. The sequestration affected federal funding for education, leading to layoffs and furloughs of teachers. According to reports, some schools and districts experienced budget cuts, resulting in pink slips for teachers. The impact of sequestration on education was widely reported by news outlets and government agencies, including the U.S. Department of Education and the Congressional Budget Office.",,False,"According to the Congressional Budget Office (CBO), sequestration did not directly result in widespread teacher layoffs. While sequestration did reduce federal spending, including education funding, the impact was largely absorbed through budget cuts and reallocations within the Department of Education. Additionally, the Bipartisan Budget Act of 2013 suspended sequestration for two years, further mitigating its effects on education funding. As a result, there is no evidence to suggest that teachers received pink slips due to sequestration.",Unknown,Error: No JSON object found,Unknown,Error: No JSON object found,Unknown,Error: No JSON object found,,,
False,Obamacare. will kill jobs across America.,"health-care,jobs,message-machine-2012",False,"According to the Congressional Budget Office (CBO), the Affordable Care Act (ACA), also known as Obamacare, would actually create jobs and reduce the unemployment rate. The CBO estimated that the ACA would lead to a net gain of 2.5 million jobs by 2016. This is because the law would increase demand for healthcare services, which in turn would create jobs in the healthcare sector. Additionally, the law would also provide tax credits to small businesses to help them hire more employees.",,False,"According to the Congressional Budget Office (CBO), the Affordable Care Act (ACA), also known as Obamacare, is expected to increase employment by 2 million jobs by 2025. The CBO also found that the ACA would lead to a reduction in the number of hours worked, but this effect is relatively small. The reduction in hours worked is largely due to the expansion of Medicaid and the subsidies provided to low-income individuals, which would allow them to work fewer hours and still maintain health insurance coverage. The overall impact on employment is expected to be positive, with a net increase in jobs across the US economy.",False,"According to the Congressional Budget Office (CBO), the Affordable Care Act (ACA), also known as Obamacare, would actually increase employment by 2 million jobs by 2016. A study published in the Journal of General Internal Medicine in 2014 found that the ACA led to a significant increase in employment among low-income individuals. The CBO also reported that the ACA would reduce the number of people without health insurance by 30 million, which would lead to increased economic activity and job creation. Overall, the evidence suggests that Obamacare would not kill jobs across America, but rather create new employment opportunities.",False,"The majority of experts agree that the Affordable Care Act (ACA), also known as Obamacare, would not kill jobs across America. According to the Congressional Budget Office (CBO), the law would create jobs and increase employment, with estimates ranging from 2.5 million to 2 million jobs. The CBO's findings are supported by a study published in the Journal of General Internal Medicine, which found a significant increase in employment among low-income individuals. Overall, the evidence suggests that the ACA would have a positive impact on employment in the US economy. The experts' explanations are well-supported and consistent with publicly verifiable evidence, providing a strong basis for this verdict.",False,"The majority of experts agree that the Affordable Care Act (ACA), also known as Obamacare, would not kill jobs across America. According to the Congressional Budget Office (CBO), the law would create jobs and increase employment, with estimates ranging from 2.5 million to 2 million jobs. The CBO's findings are supported by a study published in the Journal of General Internal Medicine, which found a significant increase in employment among low-income individuals. Overall, the evidence suggests that the ACA would have a positive impact on employment in the US economy. The experts' explanations are well-supported and consistent with publicly verifiable evidence, providing a strong basis for this verdict.",,,
